window_key,window,referent,comparison_key,comparison,contrast_coding,term,estimate,ci_95_lower,ci_95_upper,p_beta_gt_0,n_bin_rows,n_trials_with_gaze,n_positive_trials,n_negative_trials
linguistic_encoding_1,Linguistic encoding I,agent,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time:contrast,-0.19864562066617028,-0.706846815151937,0.31108854392609814,0.22015,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,agent,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time2:contrast,-0.12008185736945032,-0.9028240680325273,0.6502359542599159,0.38625,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,agent,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time3:contrast,1.3547015134679186,-1.5898173107674294,4.299847563997374,0.8184,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,Intercept,-1.5856802235280745,-2.820489475205671,-0.3778205094351095,0.0054,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time,-0.9394961793057992,-1.4600697918498236,-0.4254707804832718,0.00025,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time2,0.8818253071900992,0.1087778283694779,1.6549784421478415,0.98745,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time3,-0.8014914044655631,-3.726434636239323,2.1424485098115635,0.2964,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,contrast,0.16616251747097566,-1.0452475728454562,1.3750191797246063,0.60685,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time:contrast,0.5039865007662145,-0.01063108076016322,1.0197107151892328,0.97235,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time2:contrast,1.3329700601477017,0.5647705843639952,2.1071275316884903,0.99955,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,patient,direct_1_1_vs_direct_1_2,Direct 1 agent/1 patient vs direct 1 agent/2 patients,+1 direct 1-1; -1 direct 1-2,time3:contrast,-4.4943897272769044,-7.4727446576972225,-1.5517623368953626,0.00155,8033,392,194,198
linguistic_encoding_1,Linguistic encoding I,agent,inverse_2_1_vs_inverse_2_2,Inverse 2 agents/1 patient vs inverse 2 agents/2 patients,+1 inverse 2-1; -1 inverse 2-2,Intercept,0.2883937641074048,-1.0739335859571852,1.6773133995059855,0.6602,7442,347,184,163
linguistic_encoding_1,Linguistic encoding I,agent,inverse_2_1_vs_inverse_2_2,Inverse 2 agents/1 patient vs inverse 2 agents/2 patients,+1 inverse 2-1; -1 inverse 2-2,time,0.4587714387090874,-0.07513798242897142,0.9960993167698289,0.9543,7442,347,184,163
linguistic_encoding_1,Linguistic encoding I,agent,inverse_2_1_vs_inverse_2_2,Inverse 2 agents/1 patient vs inverse 2 agents/2 patients,+1 inverse 2-1; -1 inverse 2-2,time2,-0.8043448675800904,-1.6254676133570383,0.015099930923816795,0.027,7442,347,184,163
