asc_file,included_participant,window_key,window,time_rel,raw_samples,blink_samples_excluded,nonblink_samples,track_loss_samples,track_loss_percent_excluding_blinks
k06.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.900000,1808,221,1587,0,0.000000
k06.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.950000,1473,152,1321,0,0.000000
k06.asc,yes,linguistic_encoding_1,Linguistic encoding I,1.000000,881,77,804,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.000000,2250,326,1924,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.050000,550,50,500,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.100000,1700,143,1557,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.150000,1750,205,1545,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.200000,1700,192,1508,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.250000,1900,269,1631,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.300000,1550,330,1220,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.350000,1800,326,1474,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.400000,1800,358,1442,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.450000,1550,508,1042,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.500000,1800,542,1258,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.550000,1550,310,1240,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.600000,1850,557,1293,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.650000,1750,403,1347,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.700000,1600,292,1308,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.750000,1850,453,1397,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.800000,1900,645,1255,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.850000,1350,378,972,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.900000,1807,663,1144,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.950000,1468,546,922,0,0.000000
k06.asc,yes,linguistic_encoding_2,Linguistic encoding II,1.000000,867,137,730,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.000000,2205,417,1788,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.050000,2250,525,1725,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.100000,2250,535,1715,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.150000,2250,583,1667,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.200000,2250,590,1660,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.250000,2250,567,1683,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.300000,2250,471,1779,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.350000,2250,309,1941,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.400000,2250,280,1970,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.450000,2250,305,1945,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.500000,2250,353,1897,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.550000,2250,430,1820,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.600000,2250,451,1799,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.650000,2250,548,1702,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.700000,2250,753,1497,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.750000,2250,832,1418,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.800000,2250,610,1640,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.850000,2250,407,1843,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.900000,2250,331,1919,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.950000,2250,284,1966,0,0.000000
k06.asc,yes,linguistic_encoding_3,Linguistic encoding III,1.000000,2250,339,1911,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.000000,2250,339,1911,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.033333,2250,557,1693,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.066667,2250,780,1470,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.100000,2250,858,1392,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.133333,2250,781,1469,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.166667,2250,611,1639,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.200000,2250,418,1832,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.233333,2250,322,1928,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.266667,2250,301,1949,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.300000,2250,293,1957,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.333333,2250,363,1887,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.366667,2250,356,1894,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.400000,2250,286,1964,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.433333,2250,351,1899,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.466667,2250,285,1965,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.500000,2250,255,1995,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.533333,2250,270,1980,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.566667,2250,364,1886,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.600000,2250,506,1744,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.633333,2250,592,1658,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.666667,2250,463,1787,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.700000,2250,258,1992,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.733333,2250,179,2071,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.766667,2250,150,2100,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.800000,2250,248,2002,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.833333,2250,251,1999,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.866667,2250,323,1927,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.900000,2250,370,1880,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.933333,2250,355,1895,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.966667,2250,253,1997,0,0.000000
k06.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,1.000000,2250,327,1923,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.000000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.100000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.200000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.300000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.400000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.500000,2250,0,2250,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.600000,2250,26,2224,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.700000,2250,123,2127,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.800000,2250,219,2031,0,0.000000
k06.asc,yes,speech_planning,Speech planning,0.900000,2250,278,1972,0,0.000000
k06.asc,yes,speech_planning,Speech planning,1.000000,2250,628,1622,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.000000,2303,538,1765,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.050000,650,136,514,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.100000,1600,409,1191,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.150000,2050,366,1684,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.200000,1750,241,1509,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.250000,1650,378,1272,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.300000,1900,626,1274,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.350000,1850,335,1515,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.400000,1850,291,1559,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.450000,1650,267,1383,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.500000,1700,270,1430,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.550000,1750,252,1498,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.600000,1950,335,1615,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.650000,1650,524,1126,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.700000,1800,577,1223,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.750000,1750,465,1285,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.800000,2000,600,1400,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.850000,1549,679,870,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.900000,1970,515,1455,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.950000,1498,273,1225,0,0.000000
k06_1.asc,yes,linguistic_encoding_1,Linguistic encoding I,1.000000,796,214,582,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.000000,2350,681,1669,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.050000,650,320,330,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.100000,1600,438,1162,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.150000,2050,519,1531,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.200000,1750,522,1228,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.250000,1650,534,1116,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.300000,1900,465,1435,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.350000,1850,484,1366,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.400000,1850,687,1163,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.450000,1650,700,950,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.500000,1700,620,1080,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.550000,1750,772,978,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.600000,1950,869,1081,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.650000,1650,605,1045,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.700000,1800,505,1295,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.750000,1750,596,1154,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.800000,2000,606,1394,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.850000,1548,360,1188,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.900000,1968,467,1501,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.950000,1494,462,1032,0,0.000000
k06_1.asc,yes,linguistic_encoding_2,Linguistic encoding II,1.000000,785,295,490,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.000000,2303,740,1563,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.050000,2350,696,1654,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.100000,2350,830,1520,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.150000,2350,919,1431,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.200000,2350,702,1648,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.250000,2350,674,1676,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.300000,2350,615,1735,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.350000,2350,566,1784,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.400000,2350,438,1912,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.450000,2350,363,1987,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.500000,2350,524,1826,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.550000,2350,671,1679,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.600000,2350,708,1642,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.650000,2350,574,1776,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.700000,2350,510,1840,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.750000,2350,548,1802,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.800000,2350,552,1798,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.850000,2350,682,1668,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.900000,2350,722,1628,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.950000,2350,782,1568,0,0.000000
k06_1.asc,yes,linguistic_encoding_3,Linguistic encoding III,1.000000,2350,801,1549,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.000000,2350,801,1549,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.033333,2350,754,1596,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.066667,2350,700,1650,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.100000,2350,547,1803,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.133333,2350,447,1903,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.166667,2350,454,1896,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.200000,2350,528,1822,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.233333,2350,501,1849,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.266667,2350,536,1814,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.300000,2350,574,1776,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.333333,2350,612,1738,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.366667,2350,718,1632,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.400000,2350,670,1680,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.433333,2350,678,1672,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.466667,2350,704,1646,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.500000,2350,665,1685,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.533333,2350,612,1738,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.566667,2350,689,1661,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.600000,2350,797,1553,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.633333,2350,795,1555,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.666667,2350,622,1728,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.700000,2350,643,1707,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.733333,2350,569,1781,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.766667,2350,679,1671,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.800000,2350,749,1601,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.833333,2350,687,1663,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.866667,2350,793,1557,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.900000,2350,653,1697,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.933333,2350,631,1719,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.966667,2350,348,2002,0,0.000000
k06_1.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,1.000000,2350,319,2031,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.000000,2350,136,2214,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.100000,2350,46,2304,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.200000,2350,0,2350,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.300000,2350,2,2348,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.400000,2350,0,2350,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.500000,2350,0,2350,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.600000,2350,2,2348,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.700000,2350,167,2183,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.800000,2350,304,2046,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,0.900000,2350,474,1876,0,0.000000
k06_1.asc,yes,speech_planning,Speech planning,1.000000,2350,548,1802,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.000000,196,0,196,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.050000,250,0,250,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.100000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.150000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.200000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.250000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.300000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.350000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.400000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.450000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.500000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.550000,300,0,300,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.600000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.650000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.700000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.750000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.800000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.850000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.900000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.950000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_1,Linguistic encoding I,1.000000,283,0,283,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.000000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.050000,250,0,250,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.100000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.150000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.200000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.250000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.300000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.350000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.400000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.450000,400,26,374,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.500000,450,22,428,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.550000,300,0,300,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.600000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.650000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.700000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.750000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.800000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.850000,400,0,400,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.900000,350,0,350,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.950000,450,0,450,0,0.000000
k07.asc,yes,linguistic_encoding_2,Linguistic encoding II,1.000000,281,0,281,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.000000,196,0,196,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.050000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.100000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.150000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.200000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.250000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.300000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.350000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.400000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.450000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.500000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.550000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.600000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.650000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.700000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.750000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.800000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.850000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.900000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.950000,200,0,200,0,0.000000
k07.asc,yes,linguistic_encoding_3,Linguistic encoding III,1.000000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.000000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.033333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.066667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.100000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.133333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.166667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.200000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.233333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.266667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.300000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.333333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.366667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.400000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.433333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.466667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.500000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.533333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.566667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.600000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.633333,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.666667,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.700000,200,0,200,0,0.000000
k07.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.733333,200,0,200,0,0.000000
