asc_file,included_participant,window_key,window,time_rel,raw_samples,blink_samples_excluded,nonblink_samples,track_loss_samples,track_loss_percent_excluding_blinks
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.000000,2891,1047,1844,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.050000,650,281,369,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.100000,2300,975,1325,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.150000,2450,734,1716,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.200000,2100,347,1753,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.250000,2250,431,1819,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.300000,2250,240,2010,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.350000,2150,408,1742,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.400000,2050,559,1491,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.450000,2600,479,2121,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.500000,2200,524,1676,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.550000,2100,383,1717,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.600000,2250,478,1772,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.650000,2150,444,1706,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.700000,2250,433,1817,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.750000,2300,435,1865,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.800000,2250,535,1715,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.850000,2050,574,1476,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.900000,2405,378,2027,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.950000,1871,310,1561,0,0.000000
k01.asc,yes,linguistic_encoding_1,Linguistic encoding I,1.000000,1085,65,1020,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.000000,2950,162,2788,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.050000,650,175,475,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.100000,2300,243,2057,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.150000,2450,520,1930,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.200000,2100,478,1622,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.250000,2250,314,1936,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.300000,2250,300,1950,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.350000,2150,66,2084,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.400000,2050,50,2000,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.450000,2600,88,2512,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.500000,2200,50,2150,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.550000,2100,100,2000,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.600000,2250,200,2050,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.650000,2150,169,1981,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.700000,2250,183,2067,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.750000,2300,200,2100,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.800000,2250,218,2032,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.850000,2050,87,1963,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.900000,2403,83,2320,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.950000,1866,222,1644,0,0.000000
k01.asc,yes,linguistic_encoding_2,Linguistic encoding II,1.000000,1067,106,961,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.000000,2891,196,2695,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.050000,2950,306,2644,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.100000,2950,291,2659,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.150000,2950,203,2747,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.200000,2950,99,2851,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.250000,2950,6,2944,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.300000,2950,44,2906,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.350000,2950,187,2763,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.400000,2950,107,2843,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.450000,2950,165,2785,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.500000,2950,333,2617,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.550000,2950,423,2527,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.600000,2950,563,2387,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.650000,2950,627,2323,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.700000,2950,675,2275,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.750000,2950,630,2320,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.800000,2950,515,2435,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.850000,2950,369,2581,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.900000,2950,356,2594,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.950000,2950,348,2602,0,0.000000
k01.asc,yes,linguistic_encoding_3,Linguistic encoding III,1.000000,2950,255,2695,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.000000,2950,255,2695,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.033333,2950,336,2614,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.066667,2950,405,2545,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.100000,2950,400,2550,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.133333,2950,299,2651,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.166667,2950,144,2806,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.200000,2950,166,2784,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.233333,2950,201,2749,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.266667,2950,239,2711,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.300000,2950,292,2658,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.333333,2950,237,2713,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.366667,2950,272,2678,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.400000,2950,277,2673,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.433333,2950,218,2732,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.466667,2950,245,2705,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.500000,2950,358,2592,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.533333,2950,403,2547,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.566667,2950,439,2511,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.600000,2950,467,2483,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.633333,2950,379,2571,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.666667,2950,406,2544,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.700000,2950,417,2533,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.733333,2950,390,2560,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.766667,2950,355,2595,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.800000,2950,332,2618,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.833333,2950,330,2620,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.866667,2950,309,2641,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.900000,2950,462,2488,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.933333,2950,503,2447,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.966667,2950,522,2428,0,0.000000
k01.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,1.000000,2950,433,2517,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.000000,2950,100,2850,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.100000,2950,75,2875,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.200000,2950,19,2931,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.300000,2950,0,2950,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.400000,2950,0,2950,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.500000,2950,23,2927,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.600000,2950,80,2870,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.700000,2950,137,2813,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.800000,2950,375,2575,0,0.000000
k01.asc,yes,speech_planning,Speech planning,0.900000,2950,820,2130,0,0.000000
k01.asc,yes,speech_planning,Speech planning,1.000000,2950,1067,1883,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.000000,2597,793,1804,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.050000,450,100,350,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.100000,1850,529,1321,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.150000,1900,587,1313,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.200000,2100,547,1553,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.250000,2000,423,1577,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.300000,1400,390,1010,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.350000,2250,478,1772,14,0.790068
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.400000,2050,445,1605,50,3.115265
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.450000,1500,244,1256,50,3.980892
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.500000,2050,447,1603,1,0.062383
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.550000,1850,315,1535,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.600000,1850,360,1490,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.650000,1950,248,1702,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.700000,2050,468,1582,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.750000,1750,214,1536,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.800000,2150,167,1983,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.850000,1700,328,1372,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.900000,1588,265,1323,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,0.950000,1958,535,1423,0,0.000000
k01_2.asc,yes,linguistic_encoding_1,Linguistic encoding I,1.000000,839,196,643,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.000000,2650,778,1872,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.050000,450,126,324,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.100000,1850,495,1355,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.150000,1900,600,1300,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.200000,2100,546,1554,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.250000,2000,337,1663,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.300000,1400,203,1197,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.350000,2250,246,2004,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.400000,2050,273,1777,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.450000,1500,122,1378,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.500000,2050,202,1848,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.550000,1850,142,1708,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.600000,1850,91,1759,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.650000,1950,168,1782,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.700000,2050,76,1974,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.750000,1750,108,1642,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.800000,2150,163,1987,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.850000,1700,297,1403,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.900000,1587,238,1349,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,0.950000,1952,385,1567,0,0.000000
k01_2.asc,yes,linguistic_encoding_2,Linguistic encoding II,1.000000,825,179,646,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.000000,2597,743,1854,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.050000,2650,1002,1648,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.100000,2650,990,1660,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.150000,2650,813,1837,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.200000,2650,577,2073,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.250000,2650,420,2230,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.300000,2650,417,2233,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.350000,2650,465,2185,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.400000,2650,480,2170,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.450000,2650,503,2147,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.500000,2650,546,2104,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.550000,2650,662,1988,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.600000,2650,893,1757,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.650000,2650,1038,1612,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.700000,2650,773,1877,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.750000,2650,681,1969,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.800000,2650,509,2141,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.850000,2650,410,2240,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.900000,2650,476,2174,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,0.950000,2650,570,2080,0,0.000000
k01_2.asc,yes,linguistic_encoding_3,Linguistic encoding III,1.000000,2650,614,2036,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.000000,2650,614,2036,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.033333,2650,713,1937,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.066667,2650,808,1842,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.100000,2650,716,1934,44,2.275078
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.133333,2650,618,2032,50,2.460630
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.166667,2650,484,2166,50,2.308403
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.200000,2650,532,2118,14,0.661001
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.233333,2650,578,2072,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.266667,2650,644,2006,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.300000,2650,647,2003,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.333333,2650,572,2078,43,2.069297
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.366667,2650,574,2076,50,2.408478
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.400000,2650,546,2104,50,2.376426
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.433333,2650,774,1876,50,2.665245
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.466667,2650,938,1712,8,0.467290
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.500000,2650,900,1750,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.533333,2650,909,1741,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.566667,2650,778,1872,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.600000,2650,850,1800,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.633333,2650,909,1741,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.666667,2650,991,1659,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.700000,2650,784,1866,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.733333,2650,600,2050,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.766667,2650,638,2012,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.800000,2650,615,2035,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.833333,2650,691,1959,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.866667,2650,626,2024,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.900000,2650,558,2092,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.933333,2650,700,1950,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,0.966667,2650,730,1920,0,0.000000
k01_2.asc,yes,post_onset_1000_2500,Post-onset 1000-2500,1.000000,2650,816,1834,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.000000,2650,430,2220,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.100000,2650,371,2279,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.200000,2650,156,2494,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.300000,2650,50,2600,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.400000,2650,50,2600,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.500000,2650,52,2598,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.600000,2650,60,2590,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.700000,2650,54,2596,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.800000,2650,282,2368,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,0.900000,2650,554,2096,0,0.000000
k01_2.asc,yes,speech_planning,Speech planning,1.000000,2650,807,1843,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.000000,1176,0,1176,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.050000,300,0,300,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.100000,1250,0,1250,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.150000,900,0,900,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.200000,1100,0,1100,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.250000,1100,98,1002,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.300000,950,13,937,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.350000,1050,0,1050,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.400000,1050,0,1050,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.450000,1050,0,1050,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.500000,1000,10,990,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.550000,1100,100,1000,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.600000,1000,100,900,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.650000,950,39,911,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.700000,1100,100,1000,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.750000,1050,124,926,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.800000,1050,150,900,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.850000,850,21,829,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.900000,1200,192,1008,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,0.950000,888,231,657,0,0.000000
k02.asc,no,linguistic_encoding_1,Linguistic encoding I,1.000000,554,24,530,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.000000,1200,50,1150,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.050000,300,13,287,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.100000,1250,154,1096,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.150000,900,150,750,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.200000,1100,293,807,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.250000,1100,397,703,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.300000,950,164,786,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.350000,1050,287,763,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.400000,1050,206,844,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.450000,1050,200,850,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.500000,1000,222,778,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.550000,1100,315,785,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.600000,1000,300,700,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.650000,950,314,636,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.700000,1100,218,882,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.750000,1050,227,823,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.800000,1050,158,892,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.850000,850,147,703,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.900000,1200,241,959,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,0.950000,885,409,476,0,0.000000
k02.asc,no,linguistic_encoding_2,Linguistic encoding II,1.000000,543,202,341,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.000000,1176,314,862,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.050000,1200,328,872,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.100000,1200,288,912,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.150000,1200,333,867,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.200000,1200,331,869,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.250000,1200,419,781,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.300000,1200,432,768,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.350000,1200,392,808,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.400000,1200,402,798,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.450000,1200,443,757,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.500000,1200,479,721,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.550000,1200,483,717,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.600000,1200,438,762,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.650000,1200,412,788,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.700000,1200,442,758,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.750000,1200,410,790,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.800000,1200,422,778,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.850000,1200,467,733,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.900000,1200,460,740,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,0.950000,1200,465,735,0,0.000000
k02.asc,no,linguistic_encoding_3,Linguistic encoding III,1.000000,1200,503,697,0,0.000000
k02.asc,no,post_onset_1000_2500,Post-onset 1000-2500,0.000000,1200,503,697,0,0.000000
k02.asc,no,post_onset_1000_2500,Post-onset 1000-2500,0.033333,1200,431,769,0,0.000000
k02.asc,no,post_onset_1000_2500,Post-onset 1000-2500,0.066667,1200,487,713,0,0.000000
k02.asc,no,post_onset_1000_2500,Post-onset 1000-2500,0.100000,1200,528,672,0,0.000000
k02.asc,no,post_onset_1000_2500,Post-onset 1000-2500,0.133333,1200,427,773,0,0.000000
