contrast_id,comparison,model,term,estimate,ci_95_lower,ci_95_upper,p_beta_gt_0,full_difference_estimate,full_difference_ci_95_lower,full_difference_ci_95_upper
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,Intercept,0.8169917552672784,0.39997362103493844,1.2660952992728214,1,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ31,20.156962648454947,1.0202794081713893,40.426292749076296,0.98025,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ32,11.583093053549206,-0.9549996919736264,24.40831792159021,0.966,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ33,3.037473469364174,-6.456086489939404,12.255174566638871,0.756,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,contrast_code,-0.05591109238040934,-0.4945219627532813,0.4189853524046849,0.39075,-0.11182218476081868,-0.9890439255065626,0.8379707048093697
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ31:contrast_code,0.9904102709869698,-15.656030507253911,17.554890838357025,0.5445,1.9808205419739395,-31.312061014507822,35.10978167671405
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ32:contrast_code,-0.4031533304070714,-13.65230475201163,12.8002008439862,0.47625,-0.8063066608141428,-27.30460950402326,25.6004016879724
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,agent_looks,polytimedegreeEQ33:contrast_code,8.123575818850526,-4.135628683820646,20.324868989547163,0.90575,16.24715163770105,-8.271257367641292,40.649737979094326
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,Intercept,-2.250307245774032,-3.0490772329858618,-1.492637907775836,0,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ31,-34.70863741961294,-60.610765938898965,-8.546517525325703,0.00425,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ32,0.13877469072088142,-17.4220039492736,18.974623288077463,0.5025,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ33,3.0686689118916686,-10.828395013216122,17.573261729386232,0.6715,NA,NA,NA
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,contrast_code,-0.27166637198739035,-0.8464039582687118,0.3053434125471781,0.17375,-0.5433327439747807,-1.6928079165374237,0.6106868250943562
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ31:contrast_code,-1.8073682426611002,-22.643885210335977,20.169182386306684,0.42925,-3.6147364853222004,-45.287770420671954,40.33836477261337
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ32:contrast_code,10.01105113781129,-11.625882216955995,30.780897776070873,0.83425,20.02210227562258,-23.25176443391199,61.561795552141746
direct_1_1_animate_vs_direct_1_2_animate,direct 1-1 animate patient vs direct 1-2 animate patient,patient_looks,polytimedegreeEQ33:contrast_code,-9.949164216242858,-23.242789020629207,3.5373155682120205,0.068,-19.898328432485716,-46.485578041258414,7.074631136424041
