contrast_id,comparison,model,term,estimate,ci_95_lower,ci_95_upper,p_beta_gt_0,full_difference_estimate,full_difference_ci_95_lower,full_difference_ci_95_upper
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,Intercept,0.7728330367691156,0.2223275267190644,1.3099934142865453,0.9955,NA,NA,NA
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ31,23.973919132238805,6.820768330283772,41.68614375747322,0.9955,NA,NA,NA
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ32,3.7742969599613416,-1.3243576331891889,8.9599300893301,0.91975,NA,NA,NA
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ33,-2.5750818635131916,-7.749510779084295,2.449342835127988,0.161,NA,NA,NA
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,contrast_code,0.0887734359807084,-0.35892902199248783,0.5296235640199046,0.659,0.1775468719614168,-0.7178580439849757,1.0592471280398092
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ31:contrast_code,0.8609470111630266,-14.117667588946793,15.66981456789863,0.542,1.7218940223260533,-28.235335177893585,31.33962913579726
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ32:contrast_code,-0.7760550504624507,-5.788151964614007,4.304191810184092,0.38175,-1.5521101009249014,-11.576303929228015,8.608383620368183
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",agent_looks,polytimedegreeEQ33:contrast_code,2.5705880511548695,-2.154158401199651,7.570409316135681,0.85125,5.141176102309739,-4.308316802399302,15.140818632271362
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",patient_looks,Intercept,-1.9282507926674952,-2.6324793686691326,-1.231061401695907,0,NA,NA,NA
direct_1_1_vs_direct_1_2,"direct 1 agent, 1 patient vs direct 1 agent, 2 patients",patient_looks,polytimedegreeEQ31,-38.462537365500154,-59.030318518497666,-18.218068544948302,2.5e-4,NA,NA,NA
