window_key,window,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,clean_behavior_trials,plotted_trials,plotted_50ms_bins
speech_planning,Early event apprehension,direct,direct_2_agents_1_patient,All direct 2-1,2,1,mixed,43,43,473
linguistic_encoding_1,Linguistic encoding I,direct,direct_2_agents_1_patient,All direct 2-1,2,1,mixed,43,43,895
linguistic_encoding_2,Linguistic encoding II,direct,direct_2_agents_1_patient,All direct 2-1,2,1,mixed,43,43,895
linguistic_encoding_3,Linguistic encoding III,direct,direct_2_agents_1_patient,All direct 2-1,2,1,mixed,43,43,903
post_onset_1000_2500,1000-2500 ms after speech onset,direct,direct_2_agents_1_patient,All direct 2-1,2,1,mixed,43,43,1333
