participant,type,referent,time_bin_start_ms,time_bin_end_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
ATL_a3,act,agent,0,50,0.525882,0.494255,17,0.286133,0.765631
ATL_a3,act,agent,50,100,0.525882,0.511261,17,0.277884,0.773881
ATL_a3,act,agent,100,150,0.470588,0.514496,17,0.221021,0.720155
ATL_a3,act,agent,150,200,0.472941,0.488259,17,0.236101,0.709782
ATL_a3,act,agent,200,250,0.405882,0.457426,17,0.183998,0.627766
ATL_a3,act,agent,250,300,0.376471,0.484161,17,0.141618,0.611323
ATL_a3,act,agent,300,350,0.416471,0.468147,17,0.189386,0.643555
ATL_a3,act,agent,350,400,0.396471,0.476038,17,0.165558,0.627383
ATL_a3,act,agent,400,450,0.528235,0.495533,17,0.287866,0.768604
ATL_a3,act,agent,450,500,0.621176,0.454284,17,0.400817,0.841536
ATL_a3,act,agent,500,550,0.614118,0.486198,17,0.378277,0.849958
ATL_a3,act,agent,550,600,0.661176,0.459373,17,0.438348,0.884005
ATL_a3,act,agent,600,650,0.705882,0.469668,17,0.478060,0.933705
ATL_a3,act,agent,650,700,0.743529,0.398825,17,0.550071,0.936988
ATL_a3,act,agent,700,750,0.764706,0.437237,17,0.552615,0.976797
ATL_a3,act,agent,750,800,0.802353,0.378278,17,0.618861,0.985845
ATL_a3,act,agent,800,850,0.850588,0.345696,17,0.682901,1.000000
ATL_a3,act,agent,850,900,0.768235,0.430875,17,0.559230,0.977240
ATL_a3,act,agent,900,950,0.789412,0.391160,17,0.599671,0.979152
ATL_a3,act,agent,950,1000,0.808235,0.390708,17,0.618714,0.997757
ATL_a3,act,agent,1000,1050,0.811765,0.389747,17,0.622710,1.000000
ATL_a3,act,agent,1050,1100,0.705882,0.469668,17,0.478060,0.933705
ATL_a3,act,agent,1100,1150,0.703529,0.468201,17,0.476419,0.930640
ATL_a3,act,agent,1150,1200,0.638824,0.487466,17,0.402368,0.875279
ATL_a3,act,agent,1200,1250,0.520000,0.471434,17,0.291321,0.748679
ATL_a3,act,agent,1250,1300,0.434118,0.496274,17,0.193389,0.674846
ATL_a3,act,agent,1300,1350,0.502353,0.500094,17,0.259772,0.744934
ATL_a3,act,agent,1350,1400,0.501176,0.496562,17,0.260309,0.742044
ATL_a3,act,agent,1400,1450,0.475294,0.498374,17,0.233547,0.717041
ATL_a3,act,agent,1450,1500,0.387059,0.486669,17,0.150990,0.623128
ATL_a3,act,agent,1500,1550,0.427059,0.478745,17,0.194833,0.659284
ATL_a3,act,agent,1550,1600,0.452000,0.484727,15,0.201688,0.702312
ATL_a3,act,agent,1600,1650,0.476000,0.508567,15,0.213377,0.738623
ATL_a3,act,agent,1650,1700,0.571429,0.513553,14,0.296923,0.845934
ATL_a3,act,agent,1700,1750,0.518571,0.504043,14,0.249149,0.787994
ATL_a3,act,agent,1750,1800,0.462857,0.490140,14,0.200866,0.724848
ATL_a3,act,agent,1800,1850,0.538462,0.518875,13,0.250642,0.826281
ATL_a3,act,agent,1850,1900,0.535385,0.442655,13,0.289844,0.780926
ATL_a3,act,agent,1900,1950,0.580000,0.493153,13,0.306448,0.853552
ATL_a3,act,agent,1950,2000,0.600000,0.516398,10,0.273401,0.926599
ATL_a3,act,agent,2000,2050,0.636000,0.475703,10,0.335139,0.936861
ATL_a3,act,agent,2050,2100,0.600000,0.516398,10,0.273401,0.926599
ATL_a3,act,agent,2100,2150,0.600000,0.516398,10,0.273401,0.926599
ATL_a3,act,agent,2150,2200,0.552000,0.481774,10,0.247299,0.856701
ATL_a3,act,agent,2200,2250,0.563876,0.463154,9,0.255106,0.872646
ATL_a3,act,agent,2250,2300,0.517500,0.517846,8,0.151328,0.883672
ATL_a3,act,agent,2300,2350,0.625000,0.517549,8,0.259037,0.990963
ATL_a3,act,agent,2350,2400,0.454286,0.514421,7,0.065420,0.843151
ATL_a3,act,agent,2400,2450,0.626667,0.494233,6,0.223127,1.000000
ATL_a3,act,agent,2450,2500,0.666667,0.516398,6,0.245030,1.000000
ATL_a3,act,agent,2500,2550,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,act,agent,2550,2600,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,act,agent,2600,2650,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,act,agent,2650,2700,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,act,agent,2700,2750,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,act,agent,2750,2800,0.676000,0.463552,5,0.261387,1.000000
ATL_a3,act,agent,2800,2850,0.884000,0.259384,5,0.652000,1.000000
ATL_a3,act,agent,2850,2900,0.910000,0.132162,4,0.777838,1.000000
ATL_a3,act,agent,2900,2950,0.555000,0.521632,4,0.033368,1.000000
ATL_a3,act,agent,2950,3000,0.400000,0.425519,4,0.000000,0.825519
ATL_a3,act,agent,3000,3050,0.690000,0.473709,4,0.216291,1.000000
ATL_a3,act,agent,3050,3100,0.635000,0.475640,4,0.159360,1.000000
ATL_a3,act,agent,3100,3150,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,act,agent,3150,3200,0.666667,0.577350,3,0.000000,1.000000
ATL_a3,act,agent,3200,3250,0.666667,0.577350,3,0.000000,1.000000
ATL_a3,act,agent,3250,3300,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,agent,3300,3350,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,agent,3350,3400,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,agent,3400,3450,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,agent,3450,3500,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,patient,0,50,0.471765,0.491684,17,0.233263,0.710266
ATL_a3,act,patient,50,100,0.371765,0.484307,17,0.136841,0.606688
ATL_a3,act,patient,100,150,0.352941,0.492592,17,0.113999,0.591883
ATL_a3,act,patient,150,200,0.365882,0.481755,17,0.132197,0.599568
ATL_a3,act,patient,200,250,0.510588,0.487192,17,0.274265,0.746911
ATL_a3,act,patient,250,300,0.616471,0.479178,17,0.384035,0.848906
ATL_a3,act,patient,300,350,0.524706,0.475317,17,0.294143,0.755269
ATL_a3,act,patient,350,400,0.544706,0.485671,17,0.309121,0.780291
ATL_a3,act,patient,400,450,0.460000,0.504678,17,0.215195,0.704805
ATL_a3,act,patient,450,500,0.378824,0.454284,17,0.158464,0.599183
ATL_a3,act,patient,500,550,0.385882,0.486198,17,0.150042,0.621723
ATL_a3,act,patient,550,600,0.338824,0.459373,17,0.115995,0.561652
ATL_a3,act,patient,600,650,0.294118,0.469668,17,0.066295,0.521940
ATL_a3,act,patient,650,700,0.256471,0.398825,17,0.063012,0.449929
ATL_a3,act,patient,700,750,0.235294,0.437237,17,0.023203,0.447385
ATL_a3,act,patient,750,800,0.197647,0.378278,17,0.014155,0.381139
ATL_a3,act,patient,800,850,0.149412,0.345696,17,0.000000,0.317099
ATL_a3,act,patient,850,900,0.231765,0.430875,17,0.022760,0.440770
ATL_a3,act,patient,900,950,0.210588,0.391160,17,0.020848,0.400329
ATL_a3,act,patient,950,1000,0.183529,0.373713,17,0.002252,0.364807
ATL_a3,act,patient,1000,1050,0.129412,0.330539,17,0.000000,0.289747
ATL_a3,act,patient,1050,1100,0.232941,0.432952,17,0.022929,0.442954
ATL_a3,act,patient,1100,1150,0.230588,0.423681,17,0.025073,0.436104
ATL_a3,act,patient,1150,1200,0.302353,0.465397,17,0.076602,0.528104
ATL_a3,act,patient,1200,1250,0.469412,0.460929,17,0.245828,0.692995
ATL_a3,act,patient,1250,1300,0.565882,0.496274,17,0.325154,0.806611
ATL_a3,act,patient,1300,1350,0.497647,0.500094,17,0.255066,0.740228
ATL_a3,act,patient,1350,1400,0.498824,0.496562,17,0.257956,0.739691
ATL_a3,act,patient,1400,1450,0.456471,0.480481,17,0.223403,0.689538
ATL_a3,act,patient,1450,1500,0.436471,0.496097,17,0.195828,0.677113
ATL_a3,act,patient,1500,1550,0.415294,0.504457,17,0.170597,0.659992
ATL_a3,act,patient,1550,1600,0.464000,0.479297,15,0.216492,0.711508
ATL_a3,act,patient,1600,1650,0.498667,0.492368,15,0.244409,0.752925
ATL_a3,act,patient,1650,1700,0.424286,0.508644,14,0.152404,0.696167
ATL_a3,act,patient,1700,1750,0.331429,0.445747,14,0.093167,0.569690
ATL_a3,act,patient,1750,1800,0.285714,0.468807,14,0.035126,0.536302
ATL_a3,act,patient,1800,1850,0.240000,0.422058,13,0.005884,0.474116
ATL_a3,act,patient,1850,1900,0.281538,0.414283,13,0.051735,0.511342
ATL_a3,act,patient,1900,1950,0.380000,0.500533,13,0.102354,0.657646
ATL_a3,act,patient,1950,2000,0.400000,0.516398,10,0.073401,0.726599
ATL_a3,act,patient,2000,2050,0.364000,0.475703,10,0.063139,0.664861
ATL_a3,act,patient,2050,2100,0.400000,0.516398,10,0.073401,0.726599
ATL_a3,act,patient,2100,2150,0.400000,0.516398,10,0.073401,0.726599
ATL_a3,act,patient,2150,2200,0.448000,0.481774,10,0.143299,0.752701
ATL_a3,act,patient,2200,2250,0.436124,0.463154,9,0.127354,0.744894
ATL_a3,act,patient,2250,2300,0.482500,0.517846,8,0.116328,0.848672
ATL_a3,act,patient,2300,2350,0.375000,0.517549,8,0.009037,0.740963
ATL_a3,act,patient,2350,2400,0.545714,0.514421,7,0.156849,0.934580
ATL_a3,act,patient,2400,2450,0.373333,0.494233,6,0.000000,0.776873
ATL_a3,act,patient,2450,2500,0.313333,0.486895,6,0.000000,0.710881
ATL_a3,act,patient,2500,2550,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,act,patient,2550,2600,0.224000,0.436898,5,0.000000,0.614774
ATL_a3,act,patient,2600,2650,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,act,patient,2650,2700,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,act,patient,2700,2750,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,act,patient,2750,2800,0.324000,0.463552,5,0.000000,0.738613
ATL_a3,act,patient,2800,2850,0.116000,0.259384,5,0.000000,0.348000
ATL_a3,act,patient,2850,2900,0.070000,0.140000,4,0.000000,0.210000
ATL_a3,act,patient,2900,2950,0.000000,0.000000,4,0.000000,0.000000
ATL_a3,act,patient,2950,3000,0.165000,0.330000,4,0.000000,0.495000
ATL_a3,act,patient,3000,3050,0.250000,0.500000,4,0.000000,0.750000
ATL_a3,act,patient,3050,3100,0.365000,0.475640,4,0.000000,0.840640
ATL_a3,act,patient,3100,3150,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,act,patient,3150,3200,0.333333,0.577350,3,0.000000,1.000000
ATL_a3,act,patient,3200,3250,0.333333,0.577350,3,0.000000,1.000000
ATL_a3,act,patient,3250,3300,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,patient,3300,3350,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,patient,3350,3400,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,patient,3400,3450,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,act,patient,3450,3500,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,agent,0,50,0.424000,0.528091,5,0.000000,0.896339
ATL_a3,pass,agent,50,100,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,agent,100,150,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,agent,150,200,0.684000,0.419142,5,0.309108,1.000000
ATL_a3,pass,agent,200,250,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,250,300,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,300,350,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,350,400,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,400,450,0.736000,0.412165,5,0.367348,1.000000
ATL_a3,pass,agent,450,500,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,500,550,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,550,600,0.784000,0.439636,5,0.390777,1.000000
ATL_a3,pass,agent,600,650,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,agent,650,700,0.500000,0.500000,5,0.052786,0.947214
ATL_a3,pass,agent,700,750,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,agent,750,800,0.456000,0.509588,5,0.000211,0.911789
ATL_a3,pass,agent,800,850,0.656000,0.481331,5,0.225484,1.000000
ATL_a3,pass,agent,850,900,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,900,950,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,950,1000,0.640000,0.497996,5,0.194579,1.000000
ATL_a3,pass,agent,1000,1050,0.648000,0.489408,5,0.210260,1.000000
ATL_a3,pass,agent,1050,1100,0.800000,0.447214,5,0.400000,1.000000
ATL_a3,pass,agent,1100,1150,0.652000,0.485304,5,0.217931,1.000000
ATL_a3,pass,agent,1150,1200,0.472000,0.503905,5,0.021294,0.922706
ATL_a3,pass,agent,1200,1250,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,agent,1250,1300,0.256000,0.421995,5,0.000000,0.633444
ATL_a3,pass,agent,1300,1350,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,agent,1350,1400,0.292000,0.443080,5,0.000000,0.688303
ATL_a3,pass,agent,1400,1450,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,agent,1450,1500,0.092000,0.205718,5,0.000000,0.276000
ATL_a3,pass,agent,1500,1550,0.000000,0.000000,5,0.000000,0.000000
ATL_a3,pass,agent,1550,1600,0.000000,0.000000,5,0.000000,0.000000
ATL_a3,pass,agent,1600,1650,0.000000,0.000000,5,0.000000,0.000000
ATL_a3,pass,agent,1650,1700,0.000000,0.000000,5,0.000000,0.000000
ATL_a3,pass,agent,1700,1750,0.061538,0.137604,5,0.000000,0.184615
ATL_a3,pass,agent,1750,1800,0.115000,0.230000,4,0.000000,0.345000
ATL_a3,pass,agent,1800,1850,0.325000,0.471699,4,0.000000,0.796699
ATL_a3,pass,agent,1850,1900,0.680000,0.472158,4,0.207842,1.000000
ATL_a3,pass,agent,1900,1950,0.750000,0.500000,4,0.250000,1.000000
ATL_a3,pass,agent,1950,2000,0.750000,0.500000,4,0.250000,1.000000
ATL_a3,pass,agent,2000,2050,0.750000,0.500000,4,0.250000,1.000000
ATL_a3,pass,agent,2050,2100,0.570000,0.509510,4,0.060490,1.000000
ATL_a3,pass,agent,2100,2150,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,pass,agent,2150,2200,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,pass,agent,2200,2250,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,pass,agent,2250,2300,0.333333,0.577350,3,0.000000,1.000000
ATL_a3,pass,agent,2300,2350,0.000000,0.000000,2,0.000000,0.000000
ATL_a3,pass,agent,2350,2400,0.490000,0.692965,2,0.000000,1.000000
ATL_a3,pass,agent,2400,2450,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,agent,2450,2500,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,agent,2500,2550,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,agent,2550,2600,0.130000,0.183848,2,0.000000,0.390000
ATL_a3,pass,agent,2600,2650,0.000000,0.000000,2,0.000000,0.000000
ATL_a3,pass,agent,2650,2700,0.090000,0.127279,2,0.000000,0.270000
ATL_a3,pass,agent,2700,2750,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,2750,2800,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,2800,2850,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,2850,2900,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,2900,2950,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,2950,3000,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3000,3050,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3050,3100,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3100,3150,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3150,3200,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3200,3250,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3250,3300,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,agent,3300,3350,0.840000,0.000000,1,0.840000,0.840000
ATL_a3,pass,agent,3350,3400,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,agent,3400,3450,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,agent,3450,3500,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,0,50,0.388000,0.531714,5,0.000000,0.863580
ATL_a3,pass,patient,50,100,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,100,150,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,150,200,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,200,250,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,250,300,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,300,350,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,350,400,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,400,450,0.264000,0.412165,5,0.000000,0.632652
ATL_a3,pass,patient,450,500,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,500,550,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,550,600,0.216000,0.439636,5,0.000000,0.609223
ATL_a3,pass,patient,600,650,0.400000,0.547723,5,0.000000,0.889898
ATL_a3,pass,patient,650,700,0.500000,0.500000,5,0.052786,0.947214
ATL_a3,pass,patient,700,750,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,patient,750,800,0.544000,0.509588,5,0.088211,0.999789
ATL_a3,pass,patient,800,850,0.344000,0.481331,5,0.000000,0.774516
ATL_a3,pass,patient,850,900,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,900,950,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,950,1000,0.360000,0.497996,5,0.000000,0.805421
ATL_a3,pass,patient,1000,1050,0.352000,0.489408,5,0.000000,0.789740
ATL_a3,pass,patient,1050,1100,0.200000,0.447214,5,0.000000,0.600000
ATL_a3,pass,patient,1100,1150,0.348000,0.485304,5,0.000000,0.782069
ATL_a3,pass,patient,1150,1200,0.528000,0.503905,5,0.077294,0.978706
ATL_a3,pass,patient,1200,1250,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,patient,1250,1300,0.744000,0.421995,5,0.366556,1.000000
ATL_a3,pass,patient,1300,1350,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,patient,1350,1400,0.564000,0.520077,5,0.098829,1.000000
ATL_a3,pass,patient,1400,1450,0.348000,0.485304,5,0.000000,0.782069
ATL_a3,pass,patient,1450,1500,0.432000,0.430952,5,0.046544,0.817456
ATL_a3,pass,patient,1500,1550,0.808000,0.365951,5,0.480684,1.000000
ATL_a3,pass,patient,1550,1600,0.936000,0.143108,5,0.808000,1.000000
ATL_a3,pass,patient,1600,1650,0.760000,0.433590,5,0.372186,1.000000
ATL_a3,pass,patient,1650,1700,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,patient,1700,1750,0.600000,0.547723,5,0.110102,1.000000
ATL_a3,pass,patient,1750,1800,0.870000,0.221811,4,0.648189,1.000000
ATL_a3,pass,patient,1800,1850,0.675000,0.471699,4,0.203301,1.000000
ATL_a3,pass,patient,1850,1900,0.320000,0.472158,4,0.000000,0.792158
ATL_a3,pass,patient,1900,1950,0.250000,0.500000,4,0.000000,0.750000
ATL_a3,pass,patient,1950,2000,0.250000,0.500000,4,0.000000,0.750000
ATL_a3,pass,patient,2000,2050,0.250000,0.500000,4,0.000000,0.750000
ATL_a3,pass,patient,2050,2100,0.430000,0.509510,4,0.000000,0.939510
ATL_a3,pass,patient,2100,2150,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,pass,patient,2150,2200,0.500000,0.577350,4,0.000000,1.000000
ATL_a3,pass,patient,2200,2250,0.345000,0.471982,4,0.000000,0.816982
ATL_a3,pass,patient,2250,2300,0.333333,0.577350,3,0.000000,1.000000
ATL_a3,pass,patient,2300,2350,0.610000,0.551543,2,0.000000,1.000000
ATL_a3,pass,patient,2350,2400,0.510000,0.692965,2,0.000000,1.000000
ATL_a3,pass,patient,2400,2450,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2450,2500,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2500,2550,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2550,2600,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2600,2650,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2650,2700,0.500000,0.707107,2,0.000000,1.000000
ATL_a3,pass,patient,2700,2750,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,2750,2800,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,2800,2850,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,2850,2900,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,2900,2950,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,2950,3000,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3000,3050,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3050,3100,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3100,3150,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3150,3200,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3200,3250,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3250,3300,0.000000,0.000000,1,0.000000,0.000000
ATL_a3,pass,patient,3300,3350,0.160000,0.000000,1,0.160000,0.160000
ATL_a3,pass,patient,3350,3400,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,patient,3400,3450,1.000000,0.000000,1,1.000000,1.000000
ATL_a3,pass,patient,3450,3500,1.000000,0.000000,1,1.000000,1.000000
ATL_b2,act,agent,0,50,0.390000,0.500741,18,0.153949,0.626051
ATL_b2,act,agent,50,100,0.305556,0.435474,18,0.100271,0.510840
ATL_b2,act,agent,100,150,0.222222,0.427793,18,0.020559,0.423886
ATL_b2,act,agent,150,200,0.194444,0.374782,18,0.017771,0.371118
ATL_b2,act,agent,200,250,0.451111,0.480158,18,0.224762,0.677460
ATL_b2,act,agent,250,300,0.578889,0.486354,18,0.349620,0.808158
ATL_b2,act,agent,300,350,0.536667,0.500082,18,0.300926,0.772408
ATL_b2,act,agent,350,400,0.510000,0.482896,18,0.282361,0.737639
ATL_b2,act,agent,400,450,0.443333,0.475827,18,0.219026,0.667641
ATL_b2,act,agent,450,500,0.544444,0.485292,18,0.315676,0.773213
ATL_b2,act,agent,500,550,0.616667,0.483723,18,0.388637,0.844696
ATL_b2,act,agent,550,600,0.655556,0.479242,18,0.429639,0.881473
ATL_b2,act,agent,600,650,0.711111,0.456185,18,0.496064,0.926159
ATL_b2,act,agent,650,700,0.720000,0.459565,18,0.503359,0.936641
ATL_b2,act,agent,700,750,0.711111,0.456185,18,0.496064,0.926159
ATL_b2,act,agent,750,800,0.772222,0.425379,18,0.571696,0.972748
ATL_b2,act,agent,800,850,0.781111,0.421564,18,0.582384,0.979838
ATL_b2,act,agent,850,900,0.838889,0.353967,18,0.672027,1.000000
ATL_b2,act,agent,900,950,0.851111,0.334046,18,0.693640,1.000000
ATL_b2,act,agent,950,1000,0.833333,0.383482,18,0.652558,1.000000
ATL_b2,act,agent,1000,1050,0.776667,0.386736,18,0.594358,0.958976
ATL_b2,act,agent,1050,1100,0.641111,0.478550,18,0.415520,0.866702
ATL_b2,act,agent,1100,1150,0.583333,0.492592,18,0.351123,0.815544
ATL_b2,act,agent,1150,1200,0.604444,0.496934,18,0.370187,0.838702
ATL_b2,act,agent,1200,1250,0.502222,0.485114,18,0.273537,0.730907
ATL_b2,act,agent,1250,1300,0.444444,0.511310,18,0.203411,0.685478
ATL_b2,act,agent,1300,1350,0.434444,0.501471,18,0.198049,0.670840
ATL_b2,act,agent,1350,1400,0.338889,0.468413,18,0.118077,0.559701
ATL_b2,act,agent,1400,1450,0.320000,0.468690,18,0.099057,0.540943
ATL_b2,act,agent,1450,1500,0.310000,0.444694,18,0.100369,0.519631
ATL_b2,act,agent,1500,1550,0.236667,0.424222,18,0.036686,0.436647
ATL_b2,act,agent,1550,1600,0.278824,0.449025,17,0.061014,0.496633
ATL_b2,act,agent,1600,1650,0.385882,0.482481,17,0.151845,0.619920
ATL_b2,act,agent,1650,1700,0.468235,0.512009,17,0.219875,0.716596
ATL_b2,act,agent,1700,1750,0.403529,0.483954,17,0.168777,0.638282
ATL_b2,act,agent,1750,1800,0.375000,0.500000,16,0.125000,0.625000
ATL_b2,act,agent,1800,1850,0.443750,0.483885,16,0.201807,0.685693
ATL_b2,act,agent,1850,1900,0.580000,0.495984,15,0.323875,0.836125
ATL_b2,act,agent,1900,1950,0.650667,0.458374,15,0.413963,0.887370
ATL_b2,act,agent,1950,2000,0.846154,0.375534,13,0.637845,1.000000
ATL_b2,act,agent,2000,2050,0.832308,0.372696,13,0.625573,1.000000
ATL_b2,act,agent,2050,2100,0.632885,0.448442,13,0.384134,0.881635
ATL_b2,act,agent,2100,2150,0.570909,0.495691,11,0.271996,0.869822
ATL_b2,act,agent,2150,2200,0.678182,0.417464,11,0.426441,0.929922
ATL_b2,act,agent,2200,2250,0.583636,0.475716,11,0.296769,0.870504
ATL_b2,act,agent,2250,2300,0.400000,0.516398,10,0.073401,0.726599
ATL_b2,act,agent,2300,2350,0.434000,0.454513,10,0.146541,0.721459
ATL_b2,act,agent,2350,2400,0.477778,0.504425,9,0.141495,0.814061
ATL_b2,act,agent,2400,2450,0.444444,0.527046,9,0.093080,0.795809
ATL_b2,act,agent,2450,2500,0.444444,0.527046,9,0.093080,0.795809
ATL_b2,act,agent,2500,2550,0.444444,0.527046,9,0.093080,0.795809
ATL_b2,act,agent,2550,2600,0.444444,0.527046,9,0.093080,0.795809
ATL_b2,act,agent,2600,2650,0.444444,0.527046,9,0.093080,0.795809
ATL_b2,act,agent,2650,2700,0.545714,0.514421,7,0.156849,0.934580
ATL_b2,act,agent,2700,2750,0.505714,0.500229,7,0.127577,0.883852
ATL_b2,act,agent,2750,2800,0.623333,0.493221,6,0.220620,1.000000
ATL_b2,act,agent,2800,2850,0.593333,0.490170,6,0.193111,0.993555
ATL_b2,act,agent,2850,2900,0.600000,0.547723,5,0.110102,1.000000
ATL_b2,act,agent,2900,2950,0.600000,0.547723,5,0.110102,1.000000
ATL_b2,act,agent,2950,3000,0.416000,0.409243,5,0.049962,0.782038
ATL_b2,act,agent,3000,3050,0.400000,0.547723,5,0.000000,0.889898
ATL_b2,act,agent,3050,3100,0.548000,0.511390,5,0.090599,1.000000
ATL_b2,act,agent,3100,3150,0.750000,0.500000,4,0.250000,1.000000
ATL_b2,act,agent,3150,3200,0.750000,0.500000,4,0.250000,1.000000
ATL_b2,act,agent,3200,3250,0.750000,0.500000,4,0.250000,1.000000
ATL_b2,act,agent,3250,3300,0.666667,0.577350,3,0.000000,1.000000
ATL_b2,act,agent,3300,3350,0.666667,0.577350,3,0.000000,1.000000
ATL_b2,act,agent,3350,3400,0.490000,0.155563,2,0.270000,0.710000
ATL_b2,act,agent,3400,3450,0.000000,0.000000,2,0.000000,0.000000
ATL_b2,act,agent,3450,3500,0.030000,0.042426,2,0.000000,0.090000
