contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
direct_1_1_inanimate_vs_inverse_2_2_inanimate,direct 1-1 inanimate patient vs inverse 2-2 inanimate patient,agent_looks,1.0247919611619112,152.66218301942388,34.42645732709965,"r_participant_condition[К17.inverse_2_agents_2_patients_inanimate_patient,polytimedegreeEQ31]",sd_participant_condition__polytimedegreeEQ31
direct_1_1_inanimate_vs_inverse_2_2_inanimate,direct 1-1 inanimate patient vs inverse 2-2 inanimate patient,patient_looks,1.1136338022147303,25.95163585829706,64.01701491434646,"r_participant_condition[К20.direct_1_agent_1_patient_inanimate_patient,polytimedegreeEQ31]",sd_participant_condition__polytimedegreeEQ32
