graph_id,referent,time_bin_start_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
act_less_than_mean,agent,1000,0.581004,0.480786,239,0.518805,0.643203
act_less_than_mean,agent,1050,0.589456,0.475797,239,0.527903,0.651010
act_less_than_mean,agent,1100,0.610042,0.477141,239,0.548314,0.671769
act_less_than_mean,agent,1150,0.623264,0.470502,239,0.562395,0.684132
act_less_than_mean,agent,1200,0.600586,0.468738,239,0.539945,0.661226
act_less_than_mean,agent,1250,0.583598,0.475884,239,0.522034,0.645163
act_less_than_mean,agent,1300,0.565272,0.489717,239,0.501918,0.628626
act_less_than_mean,agent,1350,0.571213,0.477762,239,0.509406,0.633021
act_less_than_mean,agent,1400,0.569707,0.483561,239,0.507149,0.632265
act_less_than_mean,agent,1450,0.558661,0.481937,239,0.496313,0.621009
act_less_than_mean,agent,1500,0.559079,0.482923,239,0.496604,0.621555
act_less_than_mean,agent,1550,0.558661,0.488470,239,0.495468,0.621854
act_less_than_mean,agent,1600,0.524100,0.487692,239,0.461008,0.587193
act_less_than_mean,agent,1650,0.490962,0.483883,239,0.428363,0.553562
act_less_than_mean,agent,1700,0.465690,0.489614,239,0.402349,0.529031
act_less_than_mean,agent,1750,0.449205,0.483724,239,0.386626,0.511784
act_less_than_mean,agent,1800,0.456736,0.488707,239,0.393513,0.519960
act_less_than_mean,agent,1850,0.452887,0.486529,239,0.389945,0.515829
act_less_than_mean,agent,1900,0.458326,0.487546,239,0.395253,0.521400
act_less_than_mean,agent,1950,0.450962,0.479189,239,0.388970,0.512955
act_less_than_mean,agent,2000,0.431715,0.485688,239,0.368882,0.494549
act_less_than_mean,agent,2050,0.403515,0.476233,239,0.341905,0.465125
act_less_than_mean,agent,2100,0.387364,0.478270,239,0.325491,0.449237
act_less_than_mean,agent,2150,0.380921,0.473220,239,0.319700,0.442141
act_less_than_mean,agent,2200,0.390795,0.470397,239,0.329940,0.451650
act_less_than_mean,agent,2250,0.364519,0.476475,239,0.302878,0.426160
act_less_than_mean,agent,2300,0.356318,0.473538,239,0.295057,0.417579
act_less_than_mean,agent,2350,0.352971,0.462748,239,0.293105,0.412836
act_less_than_mean,agent,2400,0.348285,0.467034,239,0.287865,0.408704
act_less_than_mean,agent,2450,0.330377,0.459725,239,0.270902,0.389851
act_less_than_mean,agent,2500,0.305021,0.450510,239,0.246739,0.363303
act_less_than_mean,agent,2550,0.281757,0.436112,239,0.225338,0.338177
act_less_than_mean,agent,2600,0.270544,0.430531,239,0.214846,0.326241
act_less_than_mean,agent,2650,0.257573,0.425181,239,0.202568,0.312579
act_less_than_mean,agent,2700,0.254644,0.426750,239,0.199436,0.309853
act_less_than_mean,agent,2750,0.241674,0.423083,239,0.186940,0.296408
act_less_than_mean,agent,2800,0.242092,0.418453,239,0.187957,0.296227
act_less_than_mean,agent,2850,0.243431,0.414096,239,0.189860,0.297002
act_less_than_mean,agent,2900,0.240921,0.420321,239,0.186544,0.295297
act_less_than_mean,agent,2950,0.231715,0.413251,239,0.178254,0.285177
act_less_than_mean,agent,3000,0.227782,0.410396,239,0.174690,0.280875
act_less_than_mean,agent,3050,0.227029,0.402948,239,0.174900,0.279158
act_less_than_mean,agent,3100,0.252971,0.426426,239,0.197804,0.308137
act_less_than_mean,agent,3150,0.266778,0.433926,239,0.210642,0.322915
act_less_than_mean,agent,3200,0.254812,0.427150,239,0.199552,0.310072
act_less_than_mean,agent,3250,0.276569,0.433462,239,0.220492,0.332646
act_less_than_mean,agent,3300,0.286360,0.442392,239,0.229128,0.343592
act_less_than_mean,agent,3350,0.304937,0.453595,239,0.246256,0.363619
act_less_than_mean,agent,3400,0.323849,0.461057,239,0.264203,0.383496
act_less_than_mean,patient,0,0.421841,0.481283,239,0.359578,0.484104
act_less_than_mean,patient,50,0.434059,0.486203,239,0.371159,0.496958
act_less_than_mean,patient,100,0.428870,0.487785,239,0.365766,0.491975
act_less_than_mean,patient,150,0.430042,0.475864,239,0.368480,0.491604
act_less_than_mean,patient,200,0.433138,0.452496,239,0.374599,0.491677
act_less_than_mean,patient,250,0.473138,0.485009,239,0.410393,0.535883
act_less_than_mean,patient,300,0.455816,0.481443,239,0.393532,0.518100
act_less_than_mean,patient,350,0.442678,0.479029,239,0.380706,0.504649
act_less_than_mean,patient,400,0.417071,0.475723,239,0.355527,0.478615
act_less_than_mean,patient,450,0.390879,0.474165,239,0.329536,0.452221
act_less_than_mean,patient,500,0.389038,0.478396,239,0.327148,0.450927
act_less_than_mean,patient,550,0.371632,0.467664,239,0.311130,0.432133
act_less_than_mean,patient,600,0.350795,0.466464,239,0.290449,0.411141
act_less_than_mean,patient,650,0.316653,0.449102,239,0.258553,0.374753
act_less_than_mean,patient,700,0.315230,0.455896,239,0.256251,0.374209
act_less_than_mean,patient,750,0.297238,0.441964,239,0.240062,0.354415
act_less_than_mean,patient,800,0.283096,0.444097,239,0.225644,0.340549
act_less_than_mean,patient,850,0.264100,0.427144,239,0.208841,0.319360
act_less_than_mean,patient,900,0.254310,0.419260,239,0.200070,0.308549
act_less_than_mean,patient,950,0.249791,0.420055,239,0.195449,0.304133
act_less_than_mean,patient,1000,0.270377,0.436525,239,0.213904,0.326849
act_less_than_mean,patient,1050,0.284937,0.438535,239,0.228204,0.341670
act_less_than_mean,patient,1100,0.271297,0.434420,239,0.215097,0.327498
act_less_than_mean,patient,1150,0.262678,0.429414,239,0.207125,0.318231
act_less_than_mean,patient,1200,0.277657,0.429369,239,0.222110,0.333204
act_less_than_mean,patient,1250,0.298326,0.441884,239,0.241160,0.355492
act_less_than_mean,patient,1300,0.315481,0.459323,239,0.256059,0.374903
act_less_than_mean,patient,1350,0.317406,0.454318,239,0.258631,0.376181
act_less_than_mean,patient,1400,0.306444,0.451675,239,0.248011,0.364876
act_less_than_mean,patient,1450,0.319079,0.450543,239,0.260793,0.377366
act_less_than_mean,patient,1500,0.326276,0.456791,239,0.267181,0.385371
act_less_than_mean,patient,1550,0.324184,0.458048,239,0.264927,0.383441
act_less_than_mean,patient,1600,0.353222,0.459374,239,0.293793,0.412651
act_less_than_mean,patient,1650,0.371967,0.470954,239,0.311040,0.432893
act_less_than_mean,patient,1700,0.385021,0.473728,239,0.323735,0.446307
act_less_than_mean,patient,1750,0.383682,0.473066,239,0.322482,0.444882
act_less_than_mean,patient,1800,0.370795,0.467529,239,0.310311,0.431279
act_less_than_mean,patient,1850,0.366778,0.475917,239,0.305209,0.428347
act_less_than_mean,patient,1900,0.380000,0.474822,239,0.318573,0.441427
act_less_than_mean,patient,1950,0.411715,0.471422,239,0.350728,0.472703
act_less_than_mean,patient,2000,0.417155,0.478989,239,0.355188,0.479121
act_less_than_mean,patient,2050,0.425356,0.483608,239,0.362792,0.487920
act_less_than_mean,patient,2100,0.432469,0.483259,239,0.369950,0.494988
act_less_than_mean,patient,2150,0.448703,0.482718,239,0.386254,0.511152
act_less_than_mean,patient,2200,0.451046,0.472574,239,0.389909,0.512183
act_less_than_mean,patient,2250,0.462092,0.490056,239,0.398694,0.525490
act_less_than_mean,patient,2300,0.454477,0.484856,239,0.391752,0.517202
act_less_than_mean,patient,2350,0.458577,0.474573,239,0.397182,0.519973
act_less_than_mean,patient,2400,0.443264,0.488690,239,0.380042,0.506485
act_less_than_mean,patient,2450,0.448954,0.487896,239,0.385835,0.512073
act_less_than_mean,patient,2500,0.477741,0.487204,239,0.414711,0.540770
act_less_than_mean,patient,2550,0.494812,0.487828,239,0.431702,0.557922
act_less_than_mean,patient,2600,0.513640,0.483290,239,0.451117,0.576163
act_less_than_mean,patient,2650,0.506695,0.485430,239,0.443895,0.569494
act_less_than_mean,patient,2700,0.494728,0.487464,239,0.431665,0.557791
act_less_than_mean,patient,2750,0.500251,0.483501,239,0.437701,0.562801
act_less_than_mean,patient,2800,0.487364,0.488447,239,0.424174,0.550554
act_less_than_mean,patient,2850,0.478159,0.480171,239,0.416040,0.540278
act_less_than_mean,patient,2900,0.515983,0.488583,239,0.452776,0.579191
act_less_than_mean,patient,2950,0.540000,0.483113,239,0.477500,0.602500
act_less_than_mean,patient,3000,0.554226,0.482520,239,0.491803,0.616649
act_less_than_mean,patient,3050,0.552050,0.479606,239,0.490004,0.614097
act_less_than_mean,patient,3100,0.548619,0.483789,239,0.486032,0.611207
act_less_than_mean,patient,3150,0.543431,0.486787,239,0.480456,0.606406
act_less_than_mean,patient,3200,0.532301,0.489573,239,0.468966,0.595637
act_less_than_mean,patient,3250,0.514644,0.485817,239,0.451795,0.577494
act_less_than_mean,patient,3300,0.513389,0.488092,239,0.450245,0.576533
act_less_than_mean,patient,3350,0.496318,0.491863,239,0.432686,0.559950
act_less_than_mean,patient,3400,0.490879,0.492446,239,0.427171,0.554586
pass_all,agent,0,0.420238,0.482841,168,0.345734,0.494742
pass_all,agent,50,0.443333,0.487740,168,0.368073,0.518593
pass_all,agent,100,0.479643,0.497387,168,0.402894,0.556391
pass_all,agent,150,0.466548,0.469860,168,0.394047,0.539049
pass_all,agent,200,0.459643,0.454378,168,0.389531,0.529755
pass_all,agent,250,0.450119,0.473059,168,0.377125,0.523114
pass_all,agent,300,0.447976,0.487654,168,0.372730,0.523223
pass_all,agent,350,0.450476,0.479321,168,0.376515,0.524437
pass_all,agent,400,0.456429,0.480829,168,0.382235,0.530622
pass_all,agent,450,0.469405,0.486936,168,0.394269,0.544541
pass_all,agent,500,0.508214,0.490779,168,0.432485,0.583943
pass_all,agent,550,0.533929,0.484261,168,0.459205,0.608652
pass_all,agent,600,0.537024,0.489402,168,0.461507,0.612540
pass_all,agent,650,0.566310,0.485232,168,0.491437,0.641182
pass_all,agent,700,0.609762,0.471146,168,0.537063,0.682461
pass_all,agent,750,0.640952,0.460075,168,0.569961,0.711943
pass_all,agent,800,0.653810,0.460315,168,0.582781,0.724838
pass_all,agent,850,0.642024,0.469535,168,0.569573,0.714475
pass_all,agent,900,0.639524,0.466963,168,0.567470,0.711578
pass_all,agent,950,0.667262,0.458769,168,0.596472,0.738052
pass_all,agent,1000,0.666071,0.458698,168,0.595293,0.736850
pass_all,agent,1050,0.649881,0.463592,168,0.578347,0.721415
pass_all,agent,1100,0.642857,0.469222,168,0.570455,0.715260
pass_all,agent,1150,0.618929,0.467385,168,0.546809,0.691048
pass_all,agent,1200,0.589881,0.479925,168,0.515827,0.663935
pass_all,agent,1250,0.578095,0.479257,168,0.504144,0.652046
pass_all,agent,1300,0.574524,0.483875,168,0.499860,0.649187
pass_all,agent,1350,0.556905,0.485340,168,0.482015,0.631794
pass_all,agent,1400,0.527381,0.486451,168,0.452320,0.602442
pass_all,agent,1450,0.487619,0.490542,168,0.411927,0.563311
pass_all,agent,1500,0.447143,0.486770,168,0.372033,0.522253
pass_all,agent,1550,0.431667,0.489474,168,0.356139,0.507194
pass_all,agent,1600,0.414048,0.481463,168,0.339756,0.488339
pass_all,agent,1650,0.387857,0.472086,168,0.315013,0.460702
pass_all,agent,1700,0.397619,0.473235,168,0.324597,0.470641
pass_all,agent,1750,0.390833,0.472135,168,0.317981,0.463685
pass_all,agent,1800,0.409643,0.483797,168,0.334991,0.484294
pass_all,agent,1850,0.407500,0.483072,168,0.332960,0.482040
pass_all,agent,1900,0.402619,0.483617,168,0.327995,0.477243
pass_all,agent,1950,0.389762,0.472972,168,0.316781,0.462743
pass_all,agent,2000,0.396190,0.470474,168,0.323595,0.468786
pass_all,agent,2050,0.391667,0.477089,168,0.318050,0.465283
pass_all,agent,2100,0.380119,0.471839,168,0.307313,0.452925
pass_all,agent,2150,0.376667,0.475088,168,0.303359,0.449974
pass_all,agent,2200,0.379167,0.474203,168,0.305996,0.452338
pass_all,agent,2250,0.394762,0.481655,168,0.320441,0.469083
pass_all,agent,2300,0.417976,0.485308,168,0.343092,0.492861
pass_all,agent,2350,0.430000,0.487398,168,0.354793,0.505207
pass_all,agent,2400,0.448810,0.489118,168,0.373337,0.524282
pass_all,agent,2450,0.465119,0.489785,168,0.389544,0.540695
pass_all,agent,2500,0.474405,0.482245,168,0.399993,0.548817
pass_all,agent,2550,0.463810,0.490943,168,0.388055,0.539564
pass_all,agent,2600,0.442024,0.486801,168,0.366909,0.517139
pass_all,agent,2650,0.438452,0.485626,168,0.363519,0.513386
pass_all,agent,2700,0.402262,0.482932,168,0.327744,0.476780
pass_all,agent,2750,0.403690,0.487716,168,0.328434,0.478947
pass_all,agent,2800,0.398810,0.482338,168,0.324383,0.473236
pass_all,agent,2850,0.397738,0.471966,168,0.324912,0.470564
pass_all,agent,2900,0.408929,0.480742,168,0.334749,0.483109
pass_all,agent,2950,0.419524,0.483624,168,0.344899,0.494149
pass_all,agent,3000,0.407619,0.475764,168,0.334207,0.481031
pass_all,agent,3050,0.361667,0.472498,168,0.288759,0.434575
pass_all,agent,3100,0.333095,0.459341,168,0.262217,0.403973
pass_all,agent,3150,0.347857,0.467225,168,0.275763,0.419952
pass_all,agent,3200,0.371071,0.468422,168,0.298792,0.443351
pass_all,agent,3250,0.389286,0.472404,168,0.316392,0.462179
pass_all,agent,3300,0.411310,0.481339,168,0.337037,0.485582
pass_all,agent,3350,0.407143,0.480879,168,0.332942,0.481344
pass_all,agent,3400,0.423593,0.477682,167,0.349665,0.497521
pass_all,agent,3450,0.428982,0.488744,167,0.353342,0.504622
pass_all,agent,3500,0.437126,0.483313,167,0.362326,0.511926
pass_all,agent,3550,0.452814,0.488850,167,0.377158,0.528471
pass_all,agent,3600,0.474970,0.489552,167,0.399205,0.550735
pass_all,agent,3650,0.482275,0.495140,167,0.405645,0.558906
pass_all,agent,3700,0.485868,0.492827,167,0.409596,0.562140
pass_all,agent,3750,0.476647,0.489094,167,0.400952,0.552341
pass_all,agent,3800,0.465150,0.488474,167,0.389551,0.540748
pass_all,agent,3850,0.455210,0.489249,167,0.379491,0.530928
pass_all,patient,0,0.433690,0.484367,168,0.358951,0.508430
pass_all,patient,50,0.407738,0.479171,168,0.333800,0.481676
pass_all,patient,100,0.389048,0.482507,168,0.314595,0.463500
pass_all,patient,150,0.421190,0.461015,168,0.350054,0.492327
pass_all,patient,200,0.461190,0.455764,168,0.390865,0.531516
pass_all,patient,250,0.501429,0.478944,168,0.427526,0.575331
pass_all,patient,300,0.516786,0.486642,168,0.441695,0.591876
pass_all,patient,350,0.505952,0.481189,168,0.431703,0.580201
pass_all,patient,400,0.502143,0.484569,168,0.427372,0.576914
pass_all,patient,450,0.477500,0.485424,168,0.402597,0.552403
pass_all,patient,500,0.456190,0.488983,168,0.380739,0.531642
pass_all,patient,550,0.426548,0.478313,168,0.352742,0.500353
pass_all,patient,600,0.421071,0.485183,168,0.346206,0.495937
pass_all,patient,650,0.377619,0.472445,168,0.304719,0.450519
pass_all,patient,700,0.328929,0.455138,168,0.258699,0.399158
pass_all,patient,750,0.303690,0.440618,168,0.235702,0.371679
pass_all,patient,800,0.280238,0.437527,168,0.212726,0.347750
pass_all,patient,850,0.271667,0.436729,168,0.204278,0.339055
pass_all,patient,900,0.261905,0.426826,168,0.196044,0.327766
pass_all,patient,950,0.234405,0.416774,168,0.170095,0.298714
pass_all,patient,1000,0.234524,0.403011,168,0.172338,0.296710
pass_all,patient,1050,0.253214,0.421902,168,0.188113,0.318315
pass_all,patient,1100,0.261071,0.433177,168,0.194231,0.327912
pass_all,patient,1150,0.289762,0.432871,168,0.222968,0.356555
pass_all,patient,1200,0.333333,0.458640,168,0.262564,0.404103
pass_all,patient,1250,0.357381,0.468457,168,0.285096,0.429665
pass_all,patient,1300,0.361071,0.469553,168,0.288618,0.433525
pass_all,patient,1350,0.383929,0.476415,168,0.310416,0.457441
pass_all,patient,1400,0.394286,0.477920,168,0.320541,0.468030
pass_all,patient,1450,0.402024,0.475969,168,0.328580,0.475467
pass_all,patient,1500,0.429048,0.483504,168,0.354441,0.503654
pass_all,patient,1550,0.433810,0.483718,168,0.359170,0.508449
pass_all,patient,1600,0.429167,0.479765,168,0.355137,0.503196
pass_all,patient,1650,0.439881,0.482744,168,0.365392,0.514370
pass_all,patient,1700,0.464762,0.484506,168,0.390001,0.539523
pass_all,patient,1750,0.495714,0.485005,168,0.420876,0.570552
pass_all,patient,1800,0.488095,0.490651,168,0.412386,0.563804
pass_all,patient,1850,0.476310,0.492442,168,0.400324,0.552295
pass_all,patient,1900,0.473452,0.490677,168,0.397739,0.549166
pass_all,patient,1950,0.476310,0.484928,168,0.401484,0.551136
pass_all,patient,2000,0.455714,0.477695,168,0.382004,0.529424
pass_all,patient,2050,0.464405,0.486766,168,0.389295,0.539514
pass_all,patient,2100,0.459643,0.480651,168,0.385477,0.533809
pass_all,patient,2150,0.442024,0.485866,168,0.367053,0.516994
pass_all,patient,2200,0.439048,0.479700,168,0.365028,0.513067
pass_all,patient,2250,0.432857,0.484210,168,0.358142,0.507572
pass_all,patient,2300,0.430476,0.485088,168,0.355626,0.505327
pass_all,patient,2350,0.428810,0.482199,168,0.354405,0.503214
pass_all,patient,2400,0.415833,0.480553,168,0.341682,0.489984
pass_all,patient,2450,0.424762,0.488597,168,0.349370,0.500154
pass_all,patient,2500,0.426548,0.483577,168,0.351930,0.501165
pass_all,patient,2550,0.418571,0.483226,168,0.344008,0.493135
pass_all,patient,2600,0.405952,0.485357,168,0.331060,0.480845
pass_all,patient,2650,0.399048,0.482200,168,0.324643,0.473453
pass_all,patient,2700,0.445714,0.490392,168,0.370045,0.521383
pass_all,patient,2750,0.443810,0.491353,168,0.367992,0.519627
pass_all,patient,2800,0.457024,0.492038,168,0.381101,0.532947
pass_all,patient,2850,0.456667,0.481801,168,0.382323,0.531010
pass_all,patient,2900,0.460119,0.488343,168,0.384766,0.535472
pass_all,patient,2950,0.456548,0.487098,168,0.381387,0.531709
pass_all,patient,3000,0.463571,0.488735,168,0.388158,0.538985
pass_all,patient,3050,0.476310,0.491288,168,0.400502,0.552117
pass_all,patient,3100,0.462738,0.488252,168,0.387399,0.538077
pass_all,patient,3150,0.422857,0.482912,168,0.348342,0.497372
pass_all,patient,3200,0.402857,0.482053,168,0.328475,0.477240
pass_all,patient,3250,0.403571,0.478507,168,0.329736,0.477407
pass_all,patient,3300,0.393810,0.480075,168,0.319732,0.467887
pass_all,patient,3350,0.371905,0.472543,168,0.298990,0.444820
pass_all,patient,3400,0.368263,0.463534,167,0.296525,0.440002
pass_all,patient,3450,0.368263,0.473822,167,0.294933,0.441594
pass_all,patient,3500,0.353413,0.465672,167,0.281344,0.425483
pass_all,patient,3550,0.368862,0.471709,167,0.295858,0.441866
pass_all,patient,3600,0.348623,0.462411,167,0.277058,0.420188
pass_all,patient,3650,0.339162,0.465371,167,0.267139,0.411185
pass_all,patient,3700,0.336048,0.469074,167,0.263452,0.408644
pass_all,patient,3750,0.336527,0.455256,167,0.266069,0.406984
pass_all,patient,3800,0.360958,0.471439,167,0.287996,0.433920
pass_all,patient,3850,0.386467,0.475168,167,0.312928,0.460006
pass_greater_than_mean,agent,0,0.392571,0.479470,70,0.277956,0.507187
pass_greater_than_mean,agent,50,0.438857,0.485761,70,0.322738,0.554976
pass_greater_than_mean,agent,100,0.488571,0.498375,70,0.369437,0.607706
pass_greater_than_mean,agent,150,0.459143,0.461245,70,0.348884,0.569402
pass_greater_than_mean,agent,200,0.477429,0.479685,70,0.362762,0.592095
pass_greater_than_mean,agent,250,0.492571,0.476073,70,0.378768,0.606375
pass_greater_than_mean,agent,300,0.505143,0.487022,70,0.388722,0.621563
pass_greater_than_mean,agent,350,0.486571,0.485090,70,0.370613,0.602530
pass_greater_than_mean,agent,400,0.476286,0.484655,70,0.360431,0.592140
pass_greater_than_mean,agent,450,0.490000,0.493855,70,0.371946,0.608054
pass_greater_than_mean,agent,500,0.506000,0.493850,70,0.387947,0.624053
pass_greater_than_mean,agent,550,0.496000,0.490945,70,0.378642,0.613358
pass_greater_than_mean,agent,600,0.520571,0.484280,70,0.404806,0.636337
pass_greater_than_mean,agent,650,0.539429,0.484328,70,0.423652,0.655205
pass_greater_than_mean,agent,700,0.565143,0.469198,70,0.452983,0.677303
pass_greater_than_mean,agent,750,0.593143,0.482360,70,0.477837,0.708449
pass_greater_than_mean,agent,800,0.575143,0.476101,70,0.461333,0.688953
pass_greater_than_mean,agent,850,0.563143,0.487783,70,0.446540,0.679745
pass_greater_than_mean,agent,900,0.581429,0.487303,70,0.464941,0.697916
pass_greater_than_mean,agent,950,0.629143,0.475348,70,0.515513,0.742773
pass_greater_than_mean,agent,1000,0.662286,0.465189,70,0.551084,0.773487
pass_greater_than_mean,agent,1050,0.691143,0.445989,70,0.584531,0.797755
pass_greater_than_mean,agent,1100,0.708571,0.444908,70,0.602218,0.814925
pass_greater_than_mean,agent,1150,0.669143,0.448801,70,0.561859,0.776427
pass_greater_than_mean,agent,1200,0.644000,0.471268,70,0.531345,0.756655
pass_greater_than_mean,agent,1250,0.628857,0.474884,70,0.515338,0.742376
pass_greater_than_mean,agent,1300,0.632857,0.475547,70,0.519180,0.746535
pass_greater_than_mean,agent,1350,0.618000,0.473300,70,0.504860,0.731140
pass_greater_than_mean,agent,1400,0.567714,0.473755,70,0.454465,0.680963
pass_greater_than_mean,agent,1450,0.523143,0.492372,70,0.405443,0.640842
pass_greater_than_mean,agent,1500,0.484000,0.482849,70,0.368577,0.599423
pass_greater_than_mean,agent,1550,0.469143,0.491230,70,0.351717,0.586569
pass_greater_than_mean,agent,1600,0.447429,0.483420,70,0.331869,0.562988
pass_greater_than_mean,agent,1650,0.420286,0.486102,70,0.304085,0.536486
pass_greater_than_mean,agent,1700,0.446286,0.482932,70,0.330843,0.561729
pass_greater_than_mean,agent,1750,0.454571,0.482793,70,0.339162,0.569981
pass_greater_than_mean,agent,1800,0.462000,0.495804,70,0.343480,0.580520
pass_greater_than_mean,agent,1850,0.442857,0.500310,70,0.323260,0.562454
pass_greater_than_mean,agent,1900,0.431714,0.493652,70,0.313709,0.549720
pass_greater_than_mean,agent,1950,0.420857,0.486459,70,0.304571,0.537143
pass_greater_than_mean,agent,2000,0.401714,0.480347,70,0.286889,0.516539
pass_greater_than_mean,agent,2050,0.392857,0.472269,70,0.279963,0.505751
pass_greater_than_mean,agent,2100,0.364000,0.478035,70,0.249728,0.478272
pass_greater_than_mean,agent,2150,0.371429,0.479028,70,0.256919,0.485938
pass_greater_than_mean,agent,2200,0.395143,0.478639,70,0.280726,0.509559
pass_greater_than_mean,agent,2250,0.422286,0.488114,70,0.305604,0.538967
pass_greater_than_mean,agent,2300,0.446857,0.492964,70,0.329016,0.564698
pass_greater_than_mean,agent,2350,0.472286,0.489144,70,0.355358,0.589213
pass_greater_than_mean,agent,2400,0.502571,0.492223,70,0.384908,0.620235
pass_greater_than_mean,agent,2450,0.550857,0.497422,70,0.431951,0.669764
pass_greater_than_mean,agent,2500,0.552571,0.479446,70,0.437962,0.667181
pass_greater_than_mean,agent,2550,0.537143,0.486005,70,0.420966,0.653320
pass_greater_than_mean,agent,2600,0.550000,0.496244,70,0.431375,0.668625
pass_greater_than_mean,agent,2650,0.527143,0.490135,70,0.409978,0.644308
pass_greater_than_mean,agent,2700,0.514000,0.494390,70,0.395818,0.632182
pass_greater_than_mean,agent,2750,0.509714,0.497061,70,0.390894,0.628535
pass_greater_than_mean,agent,2800,0.527714,0.492827,70,0.409906,0.645523
pass_greater_than_mean,agent,2850,0.537143,0.483037,70,0.421675,0.652611
pass_greater_than_mean,agent,2900,0.508000,0.484142,70,0.392268,0.623732
pass_greater_than_mean,agent,2950,0.500000,0.492494,70,0.382271,0.617729
pass_greater_than_mean,agent,3000,0.486571,0.490332,70,0.369360,0.603783
pass_greater_than_mean,agent,3050,0.431714,0.487983,70,0.315064,0.548365
pass_greater_than_mean,agent,3100,0.434857,0.481877,70,0.319667,0.550048
pass_greater_than_mean,agent,3150,0.467429,0.487670,70,0.350853,0.584004
pass_greater_than_mean,agent,3200,0.480571,0.495182,70,0.362200,0.598943
pass_greater_than_mean,agent,3250,0.493143,0.488498,70,0.376369,0.609916
pass_greater_than_mean,agent,3300,0.486000,0.492475,70,0.368276,0.603724
pass_greater_than_mean,agent,3350,0.471714,0.487401,70,0.355203,0.588225
pass_greater_than_mean,agent,3400,0.483143,0.483605,70,0.367539,0.598747
pass_greater_than_mean,agent,3450,0.507143,0.487098,70,0.390704,0.623581
pass_greater_than_mean,agent,3500,0.484857,0.483843,70,0.369197,0.600518
pass_greater_than_mean,agent,3550,0.490857,0.483738,70,0.375222,0.606493
pass_greater_than_mean,agent,3600,0.536286,0.479508,70,0.421661,0.650910
pass_greater_than_mean,agent,3650,0.571143,0.488080,70,0.454469,0.687816
pass_greater_than_mean,agent,3700,0.604857,0.483771,70,0.489214,0.720500
pass_greater_than_mean,agent,3750,0.605714,0.480774,70,0.490787,0.720641
pass_greater_than_mean,agent,3800,0.614857,0.480600,70,0.499972,0.729742
pass_greater_than_mean,agent,3850,0.587714,0.483541,70,0.472126,0.703303
pass_greater_than_mean,agent,3900,0.548286,0.490259,70,0.431091,0.665480
pass_greater_than_mean,agent,3950,0.537429,0.495895,70,0.418887,0.655970
pass_greater_than_mean,agent,4000,0.551143,0.493584,70,0.433154,0.669132
pass_greater_than_mean,agent,4050,0.588286,0.486663,70,0.471951,0.704620
pass_greater_than_mean,agent,4100,0.573714,0.486818,70,0.457343,0.690086
pass_greater_than_mean,agent,4150,0.537714,0.484179,70,0.421973,0.653455
pass_greater_than_mean,agent,4200,0.463714,0.492133,70,0.346072,0.581357
pass_greater_than_mean,agent,4250,0.440286,0.487900,70,0.323655,0.556916
pass_greater_than_mean,agent,4300,0.431714,0.478021,70,0.317445,0.545983
pass_greater_than_mean,agent,4350,0.435143,0.481488,70,0.320045,0.550241
pass_greater_than_mean,agent,4400,0.413429,0.481648,70,0.298293,0.528565
pass_greater_than_mean,agent,4450,0.391429,0.481695,70,0.276282,0.506576
pass_greater_than_mean,agent,4500,0.415143,0.485350,70,0.299122,0.531164
pass_greater_than_mean,agent,4550,0.436571,0.493423,70,0.318621,0.554522
pass_greater_than_mean,agent,4600,0.459429,0.484400,70,0.343635,0.575222
pass_greater_than_mean,agent,4650,0.486857,0.499053,70,0.367561,0.606154
pass_greater_than_mean,agent,4700,0.475714,0.487286,70,0.359231,0.592198
pass_greater_than_mean,agent,4750,0.465429,0.485618,70,0.349344,0.581514
pass_greater_than_mean,agent,4800,0.430286,0.495004,70,0.311957,0.548614
pass_greater_than_mean,patient,0,0.450000,0.482082,70,0.334760,0.565240
pass_greater_than_mean,patient,50,0.418857,0.482348,70,0.303554,0.534160
pass_greater_than_mean,patient,100,0.404286,0.484770,70,0.288404,0.520168
pass_greater_than_mean,patient,150,0.459143,0.452208,70,0.351044,0.567241
pass_greater_than_mean,patient,200,0.482571,0.482312,70,0.367277,0.597866
pass_greater_than_mean,patient,250,0.488571,0.474822,70,0.375067,0.602076
pass_greater_than_mean,patient,300,0.488857,0.482105,70,0.373612,0.604102
pass_greater_than_mean,patient,350,0.480571,0.481736,70,0.365415,0.595728
pass_greater_than_mean,patient,400,0.487143,0.485739,70,0.371029,0.603257
pass_greater_than_mean,patient,450,0.449143,0.484755,70,0.333264,0.565022
pass_greater_than_mean,patient,500,0.450286,0.490510,70,0.333031,0.567540
pass_greater_than_mean,patient,550,0.450571,0.486153,70,0.334359,0.566784
pass_greater_than_mean,patient,600,0.428286,0.484992,70,0.312350,0.544221
pass_greater_than_mean,patient,650,0.398857,0.478462,70,0.284483,0.513232
pass_greater_than_mean,patient,700,0.386857,0.467245,70,0.275164,0.498550
pass_greater_than_mean,patient,750,0.378286,0.475861,70,0.264533,0.492038
pass_greater_than_mean,patient,800,0.374571,0.466823,70,0.262979,0.486163
pass_greater_than_mean,patient,850,0.348571,0.469419,70,0.236359,0.460784
pass_greater_than_mean,patient,900,0.307429,0.451756,70,0.199438,0.415419
