model,term,estimate,estimate_error,q2.5,q97.5,rhat,bulk_ess,tail_ess
agent_looks,Intercept,0.03190549384025209,0.32820721301221584,-0.6174308024827632,0.6791268217041686,1.0009955226033533,1169.3646632929733,1816.27396425398
agent_looks,polytimedegreeEQ31,-50.95691064073747,11.198128526406236,-73.66222491638531,-28.770206647204958,1.0015684000129579,1356.2489152900775,2019.1491277196437
agent_looks,polytimedegreeEQ32,-3.950460056280231,2.857256686904892,-9.58161901410919,1.6790378611712133,1.0030224098439244,6310.687609601394,3020.87111718433
agent_looks,polytimedegreeEQ33,-2.4471384707710517,2.828951726758407,-8.035186562819442,3.2927716338552004,0.9998687277546122,5744.163441948837,2966.727692549094
agent_looks,direct_vs_inverse,-0.31341345717746405,0.1252312885774002,-0.5591672096359972,-0.07053009371703449,1.0014232231814686,1710.8405768710697,2299.318341485135
agent_looks,polytimedegreeEQ31:direct_vs_inverse,-13.755817023224914,4.878266402121731,-24.03891093961414,-4.423623620768739,1.000678059587502,3039.7517471183082,2583.4980718193437
agent_looks,polytimedegreeEQ32:direct_vs_inverse,5.3049924984946015,2.783589630317584,-0.21718135741043543,10.636626148347679,1.0019712764820161,6553.343579914089,3330.4919554983285
agent_looks,polytimedegreeEQ33:direct_vs_inverse,-4.401006154552367,2.800892581139336,-9.848453448926639,1.0033403595282366,1.0012813826146834,6683.695446368809,3225.646847410751
patient_looks,Intercept,-0.907819117925966,0.2958498483244472,-1.48416362815887,-0.3361132020159742,1.0013751092044292,1578.3527087437465,2555.2728508688574
patient_looks,polytimedegreeEQ31,47.54829670343522,8.311924555736491,31.50113694699061,64.7040853365005,1.0025658996076565,2868.038563234753,2562.4036325842185
patient_looks,polytimedegreeEQ32,-5.493173620021023,2.9850060127800866,-11.281892101923827,0.5406527745586406,1.0037357706340997,8349.881391996478,2805.5154942680942
patient_looks,polytimedegreeEQ33,15.05192497811859,2.8520722335382662,9.640913464734181,20.499561275449498,1.000467921474939,8817.850754145747,3451.4931814412266
patient_looks,direct_vs_inverse,0.3270191491688778,0.14123161561231662,0.04242353843835099,0.6127890652489135,1.0025464086273943,2368.635936857736,2425.5255427669767
patient_looks,polytimedegreeEQ31:direct_vs_inverse,1.3936392222262108,6.661160298910734,-11.769576445682645,15.021564261244976,1.0011814147705205,2619.454068027127,2758.5660059302995
patient_looks,polytimedegreeEQ32:direct_vs_inverse,1.0544588923168465,2.895253967839499,-4.666090193116736,6.849322687542536,1.0012582246102342,8769.592685475787,2525.8097899950553
patient_looks,polytimedegreeEQ33:direct_vs_inverse,-1.0957345387444815,2.9245555658362044,-6.804033489889683,4.668826937722777,1.0046183180998716,9219.590308102006,3168.5382309668516
