contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
direct_1_1_inanimate_vs_direct_1_2_inanimate,direct 1-1 inanimate patient vs direct 1-2 inanimate patient,agent_looks,1.0131662329859272,485.35570937493685,694.6924916635461,cor_participant_condition__Intercept__polytimedegreeEQ31,sd_item__polytimedegreeEQ33
direct_1_1_inanimate_vs_direct_1_2_inanimate,direct 1-1 inanimate patient vs direct 1-2 inanimate patient,patient_looks,1.0988613842607482,27.566087150085917,61.78081644613968,sd_participant_condition__polytimedegreeEQ31,"r_participant_condition[К16.direct_1_agent_2_patients_inanimate_patient,polytimedegreeEQ31]"
