contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,1.7343178257380678,6.097349767173305,102.38768258133246,sd_participant_condition__polytimedegreeEQ32,"r_participant_condition[К10.inverse_2_agents_2_patients_animate_patient,polytimedegreeEQ32]"
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,1.0277706867919165,198.31984948004515,198.9809952963723,cor_participant_condition__Intercept__polytimedegreeEQ31,cor_participant_condition__Intercept__polytimedegreeEQ31
