contrast_id,comparison,model,term,estimate,estimate_error,q2.5,q97.5,rhat,bulk_ess,tail_ess
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,Intercept,0.8040438822035962,0.2390021176787716,0.3339722458480012,1.293659684014399,1.0004407310222687,1918.2755026591026,2120.325965809432
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ31,-8.660687461717776,11.693927842409686,-31.77326922330972,14.562313076280374,0.9996617009173077,1876.4998488281992,2258.358178083065
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ32,3.610521498216493,13.479163304191248,-22.983225117437097,30.299030615907874,1.007764026128032,2206.884313763811,2772.9680995753365
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ33,11.494561427958462,5.956863284413985,-0.09097308631910928,23.647814174882754,0.9995549361828383,3385.268478717457,3073.3839866352328
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,contrast_code,0.02968318866864455,0.1980690165940996,-0.35428658422987386,0.41419407822256976,1.0017282535094039,2727.5688710550794,2900.163245892344
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ31:contrast_code,9.364722290313004,12.215833011388584,-13.707903094834888,33.26645968090344,1.0016638882364777,2242.5669279625718,2737.0654627083027
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ32:contrast_code,0.20281325635510514,14.62165112989024,-28.45055610662549,29.004286525726158,0.9998055981657259,2727.394393802097,2966.772860465269
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,polytimedegreeEQ33:contrast_code,4.2707992114192175,5.810462946821051,-6.917441817230273,16.088131741605643,1.0008299006762544,3467.4800932798425,3030.4084482426447
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,Intercept,-1.9204239730481176,0.3672225574995696,-2.6390747985031755,-1.2111613954048632,1.000441835599125,1417.292743638264,1976.1036616422293
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ31,-6.801636868917853,14.41548233505671,-35.54295563795451,21.566446940322674,1.0063646900677718,1384.8479608557268,2137.781721277474
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ32,6.76141275189071,11.492542544266453,-15.938331866901159,29.10452023942818,1.0037562239184818,1746.5137385627293,2586.004730870832
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ33,-14.325044404336472,7.461730421258556,-28.483611441518367,0.5650701226762422,1.0030782338728885,2696.6005905471625,3012.736413310918
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,contrast_code,-0.13540339072262048,0.27380093416039,-0.6874083087202723,0.398601034294569,1.0007143477863427,2358.534244670063,2797.412167483563
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ31:contrast_code,-12.598412183633625,13.970153778427074,-39.84804384841888,14.122697791129653,1.0006798587690775,1808.1128473120473,2249.056703239066
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ32:contrast_code,19.976926846836268,12.374699238551885,-4.566418510514319,44.68461591422819,1.000999898414422,2187.334615413246,2503.8996746240455
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,polytimedegreeEQ33:contrast_code,4.044890626486025,6.954909422031163,-9.899043682127585,17.52432777635655,1.0006155756362194,3029.256357812424,2806.666521742868
