participant,asc_file,block,trial_index,trial_num,image,rt_ms,n_fixations,pre_fixations,post_fixations,unknown_phase_fixations,agent_fixations,patient_fixations,other_fixations,sentence_type,word_order,fluency,trial_svg
K15,k15.asc,15,15,8,carry-2-1-l.png,1788,5,5,0,0,3,2,0,incorporation,AV,yes,participant_trials/k15/b015_t15_carry-2-1-l.svg
K15,k15.asc,17,17,9,teach-2-2-r.png,1785,13,6,7,0,9,4,0,inverse,AVP,yes,participant_trials/k15/b017_t17_teach-2-2-r.svg
K15,k15.asc,18,18,10,open-1-1-r.png,,82,0,0,82,35,42,5,-,-,-,participant_trials/k15/b018_t18_open-1-1-r.svg
K15,k15.asc,21,21,11,dress-2-1-l.png,8285,27,25,2,0,19,6,2,inverse,AVXP,yes,participant_trials/k15/b021_t21_dress-2-1-l.svg
K15,k15.asc,23,23,12,throw-1-2-l.png,2958,16,10,6,0,4,11,1,direct,AVP,yes,participant_trials/k15/b023_t23_throw-1-2-l.svg
K15,k15.asc,24,24,13,cut_hair-1-1-r.png,3663,19,13,6,0,5,12,2,direct,AVP,yes,participant_trials/k15/b024_t24_cut_hair-1-1-r.svg
K15,k15.asc,25,25,14,cover-2-2-r.png,10736,38,34,4,0,18,18,2,inverse,AVP,yes,participant_trials/k15/b025_t25_cover-2-2-r.svg
K15,k15.asc,27,27,15,wash-1-2-l.png,1757,12,5,7,0,8,3,1,direct,AXAVP,false start; russian,participant_trials/k15/b027_t27_wash-1-2-l.svg
K15,k15.asc,28,28,16,paint-2-1-l.png,,24,0,0,24,16,7,1,-,-,-,participant_trials/k15/b028_t28_paint-2-1-l.svg
K15,k15.asc,29,29,17,give_water-2-2-r.png,3578,16,13,3,0,14,0,2,direct,AVP,yes,participant_trials/k15/b029_t29_give_water-2-2-r.svg
K15,k15.asc,31,31,18,clean-1-1-r.png,6554,29,21,8,0,16,13,0,direct,AXVP,pause,participant_trials/k15/b031_t31_clean-1-1-r.svg
K15,k15.asc,32,32,19,push-2-1-l.png,8085,24,19,5,0,16,7,1,inverse,AVP,yes,participant_trials/k15/b032_t32_push-2-1-l.svg
K15,k15.asc,35,35,20,water-1-2-l.png,11180,34,31,3,0,31,3,0,direct,AVPX,yes,participant_trials/k15/b035_t35_water-1-2-l.svg
K15,k15.asc,36,36,21,pour-1-1-r.png,9505,33,28,5,0,14,18,1,direct,AVPX,yes,participant_trials/k15/b036_t36_pour-1-1-r.svg
K15,k15.asc,37,37,22,plant-2-2-r.png,2898,15,8,7,0,6,9,0,inverse,AVP,pause,participant_trials/k15/b037_t37_plant-2-2-r.svg
K15,k15.asc,39,39,23,tie-1-2-l.png,5450,21,15,6,0,8,12,1,direct,AVP,yes,participant_trials/k15/b039_t39_tie-1-2-l.svg
K15,k15.asc,40,40,24,boil-2-1-l.png,2846,13,7,6,0,11,1,1,direct,AVP,false start,participant_trials/k15/b040_t40_boil-2-1-l.svg
K15,k15.asc,41,41,25,shoot-2-2-r.png,2400,13,7,6,0,10,3,0,inverse,AVP,false start,participant_trials/k15/b041_t41_shoot-2-2-r.svg
K15,k15.asc,42,42,26,hang-1-1-r.png,2786,16,10,6,0,15,1,0,other,AVVP,false start,participant_trials/k15/b042_t42_hang-1-1-r.svg
K15,k15.asc,43,43,27,treat-2-1-l.png,,60,0,0,60,32,24,4,-,-,-,participant_trials/k15/b043_t43_treat-2-1-l.svg
K15,k15.asc,44,44,28,pull-1-2-l.png,2891,12,7,5,0,8,4,0,direct,AVP,yes,participant_trials/k15/b044_t44_pull-1-2-l.svg
K15,k15.asc,45,45,29,scold-1-1-r.png,5401,19,15,4,0,7,3,9,direct,AVP,pause,participant_trials/k15/b045_t45_scold-1-1-r.svg
K15,k15.asc,46,46,30,burn-2-2-r.png,2592,14,8,6,0,10,4,0,inverse,AVXP,yes,participant_trials/k15/b046_t46_burn-2-2-r.svg
K15,k15.asc,47,47,31,hit-1-2-l.png,7165,27,22,5,0,7,18,2,direct,AVP,yes,participant_trials/k15/b047_t47_hit-1-2-l.svg
K15,k15.asc,48,48,32,saw-2-1-l.png,2170,13,7,6,0,11,2,0,inverse,AVP,pause,participant_trials/k15/b048_t48_saw-2-1-l.svg
K15,k15.asc,49,49,1,give_water-1-2-l.png,2189,14,7,7,0,9,5,0,inverse,AVPX,yes,participant_trials/k15/b049_t49_give_water-1-2-l.svg
K15,k15.asc,50,50,2,break-2-1-l.png,2533,15,8,7,0,13,2,0,inverse,AVP,pause; false start,participant_trials/k15/b050_t50_break-2-1-l.svg
K15,k15.asc,51,51,3,push-1-1-r.png,,36,0,0,36,13,23,0,-,-,-,participant_trials/k15/b051_t51_push-1-1-r.svg
K15,k15.asc,55,55,4,eat-2-2-r.png,5107,23,20,3,0,20,3,0,inverse,AVP,yes,participant_trials/k15/b055_t55_eat-2-2-r.svg
K15,k15.asc,56,56,5,pour-2-1-l.png,3569,17,11,6,0,15,1,1,inverse,AVXP,false start,participant_trials/k15/b056_t56_pour-2-1-l.svg
K15,k15.asc,57,57,6,pick-1-2-l.png,5223,17,15,2,0,14,3,0,direct,AVP,yes,participant_trials/k15/b057_t57_pick-1-2-l.svg
K15,k15.asc,59,59,7,tie-2-2-r.png,3117,17,11,6,0,8,9,0,inverse,AVP,yes,participant_trials/k15/b059_t59_tie-2-2-r.svg
K15,k15.asc,60,60,8,carry-1-1-r.png,2742,16,9,7,0,8,5,3,incorporation,AV,yes,participant_trials/k15/b060_t60_carry-1-1-r.svg
K15,k15.asc,62,62,9,call-1-2-l.png,1960,7,5,2,0,4,3,0,direct,AVP,pause; false start,participant_trials/k15/b062_t62_call-1-2-l.svg
K15,k15.asc,63,63,10,clean-2-1-l.png,2740,22,13,9,0,20,1,1,inverse,AVP,pause,participant_trials/k15/b063_t63_clean-2-1-l.svg
K15,k15.asc,65,65,11,feed-1-1-r.png,6420,20,19,1,0,11,2,7,direct,AVP,yes,participant_trials/k15/b065_t65_feed-1-1-r.svg
K15,k15.asc,66,66,12,water-2-2-r.png,2992,17,11,6,0,15,2,0,inverse,AVXP,pause,participant_trials/k15/b066_t66_water-2-2-r.svg
K15,k15.asc,67,67,13,wake-2-1-l.png,4345,16,10,6,0,12,4,0,inverse,AVP,yes,participant_trials/k15/b067_t67_wake-2-1-l.svg
K15,k15.asc,68,68,14,plant-1-2-l.png,7341,26,21,5,0,18,7,1,direct,AVP,pause; false start,participant_trials/k15/b068_t68_plant-1-2-l.svg
K15,k15.asc,69,69,15,makelaugh-2-2-r.png,7573,34,27,7,0,21,13,0,direct,AVP,pause,participant_trials/k15/b069_t69_makelaugh-2-2-r.svg
K15,k15.asc,70,70,16,boil-1-1-r.png,2933,13,8,5,0,9,4,0,direct,AVP,yes,participant_trials/k15/b070_t70_boil-1-1-r.svg
K15,k15.asc,71,71,17,teach-1-2-l.png,5212,18,13,5,0,15,2,1,direct,AVP,yes,participant_trials/k15/b071_t71_teach-1-2-l.svg
K15,k15.asc,74,74,18,hang-2-1-l.png,2215,11,6,5,0,10,0,1,other,AVVP,yes,participant_trials/k15/b074_t74_hang-2-1-l.svg
K15,k15.asc,79,78,19,dress-1-1-r.png,1886,13,6,7,0,8,4,1,inverse,AVP,false start,participant_trials/k15/b079_t78_dress-1-1-r.svg
K15,k15.asc,85,84,21,cut_hair-2-1-l.png,6256,24,20,4,0,7,17,0,inverse,AXAVP,yes,participant_trials/k15/b085_t84_cut_hair-2-1-l.svg
K15,k15.asc,86,85,22,burn-1-2-l.png,2262,12,6,6,0,8,4,0,direct,AVP,pause,participant_trials/k15/b086_t85_burn-1-2-l.svg
K15,k15.asc,88,87,23,wash-2-2-r.png,3734,15,9,6,0,7,8,0,inverse,AVP,false start,participant_trials/k15/b088_t87_wash-2-2-r.svg
K15,k15.asc,89,88,24,saw-1-1-r.png,3864,15,10,5,0,10,5,0,inverse,AVP,false start; russian,participant_trials/k15/b089_t88_saw-1-1-r.svg
K15,k15.asc,100,99,25,shoot-1-2-l.png,4106,16,10,6,0,6,10,0,direct,AVP,yes,participant_trials/k15/b100_t99_shoot-1-2-l.svg
K15,k15.asc,101,100,26,open-2-1-l.png,5358,11,10,1,0,8,2,1,inverse,AVP,yes,participant_trials/k15/b101_t100_open-2-1-l.svg
K15,k15.asc,106,105,27,treat-1-1-r.png,2035,14,7,7,0,7,7,0,direct,AVP,false start,participant_trials/k15/b106_t105_treat-1-1-r.svg
K15,k15.asc,107,106,28,throw-2-2-r.png,1940,15,8,7,0,9,5,1,incorporation,VP,pause,participant_trials/k15/b107_t106_throw-2-2-r.svg
K15,k15.asc,108,107,29,scold-2-1-l.png,5671,23,18,5,0,20,0,3,inverse,AVP,yes,participant_trials/k15/b108_t107_scold-2-1-l.svg
K15,k15.asc,109,108,30,cover-1-2-l.png,9692,34,28,6,0,30,3,1,direct,AVPX,yes,participant_trials/k15/b109_t108_cover-1-2-l.svg
K15,k15.asc,110,109,31,hit-2-2-r.png,2902,11,11,0,0,2,7,2,inverse,AVP,yes,participant_trials/k15/b110_t109_hit-2-2-r.svg
K15,k15.asc,111,110,32,paint-1-1-r.png,4597,19,14,5,0,17,2,0,inverse; direct,AVP,false start,participant_trials/k15/b111_t110_paint-1-1-r.svg
K15,k15_1.asc,4,4,1,call-1-1-r.png,2249,16,7,9,0,6,10,0,direct,AVP,yes,participant_trials/k15_1/b004_t4_call-1-1-r.svg
K15,k15_1.asc,5,5,2,break-2-2-r.png,2041,16,6,10,0,7,9,0,direct,AVP,yes,participant_trials/k15_1/b005_t5_break-2-2-r.svg
K15,k15_1.asc,6,6,3,feed-1-2-l.png,2210,18,10,8,0,13,5,0,direct,AVP,yes,participant_trials/k15_1/b006_t6_feed-1-2-l.svg
K15,k15_1.asc,7,7,4,eat-2-1-l.png,4365,24,15,9,0,14,9,1,intransitive,AV,yes,participant_trials/k15_1/b007_t7_eat-2-1-l.svg
K15,k15_1.asc,8,8,5,wake-2-2-r.png,8889,25,19,6,0,14,11,0,inverse,AVP,false start,participant_trials/k15_1/b008_t8_wake-2-2-r.svg
K15,k15_1.asc,9,9,6,pick-1-1-r.png,6392,30,18,12,0,23,4,3,direct,AVP,yes,participant_trials/k15_1/b009_t9_pick-1-1-r.svg
K15,k15_1.asc,10,10,7,makelaugh-2-1-l.png,3072,6,6,0,0,3,3,0,intransitive,AXV,false start,participant_trials/k15_1/b010_t10_makelaugh-2-1-l.svg
K15,k15_1.asc,11,11,8,carry-1-2-l.png,2407,14,7,7,0,10,4,0,incorporation,AV,yes,participant_trials/k15_1/b011_t11_carry-1-2-l.svg
K15,k15_1.asc,13,13,9,teach-1-1-r.png,5977,28,22,6,0,21,7,0,direct,AVPXP,russian,participant_trials/k15_1/b013_t13_teach-1-1-r.svg
K15,k15_1.asc,14,14,10,open-2-2-r.png,2679,13,8,5,0,12,1,0,inverse,AVP,yes,participant_trials/k15_1/b014_t14_open-2-2-r.svg
K15,k15_1.asc,15,15,11,dress-1-2-l.png,2347,13,7,6,0,7,5,1,direct,AVP,yes,participant_trials/k15_1/b015_t15_dress-1-2-l.svg
K15,k15_1.asc,16,16,12,throw-2-1-l.png,1963,11,5,6,0,7,3,1,direct,AVP,yes,participant_trials/k15_1/b016_t16_throw-2-1-l.svg
K15,k15_1.asc,17,17,13,cut_hair-2-2-r.png,1792,13,6,7,0,7,6,0,inverse,AVP,false start,participant_trials/k15_1/b017_t17_cut_hair-2-2-r.svg
K15,k15_1.asc,19,19,14,cover-1-1-r.png,5290,21,16,5,0,17,4,0,direct,AVPX,yes,participant_trials/k15_1/b019_t19_cover-1-1-r.svg
K15,k15_1.asc,20,20,15,wash-2-1-l.png,4700,20,15,5,0,14,5,1,inverse,AVP,yes,participant_trials/k15_1/b020_t20_wash-2-1-l.svg
K15,k15_1.asc,22,22,16,paint-1-2-l.png,2765,14,7,7,0,14,0,0,direct,AVP,pause,participant_trials/k15_1/b022_t22_paint-1-2-l.svg
K15,k15_1.asc,23,23,17,give_water-1-1-r.png,3102,13,9,4,0,11,0,2,direct,AVP,pause,participant_trials/k15_1/b023_t23_give_water-1-1-r.svg
K15,k15_1.asc,24,24,18,clean-2-2-r.png,2565,15,9,6,0,13,2,0,inverse,AVXVP,pause; russian,participant_trials/k15_1/b024_t24_clean-2-2-r.svg
K15,k15_1.asc,25,25,19,push-1-2-l.png,,55,0,0,55,42,12,1,-,-,-,participant_trials/k15_1/b025_t25_push-1-2-l.svg
K15,k15_1.asc,27,27,20,water-2-1-l.png,4723,20,15,5,0,20,0,0,inverse,AVPX,pause,participant_trials/k15_1/b027_t27_water-2-1-l.svg
K15,k15_1.asc,28,28,21,pour-2-2-r.png,7769,31,25,6,0,20,11,0,inverse,AVPX,yes,participant_trials/k15_1/b028_t28_pour-2-2-r.svg
K15,k15_1.asc,29,29,22,plant-1-1-r.png,3144,16,11,5,0,10,6,0,direct,AVP,yes,participant_trials/k15_1/b029_t29_plant-1-1-r.svg
K15,k15_1.asc,30,30,23,tie-2-1-l.png,2302,12,6,6,0,7,3,2,direct,AAXAXVP,pause; false start: russian,participant_trials/k15_1/b030_t30_tie-2-1-l.svg
K15,k15_1.asc,31,31,24,boil-1-2-l.png,7461,25,19,6,0,19,5,1,direct,AVP,pause,participant_trials/k15_1/b031_t31_boil-1-2-l.svg
K15,k15_1.asc,32,32,25,shoot-1-1-r.png,3663,16,9,7,0,12,3,1,direct,AVP,yes,participant_trials/k15_1/b032_t32_shoot-1-1-r.svg
K15,k15_1.asc,33,33,26,hang-2-2-r.png,,70,0,0,70,58,6,6,-,-,-,participant_trials/k15_1/b033_t33_hang-2-2-r.svg
K15,k15_1.asc,34,34,27,treat-1-2-l.png,17070,41,37,4,0,28,12,1,direct,AVP,yes,participant_trials/k15_1/b034_t34_treat-1-2-l.svg
K15,k15_1.asc,35,35,28,pull-2-1-l.png,2039,13,7,6,0,8,5,0,inverse,AVP,yes,participant_trials/k15_1/b035_t35_pull-2-1-l.svg
K15,k15_1.asc,36,36,29,scold-2-2-r.png,2150,11,6,5,0,10,1,0,inverse,AVXP,yes,participant_trials/k15_1/b036_t36_scold-2-2-r.svg
K15,k15_1.asc,37,37,30,burn-1-1-r.png,2613,11,7,4,0,10,1,0,direct,AVP,yes,participant_trials/k15_1/b037_t37_burn-1-1-r.svg
K15,k15_1.asc,38,38,31,hit-2-1-l.png,1725,11,5,6,0,4,7,0,inverse,AVXVP,pause; russian,participant_trials/k15_1/b038_t38_hit-2-1-l.svg
K15,k15_1.asc,39,39,32,saw-1-2-l.png,2078,11,5,6,0,3,8,0,direct,AVP,yes,participant_trials/k15_1/b039_t39_saw-1-2-l.svg
K15,k15_1.asc,40,40,1,give_water-2-1-l.png,2241,13,8,5,0,8,2,3,inverse,AVP,false start,participant_trials/k15_1/b040_t40_give_water-2-1-l.svg
K15,k15_1.asc,41,41,2,break-1-2-l.png,2750,12,6,6,0,6,6,0,direct,AVP,yes,participant_trials/k15_1/b041_t41_break-1-2-l.svg
K15,k15_1.asc,43,43,3,push-2-2-r.png,3094,14,9,5,0,8,6,0,inverse,AVP,false start,participant_trials/k15_1/b043_t43_push-2-2-r.svg
K15,k15_1.asc,44,44,4,eat-1-1-r.png,4992,18,13,5,0,14,3,1,direct,AVP,false start,participant_trials/k15_1/b044_t44_eat-1-1-r.svg
K15,k15_1.asc,45,45,5,pour-1-2-l.png,1696,9,4,5,0,4,5,0,direct,AVP,yes,participant_trials/k15_1/b045_t45_pour-1-2-l.svg
K15,k15_1.asc,46,46,6,pick-2-1-l.png,1861,10,4,6,0,6,4,0,inverse,AXAVP,pause; russian,participant_trials/k15_1/b046_t46_pick-2-1-l.svg
K15,k15_1.asc,47,47,7,tie-1-1-r.png,2043,11,5,6,0,4,7,0,direct,AVP,yes,participant_trials/k15_1/b047_t47_tie-1-1-r.svg
K15,k15_1.asc,48,48,8,carry-2-2-r.png,3318,14,9,5,0,11,3,0,incorporation,AV,yes,participant_trials/k15_1/b048_t48_carry-2-2-r.svg
K15,k15_1.asc,49,49,9,call-2-1-l.png,2880,11,9,2,0,10,1,0,inverse,AVP,yes,participant_trials/k15_1/b049_t49_call-2-1-l.svg
K15,k15_1.asc,50,50,10,clean-1-2-l.png,2635,12,7,5,0,11,1,0,inverse,AXVP,yes,participant_trials/k15_1/b050_t50_clean-1-2-l.svg
K15,k15_1.asc,51,51,11,feed-2-2-r.png,2113,12,6,6,0,9,3,0,inverse,AVP,false start,participant_trials/k15_1/b051_t51_feed-2-2-r.svg
K15,k15_1.asc,52,52,12,water-1-1-r.png,2785,13,8,5,0,10,1,2,direct,AVPX,yes,participant_trials/k15_1/b052_t52_water-1-1-r.svg
K15,k15_1.asc,53,53,13,wake-1-2-l.png,6234,22,17,5,0,15,7,0,direct,AVP,yes,participant_trials/k15_1/b053_t53_wake-1-2-l.svg
K15,k15_1.asc,54,54,14,plant-2-1-l.png,1711,13,6,7,0,7,5,1,inverse,AVP,pause,participant_trials/k15_1/b054_t54_plant-2-1-l.svg
K15,k15_1.asc,56,56,15,makelaugh-1-1-r.png,6591,21,16,5,0,12,9,0,direct,AAVP,pause; false start,participant_trials/k15_1/b056_t56_makelaugh-1-1-r.svg
K15,k15_1.asc,57,57,16,boil-2-2-r.png,2308,15,9,6,0,11,4,0,inverse,AVP,yes,participant_trials/k15_1/b057_t57_boil-2-2-r.svg
K15,k15_1.asc,58,58,17,teach-2-1-l.png,3591,18,10,8,0,11,5,2,inverse,AVP,false start,participant_trials/k15_1/b058_t58_teach-2-1-l.svg
K15,k15_1.asc,59,59,18,hang-1-2-l.png,3241,15,9,6,0,12,0,3,direct,AXVP,pause; false start,participant_trials/k15_1/b059_t59_hang-1-2-l.svg
K15,k15_1.asc,60,60,19,dress-2-2-r.png,2240,14,8,6,0,9,5,0,inverse,AVXP,yes,participant_trials/k15_1/b060_t60_dress-2-2-r.svg
K15,k15_1.asc,61,61,20,pull-1-1-r.png,1630,10,4,6,0,4,6,0,direct,AVP,yes,participant_trials/k15_1/b061_t61_pull-1-1-r.svg
K15,k15_1.asc,62,62,21,cut_hair-1-2-l.png,4983,22,16,6,0,16,6,0,direct,AVP,yes,participant_trials/k15_1/b062_t62_cut_hair-1-2-l.svg
K15,k15_1.asc,64,64,22,burn-2-1-l.png,2047,12,6,6,0,11,0,1,inverse,AVP,yes,participant_trials/k15_1/b064_t64_burn-2-1-l.svg
K15,k15_1.asc,65,65,23,wash-1-1-r.png,1654,10,4,6,0,3,7,0,direct,AVP,yes,participant_trials/k15_1/b065_t65_wash-1-1-r.svg
K15,k15_1.asc,66,66,24,saw-2-2-r.png,,23,0,0,23,7,14,2,-,-,-,participant_trials/k15_1/b066_t66_saw-2-2-r.svg
K15,k15_1.asc,67,67,25,shoot-2-1-l.png,3268,16,9,7,0,11,5,0,inverse,AVP,yes,participant_trials/k15_1/b067_t67_shoot-2-1-l.svg
K15,k15_1.asc,68,68,26,open-1-2-l.png,3154,13,8,5,0,10,3,0,direct,AVP,yes,participant_trials/k15_1/b068_t68_open-1-2-l.svg
K15,k15_1.asc,69,69,27,treat-2-2-r.png,9210,32,25,7,0,22,10,0,direct,AVXVP,false start; russian,participant_trials/k15_1/b069_t69_treat-2-2-r.svg
K15,k15_1.asc,70,70,28,throw-1-1-r.png,4323,12,10,2,0,11,1,0,direct,AAVP,pause; false start,participant_trials/k15_1/b070_t70_throw-1-1-r.svg
K15,k15_1.asc,72,72,29,scold-1-2-l.png,2812,11,7,4,0,10,0,1,direct,AVP,false start,participant_trials/k15_1/b072_t72_scold-1-2-l.svg
K15,k15_1.asc,73,73,30,cover-2-1-l.png,5276,22,16,6,0,19,2,1,inverse,AVP,yes,participant_trials/k15_1/b073_t73_cover-2-1-l.svg
K15,k15_1.asc,74,74,31,hit-1-1-r.png,3577,10,7,3,0,5,4,1,direct,AVP,yes,participant_trials/k15_1/b074_t74_hit-1-1-r.svg
K15,k15_1.asc,75,75,32,paint-2-2-r.png,,37,0,0,37,16,18,3,-,-,-,participant_trials/k15_1/b075_t75_paint-2-2-r.svg
K15,k15_2.asc,4,4,1,call-2-2-r.png,2630,9,9,0,0,8,1,0,inverse,AVP,yes,participant_trials/k15_2/b004_t4_call-2-2-r.svg
K15,k15_2.asc,5,5,2,break-1-1-r.png,4144,17,12,5,0,14,3,0,direct,AVP,yes,participant_trials/k15_2/b005_t5_break-1-1-r.svg
K15,k15_2.asc,6,6,3,feed-2-1-l.png,1537,8,3,5,0,5,3,0,inverse,AVP,yes,participant_trials/k15_2/b006_t6_feed-2-1-l.svg
K15,k15_2.asc,7,7,4,eat-1-2-l.png,4302,16,11,5,0,14,2,0,direct,AXVP,russian,participant_trials/k15_2/b007_t7_eat-1-2-l.svg
K15,k15_2.asc,8,8,5,wake-1-1-r.png,2716,13,7,6,0,8,5,0,direct,AVPX,yes,participant_trials/k15_2/b008_t8_wake-1-1-r.svg
K15,k15_2.asc,9,9,6,pick-2-2-r.png,2971,15,9,6,0,14,1,0,inverse,VXAVP,pause; russian,participant_trials/k15_2/b009_t9_pick-2-2-r.svg
K15,k15_2.asc,10,10,7,makelaugh-1-2-l.png,,43,0,0,43,12,31,0,-,-,-,participant_trials/k15_2/b010_t10_makelaugh-1-2-l.svg
K15,k15_2.asc,11,11,8,carry-2-1-l.png,1788,10,4,6,0,9,1,0,incorporation,AV,yes,participant_trials/k15_2/b011_t11_carry-2-1-l.svg
K15,k15_2.asc,12,12,9,teach-2-2-r.png,1785,13,6,7,0,7,5,1,inverse,AVP,yes,participant_trials/k15_2/b012_t12_teach-2-2-r.svg
K15,k15_2.asc,13,13,10,open-1-1-r.png,,50,0,0,50,24,23,3,-,-,-,participant_trials/k15_2/b013_t13_open-1-1-r.svg
K15,k15_2.asc,14,14,11,dress-2-1-l.png,8285,28,23,5,0,23,5,0,inverse,AVXP,yes,participant_trials/k15_2/b014_t14_dress-2-1-l.svg
K15,k15_2.asc,15,15,12,throw-1-2-l.png,2958,12,8,4,0,8,4,0,direct,AVP,yes,participant_trials/k15_2/b015_t15_throw-1-2-l.svg
K15,k15_2.asc,16,16,13,cut_hair-1-1-r.png,3663,17,12,5,0,13,3,1,direct,AVP,yes,participant_trials/k15_2/b016_t16_cut_hair-1-1-r.svg
K15,k15_2.asc,17,17,14,cover-2-2-r.png,10736,39,34,5,0,35,3,1,inverse,AVP,yes,participant_trials/k15_2/b017_t17_cover-2-2-r.svg
K15,k15_2.asc,18,18,15,wash-1-2-l.png,1757,7,4,3,0,4,2,1,direct,AXAVP,false start; russian,participant_trials/k15_2/b018_t18_wash-1-2-l.svg
K15,k15_2.asc,19,19,16,paint-2-1-l.png,,34,0,0,34,22,8,4,-,-,-,participant_trials/k15_2/b019_t19_paint-2-1-l.svg
K15,k15_2.asc,20,20,17,give_water-2-2-r.png,3578,15,11,4,0,11,2,2,direct,AVP,yes,participant_trials/k15_2/b020_t20_give_water-2-2-r.svg
K15,k15_2.asc,21,21,18,clean-1-1-r.png,6554,21,17,4,0,16,5,0,direct,AXVP,pause,participant_trials/k15_2/b021_t21_clean-1-1-r.svg
K15,k15_2.asc,22,22,19,push-2-1-l.png,8085,27,22,5,0,17,9,1,inverse,AVP,yes,participant_trials/k15_2/b022_t22_push-2-1-l.svg
K15,k15_2.asc,23,23,20,water-1-2-l.png,11180,29,23,6,0,27,0,2,direct,AVPX,yes,participant_trials/k15_2/b023_t23_water-1-2-l.svg
K15,k15_2.asc,24,24,21,pour-1-1-r.png,9505,31,24,7,0,28,3,0,direct,AVPX,yes,participant_trials/k15_2/b024_t24_pour-1-1-r.svg
K15,k15_2.asc,25,25,22,plant-2-2-r.png,2898,16,10,6,0,13,2,1,inverse,AVP,pause,participant_trials/k15_2/b025_t25_plant-2-2-r.svg
K15,k15_2.asc,26,26,23,tie-1-2-l.png,5450,20,14,6,0,13,7,0,direct,AVP,yes,participant_trials/k15_2/b026_t26_tie-1-2-l.svg
K15,k15_2.asc,27,27,24,boil-2-1-l.png,2846,12,7,5,0,11,1,0,direct,AVP,false start,participant_trials/k15_2/b027_t27_boil-2-1-l.svg
K15,k15_2.asc,28,28,25,shoot-2-2-r.png,2400,13,7,6,0,8,5,0,inverse,AVP,false start,participant_trials/k15_2/b028_t28_shoot-2-2-r.svg
K15,k15_2.asc,29,29,26,hang-1-1-r.png,2786,14,8,6,0,14,0,0,other,AVVP,false start,participant_trials/k15_2/b029_t29_hang-1-1-r.svg
K15,k15_2.asc,30,30,27,treat-2-1-l.png,,41,0,0,41,34,6,1,-,-,-,participant_trials/k15_2/b030_t30_treat-2-1-l.svg
K15,k15_2.asc,31,31,28,pull-1-2-l.png,2891,13,9,4,0,9,3,1,direct,AVP,yes,participant_trials/k15_2/b031_t31_pull-1-2-l.svg
K15,k15_2.asc,32,32,29,scold-1-1-r.png,5401,18,14,4,0,16,2,0,direct,AVP,pause,participant_trials/k15_2/b032_t32_scold-1-1-r.svg
K15,k15_2.asc,33,33,30,burn-2-2-r.png,2592,14,6,8,0,12,2,0,inverse,AVXP,yes,participant_trials/k15_2/b033_t33_burn-2-2-r.svg
K15,k15_2.asc,34,34,31,hit-1-2-l.png,7165,27,20,7,0,17,9,1,direct,AVP,yes,participant_trials/k15_2/b034_t34_hit-1-2-l.svg
K15,k15_2.asc,35,35,32,saw-2-1-l.png,2170,11,6,5,0,9,2,0,inverse,AVP,pause,participant_trials/k15_2/b035_t35_saw-2-1-l.svg
K15,k15_2.asc,36,36,1,give_water-1-2-l.png,2189,13,7,6,0,7,6,0,inverse,AVPX,yes,participant_trials/k15_2/b036_t36_give_water-1-2-l.svg
K15,k15_2.asc,37,37,2,break-2-1-l.png,2533,15,9,6,0,12,2,1,inverse,AVP,pause; false start,participant_trials/k15_2/b037_t37_break-2-1-l.svg
K15,k15_2.asc,38,38,3,push-1-1-r.png,,48,0,0,48,11,36,1,-,-,-,participant_trials/k15_2/b038_t38_push-1-1-r.svg
K15,k15_2.asc,40,40,4,eat-2-2-r.png,5107,23,16,7,0,17,6,0,inverse,AVP,yes,participant_trials/k15_2/b040_t40_eat-2-2-r.svg
K15,k15_2.asc,41,41,5,pour-2-1-l.png,3569,15,11,4,0,15,0,0,inverse,AVXP,false start,participant_trials/k15_2/b041_t41_pour-2-1-l.svg
K15,k15_2.asc,42,42,6,pick-1-2-l.png,5223,19,14,5,0,9,9,1,direct,AVP,yes,participant_trials/k15_2/b042_t42_pick-1-2-l.svg
K15,k15_2.asc,43,43,7,tie-2-2-r.png,3117,8,7,1,0,5,3,0,inverse,AVP,yes,participant_trials/k15_2/b043_t43_tie-2-2-r.svg
K15,k15_2.asc,44,44,8,carry-1-1-r.png,2742,13,7,6,0,9,3,1,incorporation,AV,yes,participant_trials/k15_2/b044_t44_carry-1-1-r.svg
K15,k15_2.asc,45,45,9,call-1-2-l.png,1960,11,5,6,0,6,5,0,direct,AVP,pause; false start,participant_trials/k15_2/b045_t45_call-1-2-l.svg
K15,k15_2.asc,46,46,10,clean-2-1-l.png,2740,13,7,6,0,13,0,0,inverse,AVP,pause,participant_trials/k15_2/b046_t46_clean-2-1-l.svg
K15,k15_2.asc,47,47,11,feed-1-1-r.png,6420,15,11,4,0,12,2,1,direct,AVP,yes,participant_trials/k15_2/b047_t47_feed-1-1-r.svg
K15,k15_2.asc,48,48,12,water-2-2-r.png,2992,12,9,3,0,11,1,0,inverse,AVXP,pause,participant_trials/k15_2/b048_t48_water-2-2-r.svg
K15,k15_2.asc,50,50,13,wake-2-1-l.png,4345,17,13,4,0,15,2,0,inverse,AVP,yes,participant_trials/k15_2/b050_t50_wake-2-1-l.svg
K15,k15_2.asc,51,51,14,plant-1-2-l.png,7341,24,21,3,0,23,0,1,direct,AVP,pause; false start,participant_trials/k15_2/b051_t51_plant-1-2-l.svg
