participant,asc_file,block,trial_index,trial_num,image,rt_ms,n_fixations,pre_fixations,post_fixations,unknown_phase_fixations,agent_fixations,patient_fixations,other_fixations,sentence_type,word_order,fluency,trial_svg
K04,k04_1.asc,51,51,16,boil-2-2-r.png,2478,13,8,5,0,6,7,0,inverse,AVP,yes,participant_trials/k04_1/b051_t51_boil-2-2-r.svg
K04,k04_1.asc,52,52,17,teach-2-1-l.png,5444,23,16,7,0,12,10,1,inverse,AVP,false start,participant_trials/k04_1/b052_t52_teach-2-1-l.svg
K04,k04_1.asc,53,53,18,hang-1-2-l.png,2895,19,13,6,0,11,4,4,direct,AVP,yes,participant_trials/k04_1/b053_t53_hang-1-2-l.svg
K04,k04_1.asc,54,54,19,dress-2-2-r.png,3214,17,11,6,0,13,4,0,inverse,AVXVP,false start; russsian,participant_trials/k04_1/b054_t54_dress-2-2-r.svg
K04,k04_1.asc,55,55,20,pull-1-1-r.png,1416,4,3,1,0,3,0,1,direct,APXV,russian,participant_trials/k04_1/b055_t55_pull-1-1-r.svg
K04,k04_1.asc,57,57,21,cut_hair-1-2-l.png,1902,14,6,8,0,6,8,0,direct,AVP,yes,participant_trials/k04_1/b057_t57_cut_hair-1-2-l.svg
K04,k04_1.asc,58,58,22,burn-2-1-l.png,2137,13,7,6,0,10,3,0,inverse,AVP,yes,participant_trials/k04_1/b058_t58_burn-2-1-l.svg
K04,k04_1.asc,59,59,23,wash-1-1-r.png,4191,16,12,4,0,8,8,0,direct,AVP,false start,participant_trials/k04_1/b059_t59_wash-1-1-r.svg
K04,k04_1.asc,60,60,24,saw-2-2-r.png,2186,5,5,0,0,5,0,0,intransitive,AV,yes,participant_trials/k04_1/b060_t60_saw-2-2-r.svg
K04,k04_1.asc,61,61,25,shoot-2-1-l.png,2824,16,10,6,0,7,8,1,inverse,AVAVP,false start,participant_trials/k04_1/b061_t61_shoot-2-1-l.svg
K04,k04_1.asc,62,62,26,open-1-2-l.png,2557,13,7,6,0,4,9,0,direct,AVP,yes,participant_trials/k04_1/b062_t62_open-1-2-l.svg
K04,k04_1.asc,63,63,27,treat-2-2-r.png,4208,19,12,7,0,12,7,0,inverse,AVXP,yes,participant_trials/k04_1/b063_t63_treat-2-2-r.svg
K04,k04_1.asc,64,64,28,throw-1-1-r.png,1657,16,6,10,0,4,12,0,incorporation,AV,yes,participant_trials/k04_1/b064_t64_throw-1-1-r.svg
K04,k04_1.asc,65,65,29,scold-1-2-l.png,3358,17,10,7,0,12,5,0,direct,AVP,yes,participant_trials/k04_1/b065_t65_scold-1-2-l.svg
K04,k04_1.asc,66,66,30,cover-2-1-l.png,2434,17,10,7,0,16,1,0,inverse,AVP,yes,participant_trials/k04_1/b066_t66_cover-2-1-l.svg
K04,k04_1.asc,67,67,31,hit-1-1-r.png,2251,7,3,4,0,2,4,1,direct,AVP,yes,participant_trials/k04_1/b067_t67_hit-1-1-r.svg
K04,k04_1.asc,68,68,32,paint-2-2-r.png,1468,10,4,6,0,8,2,0,inverse,AAXVP,false start; russsian,participant_trials/k04_1/b068_t68_paint-2-2-r.svg
K05,k05.asc,4,4,1,call-1-1-r.png,2227,15,9,6,0,7,7,1,direct,AVP,yes,participant_trials/k05/b004_t4_call-1-1-r.svg
K05,k05.asc,5,5,2,break-2-2-r.png,2654,15,10,5,0,5,10,0,inverse,AVP,yes,participant_trials/k05/b005_t5_break-2-2-r.svg
K05,k05.asc,6,6,3,feed-1-2-l.png,2204,15,8,7,0,8,7,0,direct,AVP,yes,participant_trials/k05/b006_t6_feed-1-2-l.svg
K05,k05.asc,7,7,4,eat-2-1-l.png,3371,18,11,7,0,13,5,0,inverse,AVP,yes,participant_trials/k05/b007_t7_eat-2-1-l.svg
K05,k05.asc,8,8,5,wake-2-2-r.png,3403,22,14,8,0,11,11,0,inverse,AVP,yes,participant_trials/k05/b008_t8_wake-2-2-r.svg
K05,k05.asc,9,9,6,pick-1-1-r.png,2781,14,10,4,0,6,7,1,direct,AVP,yes,participant_trials/k05/b009_t9_pick-1-1-r.svg
K05,k05.asc,10,10,7,makelaugh-2-1-l.png,3053,20,8,12,0,6,14,0,direct,AVP,yes,participant_trials/k05/b010_t10_makelaugh-2-1-l.svg
K05,k05.asc,11,11,8,carry-1-2-l.png,2676,18,12,6,0,10,7,1,other,AVPVX,yes,participant_trials/k05/b011_t11_carry-1-2-l.svg
K05,k05.asc,12,12,9,teach-1-1-r.png,4393,17,11,6,0,9,8,0,direct,AVP,yes,participant_trials/k05/b012_t12_teach-1-1-r.svg
K05,k05.asc,13,13,10,open-2-2-r.png,4210,24,18,6,0,16,6,2,-,-,-,participant_trials/k05/b013_t13_open-2-2-r.svg
K05,k05.asc,14,14,11,dress-1-2-l.png,5611,27,20,7,0,20,7,0,past,AVP,yes,participant_trials/k05/b014_t14_dress-1-2-l.svg
K05,k05.asc,17,16,12,throw-2-1-l.png,2067,17,9,8,0,10,6,1,intransitive,AVP,yes,participant_trials/k05/b017_t16_throw-2-1-l.svg
K05,k05.asc,20,18,13,cut_hair-2-2-r.png,4423,29,17,12,0,15,13,1,inverse,AVP,yes,participant_trials/k05/b020_t18_cut_hair-2-2-r.svg
K05,k05.asc,21,19,14,cover-1-1-r.png,2179,12,5,7,0,7,5,0,direct,AVP,yes,participant_trials/k05/b021_t19_cover-1-1-r.svg
K05,k05.asc,22,20,15,wash-2-1-l.png,1878,16,9,7,0,6,8,2,inverse,AVP,yes,participant_trials/k05/b022_t20_wash-2-1-l.svg
K05,k05.asc,23,21,16,paint-1-2-l.png,1693,12,7,5,0,7,5,0,direct,AVP,yes,participant_trials/k05/b023_t21_paint-1-2-l.svg
K05,k05.asc,24,22,17,give_water-1-1-r.png,3274,16,12,4,0,6,0,10,direct,AVP,yes,participant_trials/k05/b024_t22_give_water-1-1-r.svg
K05,k05.asc,25,23,18,clean-2-2-r.png,,106,0,0,106,48,56,2,-,-,-,participant_trials/k05/b025_t23_clean-2-2-r.svg
K05,k05.asc,26,24,19,push-1-2-l.png,6106,32,20,12,0,9,22,1,past,AVP,yes,participant_trials/k05/b026_t24_push-1-2-l.svg
K05,k05.asc,29,26,20,water-2-1-l.png,2410,15,9,6,0,14,1,0,inverse,AVP,false start,participant_trials/k05/b029_t26_water-2-1-l.svg
K05,k05.asc,30,27,21,pour-2-2-r.png,4271,25,17,8,0,17,8,0,inverse,AVP,pause,participant_trials/k05/b030_t27_pour-2-2-r.svg
K05,k05.asc,31,28,22,plant-1-1-r.png,3166,15,10,5,0,8,6,1,direct,AVP,yes,participant_trials/k05/b031_t28_plant-1-1-r.svg
K05,k05.asc,35,31,23,tie-2-1-l.png,3045,23,12,11,0,8,14,1,past,AVP,yes,participant_trials/k05/b035_t31_tie-2-1-l.svg
K05,k05.asc,38,33,24,boil-1-2-l.png,2324,15,8,7,0,8,7,0,direct,AVP,false start,participant_trials/k05/b038_t33_boil-1-2-l.svg
K05,k05.asc,39,34,25,shoot-1-1-r.png,4009,18,12,6,0,8,10,0,direct,AVP,yes,participant_trials/k05/b039_t34_shoot-1-1-r.svg
K05,k05.asc,43,37,26,hang-2-2-r.png,3774,21,13,8,0,17,2,2,inverse,AVP,false start,participant_trials/k05/b043_t37_hang-2-2-r.svg
K05,k05.asc,44,38,27,treat-1-2-l.png,2932,18,10,8,0,8,10,0,direct,AVP,yes,participant_trials/k05/b044_t38_treat-1-2-l.svg
K05,k05.asc,45,39,28,pull-2-1-l.png,1701,15,8,7,0,8,7,0,other,AVV,yes,participant_trials/k05/b045_t39_pull-2-1-l.svg
K05,k05.asc,46,40,29,scold-2-2-r.png,1745,18,10,8,0,6,11,1,inverse,AVP,yes,participant_trials/k05/b046_t40_scold-2-2-r.svg
K05,k05.asc,49,42,30,burn-1-1-r.png,2014,14,8,6,0,8,6,0,direct,AVP,false start,participant_trials/k05/b049_t42_burn-1-1-r.svg
K05,k05.asc,50,43,31,hit-2-1-l.png,3239,24,12,12,0,10,14,0,past,AVP,yes,participant_trials/k05/b050_t43_hit-2-1-l.svg
K05,k05.asc,51,44,32,saw-1-2-l.png,1479,12,7,5,0,4,8,0,inverse,AVP,yes,participant_trials/k05/b051_t44_saw-1-2-l.svg
K05,k05.asc,52,45,1,give_water-2-1-l.png,3480,21,14,7,0,13,7,1,inverse,AVP,yes,participant_trials/k05/b052_t45_give_water-2-1-l.svg
K05,k05.asc,53,46,2,break-1-2-l.png,1680,10,5,5,0,4,6,0,direct,AVP,yes,participant_trials/k05/b053_t46_break-1-2-l.svg
K05,k05.asc,54,47,3,push-2-2-r.png,6234,30,23,7,0,9,21,0,past,AVP,false start,participant_trials/k05/b054_t47_push-2-2-r.svg
K05,k05.asc,55,48,4,eat-1-1-r.png,2426,16,10,6,0,8,8,0,direct,AVP,yes,participant_trials/k05/b055_t48_eat-1-1-r.svg
K05,k05.asc,56,49,5,pour-1-2-l.png,2502,16,9,7,0,7,9,0,direct,AVP,yes,participant_trials/k05/b056_t49_pour-1-2-l.svg
K05,k05.asc,57,50,6,pick-2-1-l.png,1709,15,8,7,0,8,7,0,inverse,AVP,yes,participant_trials/k05/b057_t50_pick-2-1-l.svg
K05,k05.asc,58,51,7,tie-1-1-r.png,1456,10,4,6,0,2,8,0,past,AVP,yes,participant_trials/k05/b058_t51_tie-1-1-r.svg
K05,k05.asc,59,52,8,carry-2-2-r.png,2555,16,10,6,0,8,7,1,inverse,AVP,yes,participant_trials/k05/b059_t52_carry-2-2-r.svg
K05,k05.asc,60,53,9,call-2-1-l.png,5810,31,24,7,0,21,10,0,inverse,AVP,yes,participant_trials/k05/b060_t53_call-2-1-l.svg
K05,k05.asc,61,54,10,clean-1-2-l.png,,53,0,0,53,26,26,1,-,-,-,participant_trials/k05/b061_t54_clean-1-2-l.svg
K05,k05.asc,62,55,11,feed-2-2-r.png,3780,22,15,7,0,13,9,0,inverse,AVP,yes,participant_trials/k05/b062_t55_feed-2-2-r.svg
K05,k05.asc,65,57,12,water-1-1-r.png,3145,17,11,6,0,12,4,1,direct,AVP,yes,participant_trials/k05/b065_t57_water-1-1-r.svg
K05,k05.asc,66,58,13,wake-1-2-l.png,2076,17,10,7,0,6,11,0,direct,AVP,yes,participant_trials/k05/b066_t58_wake-1-2-l.svg
K05,k05.asc,67,59,14,plant-2-1-l.png,1926,12,8,4,0,6,6,0,inverse,AVP,yes,participant_trials/k05/b067_t59_plant-2-1-l.svg
K05,k05.asc,70,61,15,makelaugh-1-1-r.png,4518,22,16,6,0,9,13,0,direct,AVP,yes,participant_trials/k05/b070_t61_makelaugh-1-1-r.svg
K05,k05.asc,71,62,16,boil-2-2-r.png,2008,12,8,4,0,7,5,0,inverse,AVP,yes,participant_trials/k05/b071_t62_boil-2-2-r.svg
K05,k05.asc,72,63,17,teach-2-1-l.png,9182,38,33,5,0,25,13,0,inverse,AVP,false start,participant_trials/k05/b072_t63_teach-2-1-l.svg
K05,k05.asc,73,64,18,hang-1-2-l.png,1684,13,8,5,0,7,3,3,direct,AVP,yes,participant_trials/k05/b073_t64_hang-1-2-l.svg
K05,k05.asc,75,66,19,dress-2-2-r.png,1913,16,8,8,0,6,9,1,inverse,AVP,yes,participant_trials/k05/b075_t66_dress-2-2-r.svg
K05,k05.asc,76,67,20,pull-1-1-r.png,1333,11,5,6,0,7,4,0,direct; intransitive,AVV,pause,participant_trials/k05/b076_t67_pull-1-1-r.svg
K05,k05.asc,78,69,21,cut_hair-1-2-l.png,1526,14,7,7,0,5,9,0,direct,AVP,yes,participant_trials/k05/b078_t69_cut_hair-1-2-l.svg
K05,k05.asc,79,70,22,burn-2-1-l.png,2055,15,8,7,0,10,4,1,inverse,AVP,yes,participant_trials/k05/b079_t70_burn-2-1-l.svg
K05,k05.asc,80,71,23,wash-1-1-r.png,1975,15,8,7,0,6,9,0,direct,AVP,yes,participant_trials/k05/b080_t71_wash-1-1-r.svg
K05,k05.asc,81,72,24,saw-2-2-r.png,1548,13,6,7,0,5,8,0,inverse,AVP,yes,participant_trials/k05/b081_t72_saw-2-2-r.svg
K05,k05.asc,82,73,25,shoot-2-1-l.png,2057,15,9,6,0,7,8,0,inverse,AVP,yes,participant_trials/k05/b082_t73_shoot-2-1-l.svg
K05,k05.asc,84,75,26,open-1-2-l.png,1539,14,7,7,0,10,4,0,direct,AVP,yes,participant_trials/k05/b084_t75_open-1-2-l.svg
K05,k05.asc,85,76,27,treat-2-2-r.png,3489,18,14,4,0,10,8,0,inverse,AVP,yes,participant_trials/k05/b085_t76_treat-2-2-r.svg
K05,k05.asc,86,77,28,throw-1-1-r.png,1734,11,5,6,0,7,4,0,direct,AVP,yes,participant_trials/k05/b086_t77_throw-1-1-r.svg
K05,k05.asc,87,78,29,scold-1-2-l.png,1674,14,7,7,0,7,6,1,direct,AVP,yes,participant_trials/k05/b087_t78_scold-1-2-l.svg
K05,k05.asc,89,80,30,cover-2-1-l.png,3758,22,15,7,0,16,5,1,inverse,AVAVP,false start,participant_trials/k05/b089_t80_cover-2-1-l.svg
K05,k05.asc,90,81,31,hit-1-1-r.png,2003,17,9,8,0,6,11,0,direct,AVP,yes,participant_trials/k05/b090_t81_hit-1-1-r.svg
K05,k05.asc,91,82,32,paint-2-2-r.png,2155,16,9,7,0,11,4,1,past; inverse,AVAVP,false start,participant_trials/k05/b091_t82_paint-2-2-r.svg
K06,k06.asc,4,4,1,call-2-2-r.png,1739,10,6,4,0,8,2,0,inverse,AVP,false start,participant_trials/k06/b004_t4_call-2-2-r.svg
K06,k06.asc,5,5,2,break-1-1-r.png,1599,9,5,4,0,4,5,0,direct,AVP,yes,participant_trials/k06/b005_t5_break-1-1-r.svg
K06,k06.asc,6,6,3,feed-2-1-l.png,1870,13,7,6,0,9,3,1,inverse,AVP,false start,participant_trials/k06/b006_t6_feed-2-1-l.svg
K06,k06.asc,7,7,4,eat-1-2-l.png,1801,10,4,6,0,6,4,0,direct,AVP,yes,participant_trials/k06/b007_t7_eat-1-2-l.svg
K06,k06.asc,8,8,5,wake-1-1-r.png,1618,10,4,6,0,5,5,0,direct,AVP,yes,participant_trials/k06/b008_t8_wake-1-1-r.svg
K06,k06.asc,9,9,6,pick-2-2-r.png,1260,7,3,4,0,3,4,0,inverse,AVP,yes,participant_trials/k06/b009_t9_pick-2-2-r.svg
K06,k06.asc,10,10,7,makelaugh-1-2-l.png,4377,18,11,7,0,10,8,0,direct,AVP,yes,participant_trials/k06/b010_t10_makelaugh-1-2-l.svg
K06,k06.asc,11,11,8,carry-2-1-l.png,2136,12,6,6,0,11,1,0,inverse,AAVP,false start,participant_trials/k06/b011_t11_carry-2-1-l.svg
K06,k06.asc,12,12,9,teach-2-2-r.png,3305,14,9,5,0,10,4,0,inverse,AVP,yes,participant_trials/k06/b012_t12_teach-2-2-r.svg
K06,k06.asc,13,13,10,open-1-1-r.png,1370,11,5,6,0,8,3,0,direct,AVP,yes,participant_trials/k06/b013_t13_open-1-1-r.svg
K06,k06.asc,14,14,11,dress-2-1-l.png,2854,15,9,6,0,13,2,0,inverse,AVP,yes,participant_trials/k06/b014_t14_dress-2-1-l.svg
K06,k06.asc,15,15,12,throw-1-2-l.png,2003,11,6,5,0,6,5,0,direct,AVP,yes,participant_trials/k06/b015_t15_throw-1-2-l.svg
K06,k06.asc,16,16,13,cut_hair-1-1-r.png,1623,9,5,4,0,3,6,0,direct,AVP,yes,participant_trials/k06/b016_t16_cut_hair-1-1-r.svg
K06,k06.asc,17,17,14,cover-2-2-r.png,2135,11,7,4,0,9,2,0,inverse,AVP,yes,participant_trials/k06/b017_t17_cover-2-2-r.svg
K06,k06.asc,18,18,15,wash-1-2-l.png,3056,15,9,6,0,10,3,2,direct,AVP,yes,participant_trials/k06/b018_t18_wash-1-2-l.svg
K06,k06.asc,19,19,16,paint-2-1-l.png,1244,10,4,6,0,9,1,0,inverse,AVP,yes,participant_trials/k06/b019_t19_paint-2-1-l.svg
K06,k06.asc,20,20,17,give_water-2-2-r.png,2348,11,7,4,0,9,1,1,inverse,AVP,false start,participant_trials/k06/b020_t20_give_water-2-2-r.svg
K06,k06.asc,21,21,18,clean-1-1-r.png,2389,11,5,6,0,8,3,0,direct,AVP,yes,participant_trials/k06/b021_t21_clean-1-1-r.svg
K06,k06.asc,22,22,19,push-2-1-l.png,,61,0,0,61,42,18,1,-,-,-,participant_trials/k06/b022_t22_push-2-1-l.svg
K06,k06.asc,23,23,20,water-1-2-l.png,1298,10,5,5,0,9,1,0,direct,AVP,false start,participant_trials/k06/b023_t23_water-1-2-l.svg
K06,k06.asc,24,24,21,pour-1-1-r.png,2103,12,6,6,0,9,2,1,direct,AVP,yes,participant_trials/k06/b024_t24_pour-1-1-r.svg
K06,k06.asc,25,25,22,plant-2-2-r.png,1758,11,6,5,0,4,7,0,inverse,AVP,false start,participant_trials/k06/b025_t25_plant-2-2-r.svg
K06,k06.asc,26,26,23,tie-1-2-l.png,1364,10,4,6,0,3,7,0,direct,AVP,yes,participant_trials/k06/b026_t26_tie-1-2-l.svg
K06,k06.asc,27,27,24,boil-2-1-l.png,5213,18,13,5,0,15,3,0,inverse,AVP,yes,participant_trials/k06/b027_t27_boil-2-1-l.svg
K06,k06.asc,28,28,25,shoot-2-2-r.png,1722,13,6,7,0,7,5,1,inverse,AVP,false start,participant_trials/k06/b028_t28_shoot-2-2-r.svg
K06,k06.asc,29,29,26,hang-1-1-r.png,2336,13,8,5,0,10,3,0,direct,AVP,yes,participant_trials/k06/b029_t29_hang-1-1-r.svg
K06,k06.asc,30,30,27,treat-2-1-l.png,3400,16,11,5,0,14,2,0,inverse,AVP,yes,participant_trials/k06/b030_t30_treat-2-1-l.svg
K06,k06.asc,31,31,28,pull-1-2-l.png,1051,8,4,4,0,6,2,0,direct,AVP,yes,participant_trials/k06/b031_t31_pull-1-2-l.svg
K06,k06.asc,32,32,29,scold-1-1-r.png,1832,10,5,5,0,5,5,0,direct,AVP,yes,participant_trials/k06/b032_t32_scold-1-1-r.svg
K06,k06.asc,33,33,30,burn-2-2-r.png,3083,16,9,7,0,11,4,1,inverse,AVP,false start,participant_trials/k06/b033_t33_burn-2-2-r.svg
K06,k06.asc,34,34,31,hit-1-2-l.png,1635,10,5,5,0,4,6,0,direct,AVP,yes,participant_trials/k06/b034_t34_hit-1-2-l.svg
K06,k06.asc,35,35,32,saw-2-1-l.png,1831,12,5,7,0,9,3,0,inverse,AVP,yes,participant_trials/k06/b035_t35_saw-2-1-l.svg
K06,k06.asc,36,36,1,give_water-1-2-l.png,3485,18,11,7,0,13,4,1,direct,AVP,yes,participant_trials/k06/b036_t36_give_water-1-2-l.svg
K06,k06.asc,37,37,2,break-2-1-l.png,1958,11,6,5,0,9,2,0,inverse,AVP,false start,participant_trials/k06/b037_t37_break-2-1-l.svg
K06,k06.asc,38,38,3,push-1-1-r.png,1310,9,4,5,0,2,7,0,direct,AVVPX,false start,participant_trials/k06/b038_t38_push-1-1-r.svg
K06,k06.asc,39,39,4,eat-2-2-r.png,1874,10,6,4,0,7,3,0,inverse,AVP,yes,participant_trials/k06/b039_t39_eat-2-2-r.svg
K06,k06.asc,40,40,5,pour-2-1-l.png,1895,12,6,6,0,10,2,0,inverse,AVP,yes,participant_trials/k06/b040_t40_pour-2-1-l.svg
K06,k06.asc,41,41,6,pick-1-2-l.png,1273,8,3,5,0,5,2,1,direct,AVP,false start,participant_trials/k06/b041_t41_pick-1-2-l.svg
K06,k06.asc,42,42,7,tie-2-2-r.png,1599,12,5,7,0,6,6,0,inverse,AVP,yes,participant_trials/k06/b042_t42_tie-2-2-r.svg
K06,k06.asc,43,43,8,carry-1-1-r.png,1551,7,5,2,0,4,3,0,direct,AVP,yes,participant_trials/k06/b043_t43_carry-1-1-r.svg
K06,k06.asc,44,44,9,call-1-2-l.png,1494,10,4,6,0,4,5,1,direct,AVP,yes,participant_trials/k06/b044_t44_call-1-2-l.svg
K06,k06.asc,45,45,10,clean-2-1-l.png,1688,10,5,5,0,9,1,0,direct,AVP,false start,participant_trials/k06/b045_t45_clean-2-1-l.svg
K06,k06.asc,46,46,11,feed-1-1-r.png,2771,13,9,4,0,8,5,0,direct,AVP,yes,participant_trials/k06/b046_t46_feed-1-1-r.svg
K06,k06.asc,47,47,12,water-2-2-r.png,1422,7,4,3,0,4,3,0,inverse,AVP,yes,participant_trials/k06/b047_t47_water-2-2-r.svg
K06,k06.asc,48,48,13,wake-2-1-l.png,1863,13,6,7,0,8,5,0,inverse,AVP,yes,participant_trials/k06/b048_t48_wake-2-1-l.svg
K06,k06.asc,49,49,14,plant-1-2-l.png,3122,13,8,5,0,8,5,0,direct,AVP,false start,participant_trials/k06/b049_t49_plant-1-2-l.svg
K06,k06.asc,50,50,15,makelaugh-2-2-r.png,2162,11,7,4,0,6,5,0,inverse,AVP,yes,participant_trials/k06/b050_t50_makelaugh-2-2-r.svg
K06,k06.asc,51,51,16,boil-1-1-r.png,2938,16,11,5,0,7,9,0,direct,AVP,yes,participant_trials/k06/b051_t51_boil-1-1-r.svg
K06,k06.asc,52,52,17,teach-1-2-l.png,2565,12,8,4,0,8,4,0,direct,AVP,false start,participant_trials/k06/b052_t52_teach-1-2-l.svg
K06,k06.asc,53,53,18,hang-2-1-l.png,1851,12,6,6,0,8,4,0,inverse,AVP,yes,participant_trials/k06/b053_t53_hang-2-1-l.svg
K06,k06.asc,54,54,19,dress-1-1-r.png,1512,10,5,5,0,8,2,0,direct,AVP,yes,participant_trials/k06/b054_t54_dress-1-1-r.svg
K06,k06.asc,56,56,21,cut_hair-2-1-l.png,1487,10,4,6,0,6,4,0,inverse,AVP,yes,participant_trials/k06/b056_t56_cut_hair-2-1-l.svg
K06,k06.asc,57,57,22,burn-1-2-l.png,2018,12,5,7,0,8,4,0,direct,AVP,yes,participant_trials/k06/b057_t57_burn-1-2-l.svg
K06,k06.asc,58,58,23,wash-2-2-r.png,1818,12,6,6,0,6,6,0,inverse,AVP,false start,participant_trials/k06/b058_t58_wash-2-2-r.svg
K06,k06.asc,59,59,24,saw-1-1-r.png,1987,9,4,5,0,3,6,0,inverse,AVP,yes,participant_trials/k06/b059_t59_saw-1-1-r.svg
K06,k06.asc,60,60,25,shoot-1-2-l.png,1741,9,3,6,0,8,1,0,direct,AVP,yes,participant_trials/k06/b060_t60_shoot-1-2-l.svg
K06,k06.asc,61,61,26,open-2-1-l.png,2362,13,8,5,0,10,3,0,inverse,AVP,yes,participant_trials/k06/b061_t61_open-2-1-l.svg
K06,k06.asc,62,62,27,treat-1-1-r.png,2485,13,8,5,0,7,6,0,direct,AVP,yes,participant_trials/k06/b062_t62_treat-1-1-r.svg
K06,k06.asc,63,63,28,throw-2-2-r.png,1167,8,3,5,0,4,4,0,inverse,AVP,yes,participant_trials/k06/b063_t63_throw-2-2-r.svg
K06,k06.asc,64,64,29,scold-2-1-l.png,1306,9,4,5,0,9,0,0,inverse,AVP,false start,participant_trials/k06/b064_t64_scold-2-1-l.svg
K06,k06.asc,65,65,30,cover-1-2-l.png,2640,13,7,6,0,9,4,0,direct,AVP,yes,participant_trials/k06/b065_t65_cover-1-2-l.svg
K06,k06.asc,66,66,31,hit-2-2-r.png,1956,13,7,6,0,9,4,0,inverse,AVP,yes,participant_trials/k06/b066_t66_hit-2-2-r.svg
K06,k06.asc,67,67,32,paint-1-1-r.png,,20,0,0,20,9,10,1,direct,AVP,yes,participant_trials/k06/b067_t67_paint-1-1-r.svg
K06,k06_1.asc,4,4,1,call-1-1-r.png,3286,14,9,5,0,7,7,0,direct,AVP,yes,participant_trials/k06_1/b004_t4_call-1-1-r.svg
K06,k06_1.asc,5,5,2,break-2-2-r.png,1459,9,4,5,0,4,5,0,inverse,AVP,yes,participant_trials/k06_1/b005_t5_break-2-2-r.svg
K06,k06_1.asc,6,6,3,feed-1-2-l.png,2517,14,9,5,0,10,4,0,direct,AVP,yes,participant_trials/k06_1/b006_t6_feed-1-2-l.svg
K06,k06_1.asc,7,7,4,eat-2-1-l.png,3587,18,12,6,0,14,3,1,inverse,AVP,yes,participant_trials/k06_1/b007_t7_eat-2-1-l.svg
K06,k06_1.asc,8,8,5,wake-2-2-r.png,3311,14,8,6,0,6,8,0,inverse,AVP,yes,participant_trials/k06_1/b008_t8_wake-2-2-r.svg
K06,k06_1.asc,9,9,6,pick-1-1-r.png,1601,7,3,4,0,2,5,0,direct,AVP,yes,participant_trials/k06_1/b009_t9_pick-1-1-r.svg
K06,k06_1.asc,10,10,7,makelaugh-2-1-l.png,2364,13,8,5,0,3,10,0,inverse,AVP,yes,participant_trials/k06_1/b010_t10_makelaugh-2-1-l.svg
K06,k06_1.asc,11,11,8,carry-1-2-l.png,2120,9,5,4,0,7,2,0,direct,AVP,false start,participant_trials/k06_1/b011_t11_carry-1-2-l.svg
K06,k06_1.asc,12,12,9,teach-1-1-r.png,2887,13,7,6,0,8,5,0,direct,AVP,yes,participant_trials/k06_1/b012_t12_teach-1-1-r.svg
K06,k06_1.asc,13,13,10,open-2-2-r.png,2560,18,10,8,0,10,8,0,inverse,AVP,false start,participant_trials/k06_1/b013_t13_open-2-2-r.svg
K06,k06_1.asc,14,14,11,dress-1-2-l.png,2227,10,6,4,0,7,3,0,direct,AVP,pause,participant_trials/k06_1/b014_t14_dress-1-2-l.svg
K06,k06_1.asc,15,15,12,throw-2-1-l.png,1394,11,6,5,0,5,4,2,inverse,AVP,yes,participant_trials/k06_1/b015_t15_throw-2-1-l.svg
K06,k06_1.asc,16,16,13,cut_hair-2-2-r.png,2173,14,7,7,0,4,9,1,inverse,AVP,yes,participant_trials/k06_1/b016_t16_cut_hair-2-2-r.svg
K06,k06_1.asc,17,17,14,cover-1-1-r.png,1378,8,3,5,0,5,3,0,direct,AVP,yes,participant_trials/k06_1/b017_t17_cover-1-1-r.svg
K06,k06_1.asc,18,18,15,wash-2-1-l.png,1524,11,5,6,0,9,1,1,inverse,AVP,yes,participant_trials/k06_1/b018_t18_wash-2-1-l.svg
K06,k06_1.asc,19,19,16,paint-1-2-l.png,1196,7,3,4,0,4,3,0,direct,AVP,yes,participant_trials/k06_1/b019_t19_paint-1-2-l.svg
K06,k06_1.asc,20,20,17,give_water-1-1-r.png,2782,8,3,5,0,4,1,3,direct,AVP,yes,participant_trials/k06_1/b020_t20_give_water-1-1-r.svg
K06,k06_1.asc,21,21,18,clean-2-2-r.png,1523,8,4,4,0,3,5,0,inverse,AVP,false start,participant_trials/k06_1/b021_t21_clean-2-2-r.svg
K06,k06_1.asc,22,22,19,push-1-2-l.png,1328,11,3,8,0,8,3,0,direct,AVP,false start,participant_trials/k06_1/b022_t22_push-1-2-l.svg
K06,k06_1.asc,23,23,20,water-2-1-l.png,1610,9,4,5,0,9,0,0,inverse,AVP,false start,participant_trials/k06_1/b023_t23_water-2-1-l.svg
K06,k06_1.asc,24,24,21,pour-2-2-r.png,1867,7,5,2,0,6,1,0,inverse,AVP,yes,participant_trials/k06_1/b024_t24_pour-2-2-r.svg
K06,k06_1.asc,25,25,22,plant-1-1-r.png,1502,11,5,6,0,5,6,0,direct,AVP,yes,participant_trials/k06_1/b025_t25_plant-1-1-r.svg
K06,k06_1.asc,26,26,23,tie-2-1-l.png,1735,11,5,6,0,4,7,0,inverse,AVP,yes,participant_trials/k06_1/b026_t26_tie-2-1-l.svg
K06,k06_1.asc,27,27,24,boil-1-2-l.png,3721,14,9,5,0,7,7,0,direct,AVP,yes,participant_trials/k06_1/b027_t27_boil-1-2-l.svg
K06,k06_1.asc,28,28,25,shoot-1-1-r.png,1735,9,5,4,0,5,4,0,direct,AVP,yes,participant_trials/k06_1/b028_t28_shoot-1-1-r.svg
K06,k06_1.asc,29,29,26,hang-2-2-r.png,1355,11,5,6,0,5,5,1,inverse,AXAVP,false start,participant_trials/k06_1/b029_t29_hang-2-2-r.svg
