average_agent_share_median,average_agent_share_lower,average_agent_share_upper,average_agent_minus_patient_share_median,average_agent_minus_patient_share_lower,average_agent_minus_patient_share_upper,average_log_agent_over_patient_median,average_log_agent_over_patient_lower,average_log_agent_over_patient_upper,p_average_agent_gt_patient,midpoint_agent_share_median,midpoint_agent_share_lower,midpoint_agent_share_upper,p_midpoint_agent_gt_patient
0.636803561177119,0.5496267097062206,0.7152802418248151,0.2736071223542379,0.09925341941244124,0.43056048364963023,0.5695897800026924,0.20046297670053143,0.930238396591494,0.9975,0.6646704501952229,0.5780688252407199,0.7391958593532347,0.99925
