time_bin50,ppt.no,type,cond,wo,item,sol,ppt_ids,agent_sum,patient_sum,N,agent_patient_sum,person,time_rel,time_c,time_c2,time_c3
3,10,pass,P,AV,22,1478,SED__a2,50,0,50,50,10,0.3416856492027335,-0.15831435079726652,0.025063433668359964,-0.00396790122995676
3,10,pass,P,AV,23,1190,SED_b1,50,0,50,50,10,0.5084745762711864,0.008474576271186418,7.181844297615589e-5,6.086308726792856e-7
3,10,pass,P,AV,24,1783,SED_a3,50,0,50,50,10,0.25359256128486896,-0.24640743871513104,0.06071662585415106,-0.014961028264146269
3,10,pass,P,PAV,1,1240,SED__a2,50,0,50,50,10,0.46875,-0.03125,9.765625e-4,-3.0517578125e-5
3,10,pass,P,PAV,13,1172,SED__a2,50,0,50,50,10,0.5244755244755245,0.02447552447552448,5.990512983519978e-4,1.466209471490904e-5
3,10,pass,P,PAV,19,2056,SED__a2,0,50,50,50,10,0.20604395604395603,-0.29395604395604397,0.08641015577828766,-0.025400787550210933
3,10,pass,none,PAV,5,1231,SED__a2,50,0,50,50,10,0.4754358161648177,-0.024564183835182274,6.033991274886301e-4,-1.4822007093619296e-5
3,10,pass,none,PAV,17,1412,SED__a2,50,0,50,50,10,0.3694581280788177,-0.13054187192118227,0.017041180324686357,-0.002224587579330978
3,11,pass,A,PVA,10,5331,SLT_a1,50,0,50,50,11,0.06341154090044387,-0.4365884590995561,0.1906094826189248,-0.08321790030636
3,12,pass,P,APV,9,2559,TVG_a3,0,50,50,50,12,0.15313935681470137,-0.34686064318529863,0.12031230579091906,-0.04173160376974451
3,12,pass,P,APV,13,1838,TVG__a2,0,50,50,50,12,0.24232633279483037,-0.2576736672051696,0.0663957187709605,-0.017108428342436508
3,12,pass,P,AV,5,1458,TVG_b1,15,35,50,50,12,0.34965034965034963,-0.15034965034965037,0.02260501736026212,-0.0033986564562631864
3,12,pass,P,PAV,3,3855,TVG_a3,50,0,50,50,12,0.09216589861751152,-0.4078341013824885,0.1663286542504619,-0.06783449724039575
3,12,pass,P,PAV,6,2102,TVG_a3,50,0,50,50,12,0.19973368841544606,-0.30026631158455397,0.09015985787259245,-0.027071967976390946
3,12,pass,none,PAV,22,2329,TVG_a3,23,27,50,50,12,0.1735106998264893,-0.3264893001735107,0.10659526312778876,-0.034802212860402984
3,13,pass,P,APV,18,2427,ZAL_b3,0,50,50,50,13,0.16420361247947454,-0.33579638752052543,0.11275921387183489,-0.037864136677816476
3,13,pass,P,AV,5,2308,ZAL_b1,50,0,50,50,13,0.1756440281030445,-0.32435597189695553,0.10520679650521861,-0.03412445273061541
3,13,pass,P,AV,21,2407,ZAL_b3,50,0,50,50,13,0.16602102933038185,-0.3339789706696181,0.11154195284953765,-0.037252666599167664
3,13,pass,P,AVP,14,3035,ZAL_b1,50,0,50,50,13,0.12320328542094455,-0.37679671457905545,0.14197576411757018,-0.05349600146935139
3,13,pass,P,PAV,3,3027,ZAL_b3,50,0,50,50,13,0.12360939431396786,-0.3763906056860321,0.1416698880486981,-0.053323214970121845
3,13,pass,none,APV,24,2640,ZAL_b1,0,50,50,50,13,0.14705882352941177,-0.3529411764705882,0.12456747404844289,-0.0439649908406269
3,14,pass,P,AV,5,2699,TPM_a1,36,14,50,50,14,0.14292520247737017,-0.35707479752262983,0.1275024110258271,-0.04552789760069433
4,1,pass,A,PAV,23,2696,ATL_a3,0,50,50,50,1,0.19083969465648856,-0.30916030534351147,0.09558009440009324,-0.029549571169494478
4,1,pass,P,PAV,1,2418,ATL_b2,50,0,50,50,1,0.22002200220022003,-0.27997799779977994,0.07838767925197358,-0.021946825489138917
4,1,pass,P,PAV,10,2084,ATL_b2,50,0,50,50,1,0.2695417789757412,-0.23045822102425878,0.05311099163766611,-0.012239864649650817
4,1,pass,P,PAV,15,1738,ATL_a3,50,0,50,50,1,0.351493848857645,-0.148506151142355,0.022054076927115984,-0.0032751660814434105
4,1,pass,P,PAV,18,2200,ATL_a3,13,37,50,50,1,0.25,-0.25,0.0625,-0.015625
4,1,pass,P,PAV,21,2250,ATL_a3,50,0,50,50,1,0.24242424242424243,-0.25757575757575757,0.06634527089072544,-0.01708893341124746
4,1,pass,P,PAV,22,3563,ATL_b2,50,0,50,50,1,0.13499831252109348,-0.3650016874789065,0.13322623186244933,-0.048627799446250064
4,1,pass,P,PAV,24,3716,ATL_a3,50,0,50,50,1,0.12836970474967907,-0.37163029525032093,0.1381090763478407,-0.05132551681989716
4,2,pass,P,AP,10,1697,GVD_a2,50,0,50,50,2,0.3646308113035551,-0.13536918869644488,0.018324817248333698,-0.0024806156439175523
4,2,pass,P,APV,9,1829,GVD_b3,50,0,50,50,2,0.32546786004882017,-0.17453213995117983,0.030461467875938224,-0.005316505174441618
4,2,pass,P,AV,1,1410,GVD_a2,50,0,50,50,2,0.49382716049382713,-0.006172839506172867,3.8103947568968485e-5,-2.3520955289486822e-7
4,2,pass,P,AV,3,1261,GVD_b3,50,0,50,50,2,0.6051437216338881,0.10514372163388808,0.011055202199024543,0.0011623851026205838
4,2,pass,P,AV,4,1735,GVD_a2,50,0,50,50,2,0.3524229074889868,-0.1475770925110132,0.021778998234004147,-0.003214081237176823
4,2,pass,P,AV,6,1312,GVD_b3,0,50,50,50,2,0.5617977528089888,0.061797752808988804,0.0038189622522408835,2.3600328525084127e-4
4,2,pass,P,AV,7,1445,GVD_a2,50,0,50,50,2,0.47337278106508873,-0.026627218934911268,7.090087882076971e-4,-1.8878932230382486e-5
4,2,pass,P,PAV,18,2075,GVD_b3,0,50,50,50,2,0.2711864406779661,-0.2288135593220339,0.052355644929617924,-0.011979681466946475
4,2,pass,P,PAV,24,1546,GVD_b3,50,0,50,50,2,0.42283298097251587,-0.07716701902748413,0.005954748825588098,-4.595102159280455e-4
4,3,pass,P,A-PAV,8,1977,IEM_a1,50,0,50,50,3,0.29048656499636893,-0.20951343500363107,0.04389587944702074,-0.009196776485450604
4,3,pass,P,A-PAV,21,1884,IEM_b3,50,0,50,50,3,0.3115264797507788,-0.1884735202492212,0.0355222678351336,-0.006695006866123311
4,3,pass,P,APV,23,3133,IEM_a1,11,39,50,50,3,0.15791551519936833,-0.3420844848006317,0.11702179474131362,-0.04003134036452754
4,3,pass,P,AV,2,1503,IEM_a1,50,0,50,50,3,0.4429678848283499,-0.05703211517165008,0.003252662160952359,-1.8550620297790314e-4
4,3,pass,P,AVP,9,1792,IEM_b3,0,50,50,50,3,0.33557046979865773,-0.16442953020134227,0.027037070402234128,-0.004445692784259974
4,3,pass,P,PAV,1,2430,IEM_a2,50,0,50,50,3,0.2185792349726776,-0.2814207650273224,0.0791976469885634,-0.022287862403885327
4,3,pass,P,PAV,13,2968,IEM_a2,50,0,50,50,3,0.16891891891891891,-0.3310810810810811,0.1096146822498174,-0.03629134750162873
4,3,pass,P,PAV,15,3484,IEM_b3,50,0,50,50,3,0.13869625520110956,-0.36130374479889044,0.13054039600570175,-0.04716473392439016
4,3,pass,P,PAV,18,3821,IEM_b3,0,50,50,50,3,0.12418503570319776,-0.3758149642968022,0.14123688738940673,-0.053078935791641364
4,3,pass,P,PAV,19,2749,IEM_a2,0,50,50,50,3,0.18613308515588645,-0.31386691484411355,0.09851244023376203,-0.03091979568993601
4,3,pass,P,PAV,20,2589,IEM_a1,15,35,50,50,3,0.20110608345902464,-0.29889391654097536,0.08933757334520354,-0.026702457191414532
4,3,pass,P,PAV,22,2716,IEM_a2,0,50,50,50,3,0.1890359168241966,-0.3109640831758034,0.09669866102536796,-0.030069810470081337
4,3,pass,P,PAV,24,2802,IEM_b3,50,0,50,50,3,0.18165304268846502,-0.31834695731153495,0.10134478522951225,-0.032262804017206215
4,3,pass,P,PVA,6,4730,IEM_b3,0,50,50,50,3,0.09685230024213075,-0.40314769975786924,0.16252806782006107,-0.06552281668774859
4,3,pass,none,PVA,17,3889,IEM_a2,0,38,50,38,3,0.12161751292186075,-0.37838248707813926,0.14317330652743823,-0.054174271807052865
4,4,pass,P,A-PAV,5,3747,IMI_b1,50,0,50,50,4,0.1271051795360661,-0.3728948204639339,0.1390505471288295,-0.051851228807016654
4,4,pass,P,AV,1,1714,IMI_b2,50,0,50,50,4,0.3590664272890485,-0.14093357271095153,0.01986227191707306,-0.002799260943429507
4,4,pass,P,AV,10,2036,IMI_b2,50,0,50,50,4,0.2785515320334262,-0.2214484679665738,0.049039423964742666,-0.010859705306955547
4,4,pass,P,AV,22,2684,IMI_b2,50,0,50,50,4,0.19193857965451055,-0.30806142034548945,0.09490183870528034,-0.029235595224947206
4,4,pass,P,PAV,2,2851,IMI_b1,50,0,50,50,4,0.1776988005330964,-0.3223011994669036,0.10387806317780479,-0.033480024360505276
4,4,pass,P,PAV,11,2423,IMI_b1,0,50,50,50,4,0.21941854086670323,-0.2805814591332968,0.0787259552093699,-0.022089043384307575
4,4,pass,P,PAV,14,1754,IMI_b1,50,0,50,50,4,0.3466204506065858,-0.1533795493934142,0.023525286172126784,-0.0036082977924319242
4,4,pass,P,PAV,15,1897,IMI_a3,50,0,50,50,4,0.3084040092521203,-0.1915959907478797,0.0367090236706616,-0.007033301759567777
4,4,pass,P,PAV,17,2769,IMI_b1,50,0,50,50,4,0.18441678192715538,-0.3155832180728446,0.0995927675292126,-0.03142980607364962
4,4,pass,P,PAV,18,3564,IMI_a3,50,0,50,50,4,0.1349527665317139,-0.3650472334682861,0.13325948266284937,-0.048646005479488205
4,4,pass,P,PAV,19,5926,IMI_b2,50,0,50,50,4,0.07510326699211416,-0.42489673300788583,0.18053723372077463,-0.07670968079423826
4,4,pass,P,PAV,20,1789,IMI_b1,50,0,50,50,4,0.33641715727502103,-0.16358284272497897,0.026759346433985205,-0.004377369959133829
4,4,pass,P,PAV,21,2059,IMI_a3,0,50,50,50,4,0.27416038382453733,-0.22583961617546267,0.0510035322342803,-0.0115186181433827
4,4,pass,P,PAV,23,2872,IMI_b1,50,0,50,50,4,0.176056338028169,-0.323943661971831,0.1049394961317199,-0.03399448466238814
4,4,pass,P,PAV,24,3351,IMI_a3,50,0,50,50,4,0.14540167211922936,-0.3545983278807706,0.1257399741358385,-0.04458718457633968
4,5,pass,P,AV,1,2085,KSM_b2,50,0,50,50,5,0.26936026936026936,-0.23063973063973064,0.053194685349567505,-0.012268807900489476
4,5,pass,P,AV,2,3888,KSM_a1,50,0,50,50,5,0.12165450121654502,-0.37834549878345497,0.14314531644970133,-0.05415838615067775
4,5,pass,P,AV,5,2915,KSM_a1,50,0,50,50,5,0.17278617710583152,-0.32721382289416845,0.10706888589301623,-0.035034419466073344
4,5,pass,P,AV,10,2704,KSM_b2,0,50,50,50,5,0.19011406844106463,-0.3098859315589354,0.0960292905781492,-0.029758126167753463
4,5,pass,none,AV,15,3718,KSM_a1,50,0,50,50,5,0.12828736369467608,-0.3717126363053239,0.138170283989054,-0.051359640520626554
4,6,pass,A,AV,2,1297,PRM_b3,12,0,50,12,6,0.5738880918220947,0.07388809182209466,0.005459450113110291,4.033883512556383e-4
4,6,pass,A,AV,8,1913,PRM_b3,50,0,50,50,6,0.30464584920030463,-0.19535415079969537,0.038163244234670116,-0.007455348169225351
4,6,pass,P,AV,2,2931,PRM_a1,0,50,50,50,6,0.1716001716001716,-0.3283998283998284,0.10784644729303673,-0.0354167547845644
4,6,pass,P,AV,3,1601,PRM_b3,50,0,50,50,6,0.3996003996003996,-0.10039960039960039,0.010080079760399438,-0.001012035979940203
4,6,pass,P,AV,5,1897,PRM_a1,50,0,50,50,6,0.3084040092521203,-0.1915959907478797,0.0367090236706616,-0.007033301759567777
4,6,pass,P,AV,6,2625,PRM_b3,0,50,50,50,6,0.19753086419753085,-0.30246913580246915,0.09148757811309252,-0.027672168688527985
4,6,pass,P,AV,9,1477,PRM_b3,0,50,50,50,6,0.45610034207525657,-0.04389965792474343,0.0019271799659094887,-8.460254126284525e-5
4,6,pass,P,AV,12,2055,PRM_b3,0,9,50,9,6,0.27491408934707906,-0.22508591065292094,0.05066366717445471,-0.011403677662978636
4,6,pass,P,AV,14,2843,PRM_a1,32,18,50,50,6,0.17833259028087384,-0.32166740971912616,0.10346992247541217,-0.03328290194650463
4,6,pass,P,AV,15,1884,PRM_b3,49,0,50,49,6,0.3115264797507788,-0.1884735202492212,0.0355222678351336,-0.006695006866123311
4,6,pass,P,AV,17,2111,PRM_a1,50,0,50,50,6,0.26472534745201853,-0.23527465254798147,0.0553541621315734,-0.013023431262590566
4,6,pass,P,AV,18,2100,PRM_b3,0,50,50,50,6,0.26666666666666666,-0.23333333333333334,0.05444444444444445,-0.012703703703703705
4,6,pass,P,AV,20,1830,PRM_a1,0,50,50,50,6,0.3252032520325203,-0.17479674796747968,0.03055390310000661,-0.005340722899594652
4,6,pass,P,AV,21,1409,PRM_b3,50,0,50,50,6,0.49443757725587145,-0.005562422744128548,3.0940546784398566e-5,-1.72104401149312e-7
4,6,pass,P,AV,23,2524,PRM_a1,22,0,50,22,6,0.2079002079002079,-0.2920997920997921,0.08532228854474176,-0.02492262274539754
4,6,pass,P,AV,24,2197,PRM_b3,50,0,50,50,6,0.25046963055729493,-0.24953036944270507,0.06226540527421288,-0.015537109581574097
4,6,pass,none,APV,9,1257,PRM_a1,23,0,50,23,6,0.60882800608828,0.10882800608828003,0.011843534909150714,0.001288908289199811
4,7,pass,P,APV,4,2117,RAI_b2,50,0,50,50,7,0.26367831245880025,-0.23632168754119975,0.05584794000232045,-0.013198079427048044
4,7,pass,P,APV,11,2777,RAI_b1,50,0,50,50,7,0.18373909049150206,-0.31626090950849794,0.10002096288314233,-0.03163272069133831
4,7,pass,P,APV,12,1698,RAI_a3,50,0,50,50,7,0.36429872495446264,-0.13570127504553736,0.01841483604898458,-0.002498916731601733
4,7,pass,P,AV,1,1298,RAI_b2,0,50,50,50,7,0.5730659025787965,0.07306590257879653,0.005338626119654185,3.900715359632712e-4
4,7,pass,P,AV,2,2231,RAI_b1,50,0,50,50,7,0.24524831391784183,-0.25475168608215815,0.06489842156170245,-0.016532982316914385
4,7,pass,P,AV,5,1362,RAI_b1,50,0,50,50,7,0.5249343832020997,0.02493438320209973,6.217234656691532e-4,1.5502291138732163e-5
4,7,pass,P,AV,6,2168,RAI_a3,50,0,50,50,7,0.25510204081632654,-0.24489795918367346,0.059975010412328195,-0.01468775765199874
4,7,pass,P,AV,7,3300,RAI_b2,50,0,50,50,7,0.14814814814814814,-0.35185185185185186,0.12379972565157751,-0.043559162729258756
4,7,pass,P,AV,8,2250,RAI_b1,50,0,50,50,7,0.24242424242424243,-0.25757575757575757,0.06634527089072544,-0.01708893341124746
4,7,pass,P,AV,9,1482,RAI_a3,50,0,50,50,7,0.45351473922902497,-0.046485260770975034,0.0021608794689455505,-1.0044904560857996e-4
4,7,pass,P,AV,10,1537,RAI_b2,0,44,50,44,7,0.42689434364994666,-0.07310565635005334,0.005344436990372094,-3.907085740026556e-4
4,7,pass,P,AV,13,1208,RAI_b2,12,0,50,12,7,0.6578947368421053,0.1578947368421053,0.02493074792243769,0.003936433882490162
4,7,pass,P,AV,15,4213,RAI_a3,50,0,50,50,7,0.11071132023249378,-0.38928867976750625,0.15154567619512804,-0.05899501621047539
4,7,pass,P,AV,17,2141,RAI_b1,50,0,50,50,7,0.25957170668397145,-0.24042829331602855,0.05780576422685826,-0.013898141236892267
4,7,pass,P,AV,18,2208,RAI_a3,50,0,50,50,7,0.24875621890547264,-0.2512437810945274,0.06312343753867479,-0.015859371122900884
4,7,pass,P,AV,19,2002,RAI_b2,50,0,50,50,7,0.28530670470756064,-0.21469329529243936,0.046093211043526566,-0.009895903369544575
4,7,pass,P,AV,21,2283,RAI_a3,50,0,50,50,7,0.23767082590612001,-0.26232917409388,0.06881659558077721,-0.01805260068265784
4,7,pass,P,AV,22,1628,RAI_b2,0,50,50,50,7,0.38910505836575876,-0.11089494163424124,0.01229768808006177,-0.0013637514018745543
4,7,pass,P,AV,23,2089,RAI_b1,50,0,50,50,7,0.2686366689053056,-0.23136333109469442,0.0535289909752332,-0.012384645662167787
4,7,pass,P,AV,24,1572,RAI_a3,50,0,50,50,7,0.411522633744856,-0.08847736625514402,0.0078282443394468975,-6.926224415560011e-4
4,7,pass,P,PAV,14,3226,RAI_b1,0,50,50,50,7,0.15232292460015232,-0.3476770753998477,0.1208793487585914,-0.04202697845262527
4,7,pass,P,PAV,20,3226,RAI_b1,0,50,50,50,7,0.15232292460015232,-0.3476770753998477,0.1208793487585914,-0.04202697845262527
4,7,pass,none,PAV,7,3492,RAI_a3,50,0,50,50,7,0.13831258644536654,-0.36168741355463346,0.13081778512384046,-0.04731514634838766
4,7,pass,none,PAV,12,3420,RAI_b1,50,0,50,50,7,0.14184397163120568,-0.35815602836879434,0.1282757406569086,-0.04594272980974387
4,7,pass,none,PAV,20,3946,RAI_b2,0,50,50,50,7,0.1195457262402869,-0.3804542737597131,0.1447454544220307,-0.05506902674215334
4,7,pass,none,PAV,24,3104,RAI_b1,50,0,50,50,7,0.1597444089456869,-0.34025559105431313,0.11577386724371998,-0.039392705627655525
4,8,pass,P,AV,1,3345,REI_a2,50,0,50,50,8,0.14571948998178508,-0.3542805100182149,0.12551467977876649,-0.04446740476679432
4,8,pass,P,AV,2,3122,REI_b1,0,50,50,50,8,0.1586042823156225,-0.3413957176843775,0.11655103605323118,-0.03979002460025061
4,8,pass,P,AV,5,3118,REI_b1,0,50,50,50,8,0.15885623510722796,-0.34114376489277204,0.11637906832521493,-0.03970199352317697
4,8,pass,P,AV,8,3989,REI_b1,42,8,50,50,8,0.11802891708468574,-0.38197108291531423,0.14590190818349785,-0.05573030986826143
4,8,pass,P,AV,10,2473,REI_a2,0,50,50,50,8,0.21356113187399894,-0.28643886812600106,0.08204722517330462,-0.02350151431152052
4,8,pass,P,AV,14,3832,REI_b1,0,50,50,50,8,0.12376237623762376,-0.37623762376237624,0.14155474953435937,-0.05325822259708571
4,8,pass,P,AV,18,3519,REI_b3,14,36,50,50,8,0.1370332305584104,-0.36296676944158957,0.13174487571886404,-0.04781901193015979
4,8,pass,P,AV,19,4562,REI_a2,0,50,50,50,8,0.10095911155981828,-0.3990408884401817,0.15923363064712953,-0.06354072944298632
4,8,pass,P,AV,20,5551,REI_b1,0,50,50,50,8,0.08079175924055747,-0.4192082407594425,0.17573554912062672,-0.07366979038575253
4,8,pass,P,AV,21,2294,REI_b3,47,3,50,50,8,0.2361275088547816,-0.2638724911452184,0.06962869158318336,-0.01837309630323669
4,8,pass,P,AV,23,3707,REI_b1,30,0,50,30,8,0.1287415513356936,-0.3712584486643064,0.13783283570462743,-0.0511716047587022
4,8,pass,none,PAV,6,5252,REI_b1,50,0,50,50,8,0.08598452278589853,-0.4140154772141015,0.17140881537282018,-0.07096590249528197
4,9,pass,P,APV,4,2662,RLI_b2,0,50,50,50,9,0.19398642095053345,-0.3060135790494666,0.09364431056266413,-0.028656430632900617
4,9,pass,P,AV,5,2746,RLI_a1,50,0,50,50,9,0.1863932898415657,-0.31360671015843433,0.09834916865639624,-0.030842959229149428
4,9,pass,P,PAV,1,2882,RLI_b2,50,0,50,50,9,0.175284837861525,-0.324715162138475,0.10543993652261612,-0.0342379460838118
4,9,pass,P,PAV,3,1365,RLI__b3,0,50,50,50,9,0.5228758169934641,0.022875816993464082,5.2330300311846e-4,1.1970983731468056e-5
4,9,pass,P,PAV,9,1567,RLI__b3,0,50,50,50,9,0.4136504653567735,-0.08634953464322648,0.007456242133101769,-6.438430383805562e-4
4,9,pass,P,PAV,12,2048,RLI__b3,50,0,50,50,9,0.27624309392265195,-0.22375690607734805,0.05006715301730716,-0.01120287125525381
4,9,pass,P,PAV,13,2841,RLI_b2,50,0,50,50,9,0.178491744756805,-0.32150825524319504,0.10336755818952345,-0.033233523282263124
4,9,pass,P,PAV,15,1502,RLI__b3,0,50,50,50,9,0.4434589800443459,-0.05654101995565408,0.003196886937625673,-1.8075524813626306e-4
4,9,pass,P,PAV,18,1433,RLI__b3,50,0,50,50,9,0.4801920768307323,-0.019807923169267716,3.923538202796128e-4,-7.771714327267244e-6
4,9,pass,P,PAV,19,1971,RLI_b2,50,0,50,50,9,0.29175784099197666,-0.20824215900802334,0.043364796788322876,-0.009030378908144553
4,9,pass,P,PAV,21,1720,RLI__b3,50,0,50,50,9,0.35714285714285715,-0.14285714285714285,0.02040816326530612,-0.0029154518950437313
4,9,pass,P,PAV,22,2037,RLI_b2,50,0,50,50,9,0.2783576896311761,-0.22164231036882392,0.049125313745630075,-0.010888248036174794
4,9,pass,P,PAV,24,1715,RLI__b3,0,50,50,50,9,0.35874439461883406,-0.14125560538116594,0.019953146051599674,-0.002818493724777533
4,9,pass,P,PVA,16,2784,RLI_b2,50,0,50,50,9,0.18315018315018314,-0.31684981684981683,0.10039380643776247,-0.031809759182661004
4,10,pass,A,PAV,17,1919,SED_a3,50,0,50,50,10,0.3032600454890068,-0.1967399545109932,0.03870660970098767,-0.007615136631847081
4,10,pass,A,NA,2,1974,SED_a3,50,0,50,50,10,0.29112081513828236,-0.20887918486171764,0.04363051386849561,-0.00911350617194923
4,10,pass,P,APV,4,1085,SED__a2,43,0,43,43,10,0.8247422680412371,0.32474226804123707,0.10545754065256667,0.03424652093356546
4,10,pass,P,APV,6,1018,SED_a3,0,10,10,10,10,0.9569377990430622,0.4569377990430622,0.2087921521943179,0.09540502648113569
4,10,pass,P,APV,7,1164,SED__a2,50,0,50,50,10,0.7092198581560284,0.2092198581560284,0.043772949046828644,0.009158170190648546
4,10,pass,P,APV,16,1262,SED__a2,0,50,50,50,10,0.6042296072507553,0.10422960725075525,0.010863811027646691,0.0011323307566580385
4,10,pass,P,APV,17,1579,SED_b1,50,0,50,50,10,0.40858018386108275,-0.09141981613891725,0.008357582782873435,-7.640486813760699e-4
4,10,pass,P,AV,2,1543,SED_b1,0,50,50,50,10,0.4241781548250265,-0.07582184517497348,0.005748952205737649,-4.358961640617623e-4
4,10,pass,P,AV,3,1251,SED_a3,50,0,50,50,10,0.6144393241167435,0.11443932411674351,0.013096358904297074,0.0014987384613980527
4,10,pass,P,AV,5,1081,SED_b1,41,0,41,41,10,0.8316008316008316,0.33160083160083165,0.10995911151836311,0.03646253282157779
4,10,pass,P,AV,8,3328,SED_b1,0,50,50,50,10,0.1466275659824047,-0.3533724340175953,0.12487207712351976,-0.04412634983397106
4,10,pass,P,AV,9,1484,SED_a3,50,0,50,50,10,0.45248868778280543,-0.04751131221719457,0.0022573247885997417,-1.0724846280677505e-4
4,10,pass,P,AV,11,1201,SED_b1,50,0,50,50,10,0.6655574043261231,0.1655574043261231,0.0274092541272034,0.004537804967814872
4,10,pass,P,AV,14,2333,SED_b1,50,0,50,50,10,0.2308136180034622,-0.26918638199653777,0.07246130825238595,-0.01950559740319564
4,10,pass,P,AV,15,3148,SED_a3,50,0,50,50,10,0.15698587127158556,-0.3430141287284144,0.11765869250731326,-0.04035859389772048
4,10,pass,P,AV,18,1267,SED_a3,50,0,50,50,10,0.5997001499250375,0.0997001499250375,0.009940119895074956,9.910314438118211e-4
4,10,pass,P,AV,20,1686,SED_b1,50,0,50,50,10,0.3683241252302026,-0.13167587476979742,0.01733853599639137,-0.002283066894552455
4,10,pass,P,AV,21,1438,SED_a3,50,0,50,50,10,0.477326968973747,-0.02267303102625301,5.140663359174317e-4,-1.1655441983808128e-5
4,10,pass,P,AV,22,1478,SED__a2,50,0,50,50,10,0.45558086560364464,-0.044419134396355364,0.0019730595005214803,-8.764159512566942e-5
4,10,pass,P,AV,23,1190,SED_b1,50,0,50,50,10,0.6779661016949152,0.17796610169491522,0.03167193335248491,0.0056365305118829066
4,10,pass,P,AV,24,1783,SED_a3,50,0,50,50,10,0.33812341504649196,-0.16187658495350804,0.026204028756210307,-0.004241818687078845
4,10,pass,P,PAV,1,1240,SED__a2,50,0,50,50,10,0.625,0.125,0.015625,0.001953125
4,10,pass,P,PAV,13,1172,SED__a2,50,0,50,50,10,0.6993006993006993,0.19930069930069927,0.03972076874174775,0.007916376986991684
4,10,pass,P,PAV,19,2056,SED__a2,0,50,50,50,10,0.27472527472527475,-0.22527472527472525,0.05074870184760294,-0.011432399866767693
4,10,pass,none,PAV,5,1231,SED__a2,50,0,50,50,10,0.6339144215530903,0.1339144215530903,0.017933072299898777,0.0024014970037106913
4,10,pass,none,PAV,17,1412,SED__a2,50,0,50,50,10,0.49261083743842365,-0.007389162561576346,5.45997233614015e-5,-4.0344623173449336e-7
4,11,pass,A,PVA,10,5331,SLT_a1,50,0,50,50,11,0.08454872120059184,-0.41545127879940813,0.17259976505606353,-0.071706793113019
4,12,pass,P,APV,1,2054,TVG__a2,22,0,50,22,12,0.2751031636863824,-0.22489683631361762,0.050578586983874116,-0.011374964197886408
4,12,pass,P,APV,9,2559,TVG_a3,0,38,50,38,12,0.20418580908626852,-0.2958141909137315,0.08750603554594559,-0.025885527105092124
4,12,pass,P,APV,13,1838,TVG__a2,0,50,50,50,12,0.32310177705977383,-0.17689822294022617,0.03129298127940996,-0.005535672778829387
4,12,pass,P,AV,5,1458,TVG_b1,50,0,50,50,12,0.4662004662004662,-0.03379953379953382,0.0011424084850658292,-3.861287420385672e-5
4,12,pass,P,PAV,3,3855,TVG_a3,50,0,50,50,12,0.1228878648233487,-0.3771121351766513,0.14221356249749295,-0.05363046020450771
4,12,pass,P,PAV,6,2102,TVG_a3,50,0,50,50,12,0.2663115845539281,-0.23368841544607188,0.05461027551369589,-0.012761788751869011
4,12,pass,none,PAV,22,2329,TVG_a3,0,50,50,50,12,0.2313475997686524,-0.2686524002313476,0.07217411215006418,-0.019389748463681213
4,13,pass,P,APV,18,2427,ZAL_b3,0,50,50,50,13,0.21893814997263272,-0.2810618500273673,0.0789957635408063,-0.022202695445103466
4,13,pass,P,AV,5,2308,ZAL_b1,50,0,50,50,13,0.234192037470726,-0.26580796252927397,0.07065387294396391,-0.018780362012037245
4,13,pass,P,AV,21,2407,ZAL_b3,50,0,50,50,13,0.22136137244050913,-0.27863862755949087,0.07763948476823666,-0.02163335948024746
4,13,pass,P,AVP,14,3035,ZAL_b1,50,0,50,50,13,0.16427104722792607,-0.33572895277207393,0.11271392972943345,-0.037841329590887825
4,13,pass,P,PAV,3,3027,ZAL_b3,50,0,50,50,13,0.16481252575195715,-0.33518747424804285,0.11235064289278239,-0.03765852822137555
4,13,pass,none,APV,24,2640,ZAL_b1,0,50,50,50,13,0.19607843137254902,-0.303921568627451,0.09236831987697042,-0.028072724668491013
4,14,pass,P,AV,5,2699,TPM_a1,50,0,50,50,14,0.19056693663649357,-0.3094330633635064,0.09574882070252376,-0.02962785090342505
5,1,pass,A,PAV,23,2696,ATL_a3,0,50,50,50,1,0.2385496183206107,-0.2614503816793893,0.06835630208029833,-0.01787178126908563
5,1,pass,P,PAV,1,2418,ATL_b2,50,0,50,50,1,0.27502750275027504,-0.22497249724972496,0.0506126245187775,-0.011386448530352034
5,1,pass,P,PAV,10,2084,ATL_b2,50,0,50,50,1,0.33692722371967654,-0.16307277628032346,0.026592730363772427,-0.0043365503692944255
5,1,pass,P,PAV,15,1738,ATL_a3,50,0,50,50,1,0.43936731107205623,-0.06063268892794377,0.0036763229666327947,-2.2290534683450165e-4
5,1,pass,P,PAV,18,2200,ATL_a3,50,0,50,50,1,0.3125,-0.1875,0.03515625,-0.006591796875
5,1,pass,P,PAV,21,2250,ATL_a3,50,0,50,50,1,0.30303030303030304,-0.19696969696969696,0.03879706152433425,-0.007641845451762806
5,1,pass,P,PAV,22,3563,ATL_b2,50,0,50,50,1,0.16874789065136686,-0.33125210934863314,0.10972795994791881,-0.03634761818727044
5,1,pass,P,PAV,24,3716,ATL_a3,50,0,50,50,1,0.16046213093709885,-0.3395378690629012,0.11528596452777583,-0.039143950728622215
