window_key,window,sentence_type,condition_key,condition,filename_suffix,agent_num,patient_num,referent,time_rel,mean_prop,sd_prop,n_bins,lower,upper
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,agent,0.950000,0.672855,0.464018,164,0.600387,0.745322
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,agent,1.000000,0.711582,0.449245,165,0.641634,0.781529
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.000000,0.369100,0.474223,163,0.294812,0.443388
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.050000,0.403590,0.485913,78,0.293552,0.513627
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.100000,0.338817,0.455410,169,0.268753,0.408880
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.150000,0.262593,0.419814,162,0.196625,0.328560
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.200000,0.196667,0.381178,168,0.137850,0.255484
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.250000,0.217751,0.404401,169,0.155536,0.279967
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.300000,0.172821,0.373226,156,0.113056,0.232585
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.350000,0.154535,0.345295,172,0.101878,0.207192
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.400000,0.146282,0.342332,156,0.091465,0.201099
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.450000,0.134205,0.327408,176,0.084846,0.183563
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.500000,0.160892,0.362458,157,0.103037,0.218746
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.550000,0.135951,0.330403,163,0.084193,0.187709
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.600000,0.123030,0.322230,165,0.072859,0.173201
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.650000,0.147412,0.340357,170,0.095203,0.199620
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.700000,0.168516,0.364730,155,0.109924,0.227108
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.750000,0.209364,0.399712,173,0.148585,0.270143
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.800000,0.200252,0.393929,159,0.137770,0.262733
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.850000,0.183114,0.382780,167,0.123873,0.242355
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.900000,0.190296,0.389329,169,0.130399,0.250193
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,0.950000,0.191111,0.383329,164,0.131245,0.250977
linguistic_encoding_1,Linguistic encoding I,inverse,inverse_2_agents_2_patients,"2 agents, 2 patients",2_agents_2_patients,2,2,patient,1.000000,0.152312,0.356569,165,0.096794,0.207829
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.000000,0.749072,0.419943,194,0.688772,0.809373
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.050000,0.666000,0.456665,90,0.569726,0.762274
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.100000,0.778105,0.402575,190,0.719694,0.836517
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.150000,0.764433,0.407050,194,0.705984,0.822882
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.200000,0.744868,0.425363,189,0.682987,0.806749
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.250000,0.748163,0.415152,196,0.688856,0.807471
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.300000,0.734860,0.425344,179,0.671277,0.798444
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.350000,0.684343,0.442947,198,0.621386,0.747301
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.400000,0.753057,0.411040,193,0.693882,0.812232
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.450000,0.717158,0.439844,190,0.653339,0.780977
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.500000,0.720808,0.428790,198,0.659862,0.781754
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.550000,0.594419,0.479689,172,0.521267,0.667571
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.600000,0.622944,0.471772,197,0.555719,0.690169
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.650000,0.643655,0.465468,197,0.577328,0.709981
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.700000,0.695440,0.451576,193,0.630430,0.760451
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.750000,0.715169,0.428015,178,0.651006,0.779331
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.800000,0.720000,0.438300,203,0.658475,0.781525
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.850000,0.683778,0.449779,180,0.616729,0.750827
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.900000,0.671168,0.461007,197,0.605477,0.736858
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,0.950000,0.613823,0.464733,185,0.545487,0.682158
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,agent,1.000000,0.550804,0.483123,194,0.481431,0.620176
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.000000,0.094536,0.283233,194,0.053866,0.135206
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.050000,0.100444,0.292835,90,0.038709,0.162180
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.100000,0.091158,0.284517,190,0.049876,0.132440
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.150000,0.104433,0.296136,194,0.061910,0.146956
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.200000,0.108571,0.306262,189,0.064017,0.153126
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.250000,0.124286,0.321493,196,0.078358,0.170213
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.300000,0.108156,0.300760,179,0.063197,0.153116
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.350000,0.094040,0.274313,198,0.055051,0.133030
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.400000,0.104249,0.296403,193,0.061578,0.146920
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.450000,0.144737,0.346717,190,0.094430,0.195044
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.500000,0.142626,0.342409,198,0.093958,0.191294
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.550000,0.180581,0.375304,172,0.123348,0.237815
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.600000,0.171269,0.368346,197,0.118782,0.223756
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.650000,0.198071,0.391958,197,0.142219,0.253923
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.700000,0.156684,0.354515,193,0.105647,0.207721
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.750000,0.112022,0.300751,178,0.066938,0.157107
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.800000,0.113892,0.312071,203,0.070085,0.157698
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.850000,0.151222,0.350758,180,0.098934,0.203510
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.900000,0.152794,0.347025,197,0.103345,0.202243
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,0.950000,0.160836,0.355353,185,0.108584,0.213088
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_1_patient,"1 agent, 1 patient",1_agent_1_patient,1,1,patient,1.000000,0.253863,0.429328,194,0.192215,0.315511
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.000000,0.730101,0.415813,198,0.671000,0.789202
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.050000,0.615670,0.469869,97,0.520254,0.711086
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.100000,0.663939,0.462466,198,0.598207,0.729671
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.150000,0.611308,0.478991,214,0.545822,0.676795
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.200000,0.662963,0.456172,189,0.596600,0.729326
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.250000,0.683286,0.447085,213,0.622019,0.744554
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.300000,0.718421,0.436678,190,0.655061,0.781781
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.350000,0.702977,0.445579,215,0.642200,0.763753
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.400000,0.627107,0.466549,197,0.560626,0.693587
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.450000,0.638173,0.468023,197,0.571482,0.704863
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.500000,0.659020,0.463437,204,0.594126,0.723914
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.550000,0.656392,0.449683,194,0.591821,0.720962
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.600000,0.678995,0.452815,199,0.614797,0.743193
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.650000,0.634634,0.463821,205,0.569845,0.699423
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.700000,0.624000,0.461266,205,0.559568,0.688432
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.750000,0.671538,0.445999,208,0.609689,0.733387
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.800000,0.618894,0.466841,199,0.552708,0.685081
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.850000,0.635635,0.462975,197,0.569663,0.701606
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.900000,0.611886,0.474899,191,0.543161,0.680611
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,0.950000,0.611410,0.469088,207,0.546202,0.676618
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,agent,1.000000,0.606001,0.480340,206,0.539067,0.672935
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.000000,0.160505,0.353394,198,0.110276,0.210734
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.050000,0.263299,0.428930,97,0.176197,0.350401
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.100000,0.229495,0.412321,198,0.170890,0.288100
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.150000,0.236168,0.417673,214,0.179065,0.293271
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.200000,0.221058,0.406640,189,0.161901,0.280216
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.250000,0.209671,0.403506,213,0.154376,0.264967
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.300000,0.186737,0.385066,190,0.130866,0.242608
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.350000,0.202977,0.395506,215,0.149030,0.256923
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.400000,0.202640,0.393764,197,0.146531,0.258749
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.450000,0.219695,0.403710,197,0.162169,0.277222
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.500000,0.212745,0.404339,204,0.156126,0.269364
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.550000,0.190309,0.380723,194,0.135641,0.244978
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.600000,0.190050,0.388875,199,0.134917,0.245183
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.650000,0.212976,0.401484,205,0.156894,0.269057
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.700000,0.237366,0.419359,205,0.178787,0.295944
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.750000,0.208846,0.398255,208,0.153618,0.264074
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.800000,0.245025,0.419859,199,0.185499,0.304551
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.850000,0.224467,0.408072,197,0.166319,0.282615
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.900000,0.235707,0.416699,191,0.175404,0.296009
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,0.950000,0.211864,0.403118,207,0.155826,0.267901
linguistic_encoding_2,Linguistic encoding II,direct,direct_1_agent_2_patients,"1 agent, 2 patients",1_agent_2_patients,1,2,patient,1.000000,0.224154,0.416072,206,0.166176,0.282133
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.000000,0.760652,0.408537,184,0.700417,0.820888
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.050000,0.764040,0.411944,99,0.681237,0.846844
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.100000,0.755900,0.419793,200,0.696532,0.815268
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.150000,0.762547,0.411013,212,0.706090,0.819004
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.200000,0.784410,0.394324,195,0.727934,0.840887
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.250000,0.814536,0.367483,194,0.761769,0.867304
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.300000,0.756735,0.411787,196,0.697908,0.815561
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.350000,0.798200,0.384547,200,0.743817,0.852583
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.400000,0.730647,0.418918,201,0.671550,0.789743
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.450000,0.713862,0.430581,189,0.651222,0.776503
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.500000,0.693913,0.449932,207,0.631368,0.756458
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.550000,0.752316,0.413940,190,0.692255,0.812376
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.600000,0.740990,0.426238,202,0.681010,0.800970
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.650000,0.744848,0.418424,198,0.685376,0.804321
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.700000,0.752268,0.412077,194,0.693097,0.811439
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.750000,0.796908,0.388742,207,0.742869,0.850947
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.800000,0.764242,0.409142,198,0.706090,0.822395
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.850000,0.797449,0.384467,196,0.742525,0.852373
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.900000,0.762769,0.413682,195,0.703521,0.822018
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,0.950000,0.748118,0.409703,199,0.690032,0.806204
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,agent,1.000000,0.720826,0.433376,207,0.660582,0.781069
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.000000,0.078696,0.258433,184,0.040592,0.116799
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.050000,0.150303,0.352152,99,0.079518,0.221088
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.100000,0.143000,0.347492,200,0.093857,0.192143
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.150000,0.139623,0.335863,212,0.093488,0.185757
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.200000,0.128103,0.326231,195,0.081379,0.174826
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.250000,0.106495,0.299618,194,0.063472,0.149518
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.300000,0.126224,0.324949,196,0.079803,0.172646
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.350000,0.107600,0.301244,200,0.064998,0.150202
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.400000,0.129154,0.327780,201,0.082915,0.175394
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.450000,0.146984,0.347186,189,0.096476,0.197492
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.500000,0.144541,0.345844,207,0.096465,0.192617
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.550000,0.121368,0.323447,190,0.074438,0.168299
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.600000,0.122178,0.326451,202,0.076240,0.168116
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.650000,0.150505,0.352567,198,0.100393,0.200617
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.700000,0.146392,0.348046,194,0.096415,0.196368
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.750000,0.125990,0.325664,207,0.080720,0.171261
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.800000,0.131313,0.334684,198,0.083743,0.178883
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.850000,0.121327,0.323862,196,0.075061,0.167592
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.900000,0.149333,0.348625,195,0.099402,0.199264
linguistic_encoding_2,Linguistic encoding II,inverse,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2,1,patient,0.950000,0.132257,0.330285,199,0.085430,0.179083
