contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,agent_looks,1.012618836612229,482.60637443062876,727.4955056963562,cor_participant_condition__Intercept__polytimedegreeEQ31,cor_participant_condition__Intercept__polytimedegreeEQ31
inverse_2_2_animate_vs_inverse_2_1_animate,inverse 2-2 animate patient vs inverse 2-1 animate patient,patient_looks,1.0307382571158785,113.58941084858431,469.11299257265927,sd_participant_condition__polytimedegreeEQ31,"r_participant_condition[К24.inverse_2_agents_2_patients_animate_patient,polytimedegreeEQ31]"
