contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
direct_1_1_animate_vs_inverse_2_2_animate,direct 1-1 animate patient vs inverse 2-2 animate patient,agent_looks,1.0067562356315274,428.84021795026894,239.94773860633114,sd_participant_condition__Intercept,"r_participant_condition[К17.inverse_2_agents_2_patients_animate_patient,Intercept]"
direct_1_1_animate_vs_inverse_2_2_animate,direct 1-1 animate patient vs inverse 2-2 animate patient,patient_looks,1.033913218293009,163.35178817512804,116.4536997514637,sd_participant_condition__Intercept,sd_participant_condition__polytimedegreeEQ31
