type,word_order,split,referent,time_bin_start_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
act,PV,less_than_mean,agent,550,0.496923,0.500369,39,0.336677,0.657169
act,PV,less_than_mean,agent,600,0.522051,0.500017,39,0.361918,0.682185
act,PV,less_than_mean,agent,650,0.589231,0.485687,39,0.433687,0.744775
act,PV,less_than_mean,agent,700,0.621026,0.467016,39,0.471461,0.770591
act,PV,less_than_mean,agent,750,0.649231,0.461732,39,0.501358,0.797103
act,PV,less_than_mean,agent,800,0.653333,0.475269,39,0.501125,0.805541
act,PV,less_than_mean,agent,850,0.627179,0.467411,39,0.477488,0.776871
act,PV,less_than_mean,agent,900,0.553846,0.479762,39,0.400199,0.707493
act,PV,less_than_mean,agent,950,0.516923,0.479858,39,0.363245,0.670601
act,PV,less_than_mean,agent,1000,0.467179,0.484398,39,0.312048,0.622311
act,PV,less_than_mean,agent,1050,0.508718,0.484470,39,0.353563,0.663873
act,PV,less_than_mean,agent,1100,0.551282,0.483905,39,0.396308,0.706256
act,PV,less_than_mean,agent,1150,0.574359,0.489746,39,0.417515,0.731203
act,PV,less_than_mean,agent,1200,0.549744,0.484494,39,0.394581,0.704906
act,PV,less_than_mean,agent,1250,0.511282,0.486941,39,0.355336,0.667228
act,PV,less_than_mean,agent,1300,0.466667,0.496012,39,0.307816,0.625518
act,PV,less_than_mean,agent,1350,0.458974,0.478901,39,0.305603,0.612345
act,PV,less_than_mean,agent,1400,0.467692,0.496124,39,0.308805,0.626579
act,PV,less_than_mean,agent,1450,0.436410,0.479624,39,0.282808,0.590013
act,PV,less_than_mean,agent,1500,0.391282,0.488366,39,0.234880,0.547684
act,PV,less_than_mean,agent,1550,0.397436,0.485716,39,0.241882,0.552989
act,PV,less_than_mean,agent,1600,0.410769,0.484276,39,0.255677,0.565862
act,PV,less_than_mean,agent,1650,0.376923,0.462386,39,0.228841,0.525005
act,PV,less_than_mean,agent,1700,0.344615,0.474674,39,0.192598,0.496633
act,PV,less_than_mean,agent,1750,0.323077,0.462318,39,0.175017,0.471137
act,PV,less_than_mean,agent,1800,0.310256,0.454819,39,0.164598,0.455915
act,PV,less_than_mean,agent,1850,0.303077,0.461406,39,0.155309,0.450845
act,PV,less_than_mean,agent,1900,0.294359,0.454543,39,0.148789,0.439929
act,PV,less_than_mean,agent,1950,0.314872,0.451937,39,0.170136,0.459607
act,PV,less_than_mean,agent,2000,0.356923,0.483355,39,0.202125,0.511721
act,PV,less_than_mean,agent,2050,0.330256,0.460089,39,0.182910,0.477603
act,PV,less_than_mean,agent,2100,0.353333,0.479569,39,0.199748,0.506918
act,PV,less_than_mean,agent,2150,0.403590,0.471121,39,0.252710,0.554469
act,PV,less_than_mean,agent,2200,0.436410,0.488001,39,0.280125,0.592696
act,PV,less_than_mean,agent,2250,0.511795,0.505397,39,0.349938,0.673651
act,PV,less_than_mean,agent,2300,0.517436,0.502377,39,0.356546,0.678325
act,PV,less_than_mean,agent,2350,0.542564,0.501181,39,0.382058,0.703071
act,PV,less_than_mean,agent,2400,0.548205,0.494809,39,0.389739,0.706671
act,PV,less_than_mean,agent,2450,0.493333,0.485307,39,0.337911,0.648756
act,PV,less_than_mean,agent,2500,0.452308,0.493700,39,0.294197,0.610418
act,PV,less_than_mean,agent,2550,0.430256,0.483972,39,0.275261,0.585251
act,PV,less_than_mean,agent,2600,0.428205,0.473080,39,0.276698,0.579712
act,PV,less_than_mean,agent,2650,0.400000,0.477074,39,0.247214,0.552786
act,PV,less_than_mean,agent,2700,0.387179,0.479704,39,0.233551,0.540808
act,PV,less_than_mean,agent,2750,0.378974,0.486858,39,0.223055,0.534894
act,PV,less_than_mean,agent,2800,0.374872,0.482531,39,0.220338,0.529405
act,PV,less_than_mean,agent,2850,0.360513,0.460491,39,0.213038,0.507988
act,PV,less_than_mean,agent,2900,0.310256,0.466022,39,0.161010,0.459503
act,PV,less_than_mean,agent,2950,0.319487,0.465403,39,0.170439,0.468535
act,PV,less_than_mean,agent,3000,0.310769,0.465886,39,0.161566,0.459972
act,PV,less_than_mean,agent,3050,0.274359,0.440310,39,0.133347,0.415371
act,PV,less_than_mean,agent,3100,0.260513,0.437011,39,0.120557,0.400468
act,PV,less_than_mean,agent,3150,0.248718,0.431565,39,0.110507,0.386929
act,PV,less_than_mean,agent,3200,0.230769,0.426833,39,0.094073,0.367465
act,PV,less_than_mean,patient,0,0.409744,0.486077,39,0.254074,0.565413
act,PV,less_than_mean,patient,50,0.436923,0.473965,39,0.285133,0.588713
act,PV,less_than_mean,patient,100,0.467692,0.493827,39,0.309541,0.625844
act,PV,less_than_mean,patient,150,0.508718,0.475080,39,0.356571,0.660865
act,PV,less_than_mean,patient,200,0.549231,0.457656,39,0.402663,0.695798
act,PV,less_than_mean,patient,250,0.532821,0.500578,39,0.372507,0.693134
act,PV,less_than_mean,patient,300,0.496410,0.491354,39,0.339051,0.653770
act,PV,less_than_mean,patient,350,0.513333,0.489862,39,0.356452,0.670215
act,PV,less_than_mean,patient,400,0.544103,0.462560,39,0.395965,0.692240
act,PV,less_than_mean,patient,450,0.554359,0.485017,39,0.399029,0.709689
act,PV,less_than_mean,patient,500,0.523077,0.492225,39,0.365439,0.680715
act,PV,less_than_mean,patient,550,0.460000,0.492961,39,0.302126,0.617874
act,PV,less_than_mean,patient,600,0.427692,0.489309,39,0.270988,0.584397
act,PV,less_than_mean,patient,650,0.359487,0.473075,39,0.207982,0.510992
act,PV,less_than_mean,patient,700,0.312821,0.451209,39,0.168318,0.457323
act,PV,less_than_mean,patient,750,0.302051,0.451449,39,0.157472,0.446631
act,PV,less_than_mean,patient,800,0.282051,0.455881,39,0.136053,0.428050
act,PV,less_than_mean,patient,850,0.263590,0.440356,39,0.122563,0.404616
act,PV,less_than_mean,patient,900,0.306154,0.448463,39,0.162531,0.449777
act,PV,less_than_mean,patient,950,0.318462,0.450155,39,0.174297,0.462627
act,PV,less_than_mean,patient,1000,0.333846,0.477210,39,0.181017,0.486676
act,PV,less_than_mean,patient,1050,0.365128,0.469887,39,0.214644,0.515613
act,PV,less_than_mean,patient,1100,0.333846,0.458468,39,0.187019,0.480673
act,PV,less_than_mean,patient,1150,0.334872,0.467191,39,0.185251,0.484493
act,PV,less_than_mean,patient,1200,0.325128,0.450467,39,0.180863,0.469393
act,PV,less_than_mean,patient,1250,0.399487,0.466668,39,0.250034,0.548940
act,PV,less_than_mean,patient,1300,0.456923,0.495762,39,0.298152,0.615694
act,PV,less_than_mean,patient,1350,0.453333,0.491899,39,0.295799,0.610867
act,PV,less_than_mean,patient,1400,0.455385,0.495144,39,0.296812,0.613958
act,PV,less_than_mean,patient,1450,0.472308,0.479443,39,0.318763,0.625852
act,PV,less_than_mean,patient,1500,0.495897,0.494095,39,0.337660,0.654135
act,PV,less_than_mean,patient,1550,0.506667,0.501730,39,0.345984,0.667349
act,PV,less_than_mean,patient,1600,0.504103,0.476880,39,0.351379,0.656826
act,PV,less_than_mean,patient,1650,0.505641,0.485515,39,0.350152,0.661130
act,PV,less_than_mean,patient,1700,0.547179,0.493249,39,0.389213,0.705146
act,PV,less_than_mean,patient,1750,0.512308,0.484857,39,0.357029,0.667586
act,PV,less_than_mean,patient,1800,0.516410,0.485817,39,0.360824,0.671996
act,PV,less_than_mean,patient,1850,0.531282,0.500269,39,0.371068,0.691496
act,PV,less_than_mean,patient,1900,0.514359,0.504860,39,0.352675,0.676043
act,PV,less_than_mean,patient,1950,0.557949,0.478832,39,0.404600,0.711298
act,PV,less_than_mean,patient,2000,0.519487,0.497964,39,0.360011,0.678963
act,PV,less_than_mean,patient,2050,0.475897,0.499498,39,0.315930,0.635865
act,PV,less_than_mean,patient,2100,0.461538,0.505035,39,0.299798,0.623279
act,PV,less_than_mean,patient,2150,0.465128,0.479445,39,0.311583,0.618674
act,PV,less_than_mean,patient,2200,0.466667,0.482763,39,0.312059,0.621274
act,PV,less_than_mean,patient,2250,0.370769,0.481682,39,0.216507,0.525031
act,PV,less_than_mean,patient,2300,0.314359,0.457521,39,0.167835,0.460883
act,PV,less_than_mean,patient,2350,0.273333,0.438186,39,0.133001,0.413665
act,PV,less_than_mean,patient,2400,0.235897,0.425186,39,0.099729,0.372066
act,PV,less_than_mean,patient,2450,0.226667,0.384443,39,0.103546,0.349787
act,PV,less_than_mean,patient,2500,0.267179,0.422835,39,0.131764,0.402595
act,PV,less_than_mean,patient,2550,0.320000,0.453779,39,0.174674,0.465326
act,PV,less_than_mean,patient,2600,0.380513,0.465222,39,0.231523,0.529503
act,PV,less_than_mean,patient,2650,0.375897,0.459684,39,0.228681,0.523114
act,PV,less_than_mean,patient,2700,0.376923,0.481501,39,0.222719,0.531127
act,PV,less_than_mean,patient,2750,0.404103,0.492281,39,0.246446,0.561759
act,PV,less_than_mean,patient,2800,0.304615,0.449923,39,0.160525,0.448706
act,PV,less_than_mean,patient,2850,0.310769,0.435161,39,0.171406,0.450132
act,PV,less_than_mean,patient,2900,0.390256,0.488777,39,0.233723,0.546790
act,PV,less_than_mean,patient,2950,0.436923,0.485116,39,0.281562,0.592285
act,PV,less_than_mean,patient,3000,0.475897,0.478114,39,0.322778,0.629017
act,PV,less_than_mean,patient,3050,0.495385,0.484550,39,0.340204,0.650565
act,PV,less_than_mean,patient,3100,0.501538,0.487407,39,0.345443,0.657634
act,PV,less_than_mean,patient,3150,0.543077,0.496356,39,0.384116,0.702038
act,PV,less_than_mean,patient,3200,0.552821,0.491924,39,0.395279,0.710362
act,PV,more_than_mean,agent,0,0.541481,0.481246,27,0.356250,0.726713
act,PV,more_than_mean,agent,50,0.437037,0.488473,27,0.249024,0.625051
act,PV,more_than_mean,agent,100,0.385185,0.484485,27,0.198707,0.571664
act,PV,more_than_mean,agent,150,0.420000,0.481184,27,0.234792,0.605208
act,PV,more_than_mean,agent,200,0.623704,0.433023,27,0.457033,0.790374
act,PV,more_than_mean,agent,250,0.612593,0.468226,27,0.432372,0.792813
act,PV,more_than_mean,agent,300,0.584444,0.481515,27,0.399109,0.769780
act,PV,more_than_mean,agent,350,0.583704,0.489050,27,0.395468,0.771939
act,PV,more_than_mean,agent,400,0.605926,0.488981,27,0.417717,0.794135
act,PV,more_than_mean,agent,450,0.570370,0.495219,27,0.379760,0.760980
act,PV,more_than_mean,agent,500,0.528889,0.497419,27,0.337432,0.720346
act,PV,more_than_mean,agent,550,0.557037,0.487370,27,0.369448,0.744626
act,PV,more_than_mean,agent,600,0.587407,0.493314,27,0.397531,0.777284
act,PV,more_than_mean,agent,650,0.654815,0.462887,27,0.476650,0.832980
act,PV,more_than_mean,agent,700,0.692593,0.461541,27,0.514945,0.870240
act,PV,more_than_mean,agent,750,0.732593,0.442759,27,0.562175,0.903011
act,PV,more_than_mean,agent,800,0.701481,0.444554,27,0.530372,0.872590
act,PV,more_than_mean,agent,850,0.686667,0.462468,27,0.508663,0.864671
act,PV,more_than_mean,agent,900,0.742222,0.425435,27,0.578472,0.905972
act,PV,more_than_mean,agent,950,0.735556,0.423187,27,0.572671,0.898440
act,PV,more_than_mean,agent,1000,0.703704,0.465322,27,0.524601,0.882806
act,PV,more_than_mean,agent,1050,0.679259,0.461852,27,0.501492,0.857026
act,PV,more_than_mean,agent,1100,0.724444,0.443390,27,0.553783,0.895105
act,PV,more_than_mean,agent,1150,0.740741,0.446576,27,0.568854,0.912628
act,PV,more_than_mean,agent,1200,0.666667,0.446938,27,0.494640,0.838693
act,PV,more_than_mean,agent,1250,0.555556,0.506370,27,0.360654,0.750457
act,PV,more_than_mean,agent,1300,0.553333,0.504472,27,0.359162,0.747505
act,PV,more_than_mean,agent,1350,0.519259,0.469025,27,0.338732,0.699787
act,PV,more_than_mean,agent,1400,0.513333,0.504777,27,0.319045,0.707622
act,PV,more_than_mean,agent,1450,0.500000,0.500000,27,0.307550,0.692450
act,PV,more_than_mean,agent,1500,0.531852,0.478692,27,0.347603,0.716101
act,PV,more_than_mean,agent,1550,0.542963,0.481910,27,0.357476,0.728450
act,PV,more_than_mean,agent,1600,0.531852,0.494874,27,0.341375,0.722329
act,PV,more_than_mean,agent,1650,0.558519,0.475651,27,0.375440,0.741597
act,PV,more_than_mean,agent,1700,0.562963,0.499344,27,0.370765,0.755161
act,PV,more_than_mean,agent,1750,0.631111,0.469643,27,0.450346,0.811877
act,PV,more_than_mean,agent,1800,0.622963,0.488095,27,0.435095,0.810831
act,PV,more_than_mean,agent,1850,0.568889,0.488084,27,0.381025,0.756752
act,PV,more_than_mean,agent,1900,0.518519,0.509175,27,0.322537,0.714500
act,PV,more_than_mean,agent,1950,0.518519,0.509175,27,0.322537,0.714500
act,PV,more_than_mean,agent,2000,0.478519,0.496044,27,0.287591,0.669446
act,PV,more_than_mean,agent,2050,0.436296,0.492655,27,0.246673,0.625919
act,PV,more_than_mean,agent,2100,0.449630,0.502344,27,0.256277,0.642982
act,PV,more_than_mean,agent,2150,0.481481,0.509175,27,0.285500,0.677463
act,PV,more_than_mean,agent,2200,0.489630,0.502895,27,0.296065,0.683194
act,PV,more_than_mean,agent,2250,0.445185,0.505709,27,0.250538,0.639833
act,PV,more_than_mean,agent,2300,0.439259,0.501152,27,0.246366,0.632153
act,PV,more_than_mean,agent,2350,0.406667,0.499815,27,0.214288,0.599046
act,PV,more_than_mean,agent,2400,0.370370,0.492103,27,0.180960,0.559781
act,PV,more_than_mean,agent,2450,0.348889,0.475955,27,0.165694,0.532084
act,PV,more_than_mean,agent,2500,0.366667,0.487537,27,0.179014,0.554320
act,PV,more_than_mean,agent,2550,0.399259,0.484609,27,0.212733,0.585785
act,PV,more_than_mean,agent,2600,0.444444,0.506370,27,0.249543,0.639346
act,PV,more_than_mean,agent,2650,0.529630,0.464240,27,0.350943,0.708316
act,PV,more_than_mean,agent,2700,0.483704,0.501875,27,0.290532,0.676875
act,PV,more_than_mean,agent,2750,0.446667,0.504472,27,0.252495,0.640838
act,PV,more_than_mean,agent,2800,0.444444,0.506370,27,0.249543,0.639346
act,PV,more_than_mean,agent,2850,0.408889,0.499518,27,0.216624,0.601153
act,PV,more_than_mean,agent,2900,0.357778,0.478534,27,0.173590,0.541966
act,PV,more_than_mean,agent,2950,0.349630,0.476086,27,0.166384,0.532875
act,PV,more_than_mean,agent,3000,0.337037,0.457105,27,0.161097,0.512977
act,PV,more_than_mean,agent,3050,0.327407,0.456716,27,0.151617,0.503197
act,PV,more_than_mean,agent,3100,0.307407,0.446599,27,0.135511,0.479303
act,PV,more_than_mean,agent,3150,0.281481,0.447108,27,0.109390,0.453573
act,PV,more_than_mean,agent,3200,0.337037,0.462192,27,0.159139,0.514935
act,PV,more_than_mean,agent,3250,0.370370,0.492103,27,0.180960,0.559781
act,PV,more_than_mean,agent,3300,0.408889,0.475567,27,0.225843,0.591935
act,PV,more_than_mean,agent,3350,0.440000,0.501812,27,0.246852,0.633148
act,PV,more_than_mean,agent,3400,0.447407,0.503897,27,0.253457,0.641357
act,PV,more_than_mean,agent,3450,0.481481,0.509175,27,0.285500,0.677463
act,PV,more_than_mean,agent,3500,0.460741,0.496216,27,0.269747,0.651734
act,PV,more_than_mean,agent,3550,0.383704,0.486527,27,0.196439,0.570968
act,PV,more_than_mean,agent,3600,0.342222,0.475535,27,0.159189,0.525256
act,PV,more_than_mean,agent,3650,0.373333,0.473254,27,0.191178,0.555489
act,PV,more_than_mean,agent,3700,0.327407,0.470160,27,0.146443,0.508372
act,PV,more_than_mean,agent,3750,0.296296,0.465322,27,0.117194,0.475399
act,PV,more_than_mean,agent,3800,0.269630,0.430147,27,0.104066,0.435193
act,PV,more_than_mean,agent,3850,0.277778,0.445778,27,0.106198,0.449358
act,PV,more_than_mean,agent,3900,0.315556,0.458235,27,0.139181,0.491930
act,PV,more_than_mean,agent,3950,0.336296,0.478492,27,0.152124,0.520468
act,PV,more_than_mean,agent,4000,0.333333,0.480384,27,0.148433,0.518233
act,PV,more_than_mean,agent,4050,0.333333,0.480384,27,0.148433,0.518233
act,PV,more_than_mean,agent,4100,0.369630,0.491133,27,0.180593,0.558667
act,PV,more_than_mean,agent,4150,0.370370,0.492103,27,0.180960,0.559781
act,PV,more_than_mean,agent,4200,0.366667,0.473839,27,0.184286,0.549047
act,PV,more_than_mean,agent,4250,0.445926,0.467722,27,0.265900,0.625952
act,PV,more_than_mean,agent,4300,0.454074,0.500025,27,0.261614,0.646534
act,PV,more_than_mean,agent,4350,0.445185,0.505709,27,0.250538,0.639833
act,PV,more_than_mean,agent,4400,0.440000,0.483417,27,0.253933,0.626067
act,PV,more_than_mean,agent,4450,0.374074,0.489452,27,0.185684,0.562464
act,PV,more_than_mean,agent,4500,0.425926,0.489138,27,0.237657,0.614195
act,PV,more_than_mean,agent,4550,0.353333,0.471365,27,0.171905,0.534762
act,PV,more_than_mean,agent,4600,0.381481,0.486777,27,0.194121,0.568842
act,PV,more_than_mean,agent,4650,0.362222,0.483014,27,0.176310,0.548134
act,PV,more_than_mean,agent,4700,0.334074,0.479866,27,0.149374,0.518775
act,PV,more_than_mean,agent,4750,0.333333,0.480384,27,0.148433,0.518233
act,PV,more_than_mean,agent,4800,0.302963,0.462192,27,0.125065,0.480861
act,PV,more_than_mean,agent,4850,0.296296,0.465322,27,0.117194,0.475399
act,PV,more_than_mean,agent,4900,0.294815,0.450251,27,0.121513,0.468116
act,PV,more_than_mean,agent,4950,0.338519,0.444035,27,0.167609,0.509428
act,PV,more_than_mean,agent,5000,0.407407,0.500712,27,0.214683,0.600131
act,PV,more_than_mean,agent,5050,0.430370,0.495499,27,0.239653,0.621088
act,PV,more_than_mean,agent,5100,0.450370,0.501885,27,0.257195,0.643546
act,PV,more_than_mean,agent,5150,0.447407,0.488613,27,0.259340,0.635475
act,PV,more_than_mean,patient,0,0.269630,0.422497,27,0.107010,0.432249
act,PV,more_than_mean,patient,50,0.411852,0.481480,27,0.226530,0.597174
act,PV,more_than_mean,patient,100,0.470370,0.494006,27,0.280227,0.660513
act,PV,more_than_mean,patient,150,0.500000,0.500000,27,0.307550,0.692450
act,PV,more_than_mean,patient,200,0.365185,0.439776,27,0.195915,0.534455
act,PV,more_than_mean,patient,250,0.373333,0.477042,27,0.189720,0.556947
act,PV,more_than_mean,patient,300,0.392593,0.467140,27,0.212790,0.572395
act,PV,more_than_mean,patient,350,0.379259,0.480944,27,0.194144,0.564375
act,PV,more_than_mean,patient,400,0.357037,0.479092,27,0.172634,0.541440
act,PV,more_than_mean,patient,450,0.428889,0.494348,27,0.238614,0.619163
act,PV,more_than_mean,patient,500,0.471111,0.497419,27,0.279654,0.662568
act,PV,more_than_mean,patient,550,0.442963,0.487370,27,0.255374,0.630552
act,PV,more_than_mean,patient,600,0.405185,0.498107,27,0.213464,0.596907
act,PV,more_than_mean,patient,650,0.327407,0.449244,27,0.154493,0.500321
act,PV,more_than_mean,patient,700,0.265926,0.432304,27,0.099532,0.432320
act,PV,more_than_mean,patient,750,0.224444,0.422532,27,0.061812,0.387077
act,PV,more_than_mean,patient,800,0.222222,0.399397,27,0.068494,0.375950
act,PV,more_than_mean,patient,850,0.239259,0.423628,27,0.076205,0.402314
act,PV,more_than_mean,patient,900,0.170370,0.346737,27,0.036911,0.303830
act,PV,more_than_mean,patient,950,0.159259,0.348645,27,0.025066,0.293453
act,PV,more_than_mean,patient,1000,0.185185,0.395847,27,0.032823,0.337547
act,PV,more_than_mean,patient,1050,0.209630,0.398897,27,0.056094,0.363165
act,PV,more_than_mean,patient,1100,0.200000,0.396135,27,0.047528,0.352472
act,PV,more_than_mean,patient,1150,0.185185,0.395847,27,0.032823,0.337547
act,PV,more_than_mean,patient,1200,0.219259,0.406920,27,0.062636,0.375883
act,PV,more_than_mean,patient,1250,0.296296,0.465322,27,0.117194,0.475399
act,PV,more_than_mean,patient,1300,0.298519,0.463994,27,0.119927,0.477110
act,PV,more_than_mean,patient,1350,0.375556,0.453069,27,0.201169,0.549942
act,PV,more_than_mean,patient,1400,0.412593,0.497042,27,0.221281,0.603904
act,PV,more_than_mean,patient,1450,0.391111,0.487674,27,0.203405,0.578817
act,PV,more_than_mean,patient,1500,0.300000,0.445214,27,0.128637,0.471363
act,PV,more_than_mean,patient,1550,0.277037,0.440444,27,0.107510,0.446564
act,PV,more_than_mean,patient,1600,0.325185,0.463883,27,0.146637,0.503734
act,PV,more_than_mean,patient,1650,0.320741,0.448364,27,0.148165,0.493316
act,PV,more_than_mean,patient,1700,0.362963,0.483694,27,0.176789,0.549137
act,PV,more_than_mean,patient,1750,0.313333,0.462468,27,0.135329,0.491337
act,PV,more_than_mean,patient,1800,0.324444,0.461047,27,0.146987,0.501901
act,PV,more_than_mean,patient,1850,0.345185,0.474507,27,0.162547,0.527823
act,PV,more_than_mean,patient,1900,0.396296,0.490276,27,0.207589,0.585004
act,PV,more_than_mean,patient,1950,0.407407,0.500712,27,0.214683,0.600131
act,PV,more_than_mean,patient,2000,0.428148,0.476308,27,0.244817,0.611479
act,PV,more_than_mean,patient,2050,0.465926,0.487531,27,0.278275,0.653577
act,PV,more_than_mean,patient,2100,0.513333,0.504777,27,0.319045,0.707622
act,PV,more_than_mean,patient,2150,0.467407,0.499450,27,0.275169,0.659646
act,PV,more_than_mean,patient,2200,0.436296,0.498800,27,0.244308,0.628284
act,PV,more_than_mean,patient,2250,0.445185,0.494387,27,0.254896,0.635475
act,PV,more_than_mean,patient,2300,0.444444,0.506370,27,0.249543,0.639346
act,PV,more_than_mean,patient,2350,0.460741,0.497887,27,0.269104,0.652378
act,PV,more_than_mean,patient,2400,0.531111,0.499979,27,0.338669,0.723553
act,PV,more_than_mean,patient,2450,0.577037,0.494048,27,0.386878,0.767196
act,PV,more_than_mean,patient,2500,0.592593,0.500712,27,0.399869,0.785317
act,PV,more_than_mean,patient,2550,0.563704,0.491091,27,0.374683,0.752725
act,PV,more_than_mean,patient,2600,0.517778,0.508462,27,0.322071,0.713485
act,PV,more_than_mean,patient,2650,0.433333,0.460234,27,0.256189,0.610478
act,PV,more_than_mean,patient,2700,0.479259,0.501704,27,0.286153,0.672365
act,PV,more_than_mean,patient,2750,0.516296,0.507120,27,0.321106,0.711487
act,PV,more_than_mean,patient,2800,0.518519,0.509175,27,0.322537,0.714500
act,PV,more_than_mean,patient,2850,0.554074,0.505076,27,0.359670,0.748478
act,PV,more_than_mean,patient,2900,0.608889,0.474466,27,0.426267,0.791511
act,PV,more_than_mean,patient,2950,0.585185,0.485374,27,0.398365,0.772006
act,PV,more_than_mean,patient,3000,0.573333,0.470907,27,0.392081,0.754586
act,PV,more_than_mean,patient,3050,0.533333,0.485577,27,0.346435,0.720232
act,PV,more_than_mean,patient,3100,0.605926,0.484715,27,0.419359,0.792493
act,PV,more_than_mean,patient,3150,0.644444,0.477311,27,0.460727,0.828161
act,PV,more_than_mean,patient,3200,0.612593,0.486721,27,0.425254,0.799931
act,PV,more_than_mean,patient,3250,0.606667,0.488609,27,0.418601,0.794732
act,PV,more_than_mean,patient,3300,0.581481,0.482842,27,0.395636,0.767327
act,PV,more_than_mean,patient,3350,0.510370,0.496801,27,0.319152,0.701589
act,PV,more_than_mean,patient,3400,0.476296,0.504016,27,0.282301,0.670292
act,PV,more_than_mean,patient,3450,0.407407,0.500712,27,0.214683,0.600131
act,PV,more_than_mean,patient,3500,0.425926,0.494269,27,0.235682,0.616170
act,PV,more_than_mean,patient,3550,0.456296,0.499262,27,0.264130,0.648462
act,PV,more_than_mean,patient,3600,0.509630,0.501885,27,0.316454,0.702805
act,PV,more_than_mean,patient,3650,0.478519,0.490053,27,0.289897,0.667140
act,PV,more_than_mean,patient,3700,0.541481,0.485004,27,0.354804,0.728159
act,PV,more_than_mean,patient,3750,0.561481,0.487093,27,0.373999,0.748964
act,PV,more_than_mean,patient,3800,0.619259,0.474730,27,0.436536,0.801983
act,PV,more_than_mean,patient,3850,0.611111,0.487011,27,0.423661,0.798562
act,PV,more_than_mean,patient,3900,0.571111,0.489343,27,0.382763,0.759459
act,PV,more_than_mean,patient,3950,0.552593,0.503897,27,0.358643,0.746543
act,PV,more_than_mean,patient,4000,0.555556,0.506370,27,0.360654,0.750457
act,PV,more_than_mean,patient,4050,0.538519,0.498519,27,0.346639,0.730398
act,PV,more_than_mean,patient,4100,0.518519,0.493057,27,0.328741,0.708296
act,PV,more_than_mean,patient,4150,0.513333,0.504777,27,0.319045,0.707622
act,PV,more_than_mean,patient,4200,0.448889,0.490944,27,0.259925,0.637853
act,PV,more_than_mean,patient,4250,0.362963,0.446549,27,0.191086,0.534840
act,PV,more_than_mean,patient,4300,0.346667,0.475750,27,0.163550,0.529783
act,PV,more_than_mean,patient,4350,0.388889,0.486252,27,0.201730,0.576047
act,PV,more_than_mean,patient,4400,0.414074,0.477649,27,0.230227,0.597921
act,PV,more_than_mean,patient,4450,0.480741,0.508406,27,0.285055,0.676426
act,PV,more_than_mean,patient,4500,0.498519,0.481981,27,0.313004,0.684033
act,PV,more_than_mean,patient,4550,0.581481,0.494615,27,0.391104,0.771859
act,PV,more_than_mean,patient,4600,0.581481,0.494615,27,0.391104,0.771859
act,PV,more_than_mean,patient,4650,0.600000,0.473319,27,0.417819,0.782181
act,PV,more_than_mean,patient,4700,0.628889,0.491539,27,0.439696,0.818082
act,PV,more_than_mean,patient,4750,0.629630,0.492103,27,0.440219,0.819040
act,PV,more_than_mean,patient,4800,0.591111,0.491695,27,0.401858,0.780365
act,PV,more_than_mean,patient,4850,0.615556,0.486505,27,0.428300,0.802811
act,PV,more_than_mean,patient,4900,0.601481,0.479164,27,0.417051,0.785912
act,PV,more_than_mean,patient,4950,0.577037,0.456128,27,0.401473,0.752601
act,PV,more_than_mean,patient,5000,0.518519,0.509175,27,0.322537,0.714500
act,PV,more_than_mean,patient,5050,0.518519,0.509175,27,0.322537,0.714500
act,PV,more_than_mean,patient,5100,0.507407,0.498525,27,0.315525,0.699290
act,PV,more_than_mean,patient,5150,0.514815,0.491578,27,0.325606,0.704023
pass,AV,less_than_mean,agent,0,0.324681,0.467579,47,0.188274,0.461088
pass,AV,less_than_mean,agent,50,0.357872,0.480511,47,0.217693,0.498052
pass,AV,less_than_mean,agent,100,0.390213,0.488100,47,0.247819,0.532606
pass,AV,less_than_mean,agent,150,0.368936,0.450851,47,0.237410,0.500463
pass,AV,less_than_mean,agent,200,0.393617,0.443369,47,0.264273,0.522961
pass,AV,less_than_mean,agent,250,0.414468,0.474968,47,0.275906,0.553031
pass,AV,less_than_mean,agent,300,0.422979,0.497069,47,0.277969,0.567989
pass,AV,less_than_mean,agent,350,0.437872,0.472482,47,0.300035,0.575709
pass,AV,less_than_mean,agent,400,0.478723,0.474780,47,0.340216,0.617231
pass,AV,less_than_mean,agent,450,0.474894,0.496763,47,0.329973,0.619814
pass,AV,less_than_mean,agent,500,0.523404,0.485876,47,0.381660,0.665149
pass,AV,less_than_mean,agent,550,0.607234,0.471066,47,0.469810,0.744658
pass,AV,less_than_mean,agent,600,0.618723,0.484874,47,0.477271,0.760176
pass,AV,less_than_mean,agent,650,0.674043,0.468780,47,0.537285,0.810800
pass,AV,less_than_mean,agent,700,0.682128,0.469379,47,0.545196,0.819060
pass,AV,less_than_mean,agent,750,0.734043,0.411528,47,0.613988,0.854098
pass,AV,less_than_mean,agent,800,0.775319,0.411386,47,0.655306,0.895333
pass,AV,less_than_mean,agent,850,0.731489,0.435625,47,0.604404,0.858574
pass,AV,less_than_mean,agent,900,0.713617,0.437624,47,0.585949,0.841285
pass,AV,less_than_mean,agent,950,0.718298,0.438492,47,0.590377,0.846219
pass,AV,less_than_mean,agent,1000,0.677021,0.455478,47,0.544145,0.809898
pass,AV,less_than_mean,agent,1050,0.621277,0.481743,47,0.480738,0.761816
pass,AV,less_than_mean,agent,1100,0.613191,0.481488,47,0.472727,0.753656
