term,estimate,median,ci_95_lower,ci_95_upper,p_gt_0
Intercept,0.39567325624711897,0.394834579855059,-0.05671946907184327,0.8778269471088035,0.96175
polytimedegreeEQ31,-4.8877516556869125,-4.944485143874605,-23.04819652874778,12.534384608423172,0.286
polytimedegreeEQ32,-0.5994904994450936,-0.6145737563601852,-7.2624183298569465,6.010769185688569,0.425
polytimedegreeEQ33,15.85770901781191,15.833623033993891,9.169380246288393,22.747751140000318,1
active_voice,-0.06941615491552615,-0.06881262263237323,-0.26617370292951936,0.12352514526456315,0.21875
polytimedegreeEQ31:active_voice,1.4601869152287639,1.5021425104926414,-5.276679170320895,8.078184007923166,0.65625
polytimedegreeEQ32:active_voice,3.2954228229435136,3.3259814519493918,-3.3907688219675816,9.778032878619655,0.83225
polytimedegreeEQ33:active_voice,-1.078426676407485,-1.110651784008796,-7.627564853987391,5.678924983462285,0.374
