window_key,window,participant,image,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,rt
post_onset_1000_2500,1000-2500 ms after speech onset,К05,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,1459.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2458.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,push-1-1-r.png,direct,animate,animate patient,1,1,animate,1941.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,saw-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1573.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,saw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2012.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,1893.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,1625.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,shoot-1-2-l.png,direct,animate,animate patient,1,2,animate,1211.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,teach-1-2-l.png,inverse,animate,animate patient,1,2,animate,3610.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1709.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,tie-1-2-l.png,inverse,animate,animate patient,1,2,animate,1503.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,1231.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,3241.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,2069.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,1452.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,2328.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,wash-2-2-r.png,inverse,animate,animate patient,2,2,animate,1280.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,water-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1447.000000
post_onset_1000_2500,1000-2500 ms after speech onset,К05,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1253.000000
