contrast_id,comparison,model,term,estimate,estimate_error,q2.5,q97.5,rhat,bulk_ess,tail_ess
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,Intercept,0.5083559512002306,0.3875623983760543,-0.23897449335440682,1.2863935012306953,1.001314679464874,1773.9891561995153,2351.4648688973753
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ31,-20.4741290746756,7.490470022696559,-34.99166990486791,-5.615910182693756,1.0008012448379056,2334.6614741384656,2520.3634759726547
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ32,-7.106970329821851,2.7981274619298673,-12.32622037427572,-1.7656702261675392,1.0017719821675215,8209.823534197758,2980.6812143111183
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ33,-1.763919223541693,2.8212802156290913,-7.473334470961227,3.7895077114485676,0.9996533515601191,7622.262193775079,2945.6537780779286
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,contrast_code,-0.30966794196596203,0.29874497264161815,-0.8919389377126717,0.2901981027477908,1.0029632841312441,1310.8409493546976,2145.108913051358
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ31:contrast_code,2.748147666266086,6.3389417653698095,-9.306591900527252,15.722620430665149,1.002502498412495,2073.1385855430417,2672.7337344377884
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ32:contrast_code,7.792926466671008,2.818927653998086,2.194421077170238,13.31751317893893,1.0020769541983072,10646.653898538301,3130.78621018369
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",agent_looks,polytimedegreeEQ33:contrast_code,-1.314888368128204,2.743062738392561,-6.728610861489787,4.184574911845683,1.002392632346282,8132.746565736836,2769.1334257326534
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,Intercept,-1.3967106995882834,0.5119931267992905,-2.4235822103749283,-0.40787997969516426,1.001536467937788,1889.7491486709646,2272.490959354707
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ31,19.50132149802512,11.566039163031691,-3.094802478642766,41.728756918293186,1.000660066669484,2471.732954003799,2835.971199484882
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ32,-2.6833117619485076,2.8084964224549025,-8.210064117111889,2.9857111931420732,1.00065074209099,7334.25756595681,3257.0411968614126
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ33,10.590117557517845,2.8923406289046314,5.063340961414076,16.176121861700246,1.0008426533577022,7421.528961271204,3144.7619311775334
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,contrast_code,0.44598472795596794,0.387458895384934,-0.32231973321241575,1.2149544020394545,1.001155953644775,1784.975869542708,2146.1379309125923
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ31:contrast_code,0.80455619177355,8.487572065596366,-15.858932572161198,17.787921697679717,1.0013855412715778,2162.1772949061738,2064.002857931975
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ32:contrast_code,-0.6101676372940058,2.903129553907606,-6.193266253233452,5.065158236270953,1.0009970749115782,7911.879582662607,3250.090834059001
inverse_2_2_inanimate_vs_inverse_2_1_inanimate,"inverse 2 agents, 2 patients, inanimate patient vs inverse 2 agents, 1 patient, inanimate patient",patient_looks,polytimedegreeEQ33:contrast_code,1.9595804636582261,2.9083809675079273,-3.9155735914799044,7.728780490855929,0.9998882904693943,7848.855954054686,3127.0637057723748
