type,split,referent,time_bin_start_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
pass,more_than_mean,agent,1900,0.431714,0.493652,70,0.313709,0.549720
pass,more_than_mean,agent,1950,0.420857,0.486459,70,0.304571,0.537143
pass,more_than_mean,agent,2000,0.401714,0.480347,70,0.286889,0.516539
pass,more_than_mean,agent,2050,0.392857,0.472269,70,0.279963,0.505751
pass,more_than_mean,agent,2100,0.364000,0.478035,70,0.249728,0.478272
pass,more_than_mean,agent,2150,0.371429,0.479028,70,0.256919,0.485938
pass,more_than_mean,agent,2200,0.395143,0.478639,70,0.280726,0.509559
pass,more_than_mean,agent,2250,0.422286,0.488114,70,0.305604,0.538967
pass,more_than_mean,agent,2300,0.446857,0.492964,70,0.329016,0.564698
pass,more_than_mean,agent,2350,0.472286,0.489144,70,0.355358,0.589213
pass,more_than_mean,agent,2400,0.502571,0.492223,70,0.384908,0.620235
pass,more_than_mean,agent,2450,0.550857,0.497422,70,0.431951,0.669764
pass,more_than_mean,agent,2500,0.552571,0.479446,70,0.437962,0.667181
pass,more_than_mean,agent,2550,0.537143,0.486005,70,0.420966,0.653320
pass,more_than_mean,agent,2600,0.550000,0.496244,70,0.431375,0.668625
pass,more_than_mean,agent,2650,0.527143,0.490135,70,0.409978,0.644308
pass,more_than_mean,agent,2700,0.514000,0.494390,70,0.395818,0.632182
pass,more_than_mean,agent,2750,0.509714,0.497061,70,0.390894,0.628535
pass,more_than_mean,agent,2800,0.527714,0.492827,70,0.409906,0.645523
pass,more_than_mean,agent,2850,0.537143,0.483037,70,0.421675,0.652611
pass,more_than_mean,agent,2900,0.508000,0.484142,70,0.392268,0.623732
pass,more_than_mean,agent,2950,0.500000,0.492494,70,0.382271,0.617729
pass,more_than_mean,agent,3000,0.486571,0.490332,70,0.369360,0.603783
pass,more_than_mean,agent,3050,0.431714,0.487983,70,0.315064,0.548365
pass,more_than_mean,agent,3100,0.434857,0.481877,70,0.319667,0.550048
pass,more_than_mean,agent,3150,0.467429,0.487670,70,0.350853,0.584004
pass,more_than_mean,agent,3200,0.480571,0.495182,70,0.362200,0.598943
pass,more_than_mean,agent,3250,0.493143,0.488498,70,0.376369,0.609916
pass,more_than_mean,agent,3300,0.486000,0.492475,70,0.368276,0.603724
pass,more_than_mean,agent,3350,0.471714,0.487401,70,0.355203,0.588225
pass,more_than_mean,agent,3400,0.483143,0.483605,70,0.367539,0.598747
pass,more_than_mean,agent,3450,0.507143,0.487098,70,0.390704,0.623581
pass,more_than_mean,agent,3500,0.484857,0.483843,70,0.369197,0.600518
pass,more_than_mean,agent,3550,0.490857,0.483738,70,0.375222,0.606493
pass,more_than_mean,agent,3600,0.536286,0.479508,70,0.421661,0.650910
pass,more_than_mean,agent,3650,0.571143,0.488080,70,0.454469,0.687816
pass,more_than_mean,agent,3700,0.604857,0.483771,70,0.489214,0.720500
pass,more_than_mean,agent,3750,0.605714,0.480774,70,0.490787,0.720641
pass,more_than_mean,agent,3800,0.614857,0.480600,70,0.499972,0.729742
pass,more_than_mean,agent,3850,0.587714,0.483541,70,0.472126,0.703303
pass,more_than_mean,agent,3900,0.548286,0.490259,70,0.431091,0.665480
pass,more_than_mean,agent,3950,0.537429,0.495895,70,0.418887,0.655970
pass,more_than_mean,agent,4000,0.551143,0.493584,70,0.433154,0.669132
pass,more_than_mean,agent,4050,0.588286,0.486663,70,0.471951,0.704620
pass,more_than_mean,agent,4100,0.573714,0.486818,70,0.457343,0.690086
pass,more_than_mean,agent,4150,0.537714,0.484179,70,0.421973,0.653455
pass,more_than_mean,agent,4200,0.463714,0.492133,70,0.346072,0.581357
pass,more_than_mean,agent,4250,0.440286,0.487900,70,0.323655,0.556916
pass,more_than_mean,agent,4300,0.431714,0.478021,70,0.317445,0.545983
pass,more_than_mean,agent,4350,0.435143,0.481488,70,0.320045,0.550241
pass,more_than_mean,agent,4400,0.413429,0.481648,70,0.298293,0.528565
pass,more_than_mean,agent,4450,0.391429,0.481695,70,0.276282,0.506576
pass,more_than_mean,agent,4500,0.415143,0.485350,70,0.299122,0.531164
pass,more_than_mean,agent,4550,0.436571,0.493423,70,0.318621,0.554522
pass,more_than_mean,agent,4600,0.459429,0.484400,70,0.343635,0.575222
pass,more_than_mean,agent,4650,0.486857,0.499053,70,0.367561,0.606154
pass,more_than_mean,agent,4700,0.475714,0.487286,70,0.359231,0.592198
pass,more_than_mean,agent,4750,0.465429,0.485618,70,0.349344,0.581514
pass,more_than_mean,agent,4800,0.430286,0.495004,70,0.311957,0.548614
pass,more_than_mean,patient,0,0.450000,0.482082,70,0.334760,0.565240
pass,more_than_mean,patient,50,0.418857,0.482348,70,0.303554,0.534160
pass,more_than_mean,patient,100,0.404286,0.484770,70,0.288404,0.520168
pass,more_than_mean,patient,150,0.459143,0.452208,70,0.351044,0.567241
pass,more_than_mean,patient,200,0.482571,0.482312,70,0.367277,0.597866
pass,more_than_mean,patient,250,0.488571,0.474822,70,0.375067,0.602076
pass,more_than_mean,patient,300,0.488857,0.482105,70,0.373612,0.604102
pass,more_than_mean,patient,350,0.480571,0.481736,70,0.365415,0.595728
pass,more_than_mean,patient,400,0.487143,0.485739,70,0.371029,0.603257
pass,more_than_mean,patient,450,0.449143,0.484755,70,0.333264,0.565022
pass,more_than_mean,patient,500,0.450286,0.490510,70,0.333031,0.567540
pass,more_than_mean,patient,550,0.450571,0.486153,70,0.334359,0.566784
pass,more_than_mean,patient,600,0.428286,0.484992,70,0.312350,0.544221
pass,more_than_mean,patient,650,0.398857,0.478462,70,0.284483,0.513232
pass,more_than_mean,patient,700,0.386857,0.467245,70,0.275164,0.498550
pass,more_than_mean,patient,750,0.378286,0.475861,70,0.264533,0.492038
pass,more_than_mean,patient,800,0.374571,0.466823,70,0.262979,0.486163
pass,more_than_mean,patient,850,0.348571,0.469419,70,0.236359,0.460784
pass,more_than_mean,patient,900,0.307429,0.451756,70,0.199438,0.415419
pass,more_than_mean,patient,950,0.288286,0.445649,70,0.181755,0.394816
pass,more_than_mean,patient,1000,0.257429,0.420640,70,0.156876,0.357981
pass,more_than_mean,patient,1050,0.246000,0.417714,70,0.146147,0.345853
pass,more_than_mean,patient,1100,0.217714,0.403959,70,0.121150,0.314279
pass,more_than_mean,patient,1150,0.252857,0.416709,70,0.153245,0.352470
pass,more_than_mean,patient,1200,0.279714,0.446623,70,0.172951,0.386478
pass,more_than_mean,patient,1250,0.300286,0.451811,70,0.192282,0.408289
pass,more_than_mean,patient,1300,0.303714,0.453448,70,0.195320,0.412109
pass,more_than_mean,patient,1350,0.323429,0.459375,70,0.213617,0.433240
pass,more_than_mean,patient,1400,0.335429,0.458860,70,0.225740,0.445117
pass,more_than_mean,patient,1450,0.371429,0.472006,70,0.258598,0.484259
pass,more_than_mean,patient,1500,0.436000,0.482032,70,0.320772,0.551228
pass,more_than_mean,patient,1550,0.463143,0.492996,70,0.345294,0.580991
pass,more_than_mean,patient,1600,0.455714,0.478390,70,0.341357,0.570071
pass,more_than_mean,patient,1650,0.456286,0.492274,70,0.338610,0.573962
pass,more_than_mean,patient,1700,0.497714,0.491818,70,0.380147,0.615281
pass,more_than_mean,patient,1750,0.510000,0.481107,70,0.394993,0.625007
pass,more_than_mean,patient,1800,0.509429,0.497189,70,0.390578,0.628279
pass,more_than_mean,patient,1850,0.524000,0.499885,70,0.404505,0.643495
pass,more_than_mean,patient,1900,0.494857,0.490840,70,0.377524,0.612190
pass,more_than_mean,patient,1950,0.465429,0.490169,70,0.348256,0.582601
pass,more_than_mean,patient,2000,0.460000,0.486371,70,0.343735,0.576265
pass,more_than_mean,patient,2050,0.500571,0.485881,70,0.384424,0.616719
pass,more_than_mean,patient,2100,0.502857,0.489321,70,0.385887,0.619827
pass,more_than_mean,patient,2150,0.492857,0.493118,70,0.374979,0.610735
pass,more_than_mean,patient,2200,0.519143,0.481031,70,0.404155,0.634131
pass,more_than_mean,patient,2250,0.498286,0.489362,70,0.381306,0.615266
pass,more_than_mean,patient,2300,0.477143,0.494553,70,0.358922,0.595364
pass,more_than_mean,patient,2350,0.472857,0.490265,70,0.355661,0.590053
pass,more_than_mean,patient,2400,0.420571,0.481796,70,0.305400,0.535743
pass,more_than_mean,patient,2450,0.400000,0.493435,70,0.282046,0.517954
pass,more_than_mean,patient,2500,0.393429,0.476810,70,0.279449,0.507408
pass,more_than_mean,patient,2550,0.386571,0.475824,70,0.272828,0.500315
pass,more_than_mean,patient,2600,0.350000,0.475361,70,0.236367,0.463633
pass,more_than_mean,patient,2650,0.367143,0.478270,70,0.252814,0.481471
pass,more_than_mean,patient,2700,0.407429,0.489722,70,0.290363,0.524495
pass,more_than_mean,patient,2750,0.418000,0.489947,70,0.300880,0.535120
pass,more_than_mean,patient,2800,0.404857,0.489370,70,0.287875,0.521839
pass,more_than_mean,patient,2850,0.386857,0.474288,70,0.273481,0.500234
pass,more_than_mean,patient,2900,0.414857,0.481925,70,0.299655,0.530059
pass,more_than_mean,patient,2950,0.429143,0.486724,70,0.312793,0.545492
pass,more_than_mean,patient,3000,0.438857,0.495743,70,0.320352,0.557362
pass,more_than_mean,patient,3050,0.448286,0.484932,70,0.332365,0.564207
pass,more_than_mean,patient,3100,0.428571,0.491275,70,0.311134,0.546009
pass,more_than_mean,patient,3150,0.409714,0.481576,70,0.294596,0.524833
pass,more_than_mean,patient,3200,0.395714,0.482420,70,0.280394,0.511035
pass,more_than_mean,patient,3250,0.382286,0.481538,70,0.267176,0.497395
pass,more_than_mean,patient,3300,0.367714,0.477218,70,0.253637,0.481791
pass,more_than_mean,patient,3350,0.335429,0.463661,70,0.224592,0.446265
pass,more_than_mean,patient,3400,0.322286,0.443576,70,0.216251,0.428321
pass,more_than_mean,patient,3450,0.313429,0.448233,70,0.206280,0.420577
pass,more_than_mean,patient,3500,0.324000,0.453695,70,0.215546,0.432454
pass,more_than_mean,patient,3550,0.325143,0.456511,70,0.216016,0.434270
pass,more_than_mean,patient,3600,0.268857,0.421971,70,0.167987,0.369728
pass,more_than_mean,patient,3650,0.256000,0.429149,70,0.153414,0.358586
pass,more_than_mean,patient,3700,0.273143,0.445485,70,0.166652,0.379634
pass,more_than_mean,patient,3750,0.270571,0.439271,70,0.165566,0.375577
pass,more_than_mean,patient,3800,0.265429,0.437939,70,0.160741,0.370116
pass,more_than_mean,patient,3850,0.300000,0.456146,70,0.190960,0.409040
pass,more_than_mean,patient,3900,0.306857,0.459500,70,0.197016,0.416699
pass,more_than_mean,patient,3950,0.309714,0.451108,70,0.201879,0.417550
pass,more_than_mean,patient,4000,0.329714,0.461651,70,0.219359,0.440070
pass,more_than_mean,patient,4050,0.321714,0.459877,70,0.211783,0.431646
pass,more_than_mean,patient,4100,0.317714,0.448916,70,0.210403,0.425026
pass,more_than_mean,patient,4150,0.317143,0.451141,70,0.209300,0.424986
pass,more_than_mean,patient,4200,0.344857,0.471795,70,0.232077,0.457638
pass,more_than_mean,patient,4250,0.356000,0.477136,70,0.241943,0.470057
pass,more_than_mean,patient,4300,0.366286,0.467203,70,0.254603,0.477969
pass,more_than_mean,patient,4350,0.352000,0.465648,70,0.240689,0.463311
pass,more_than_mean,patient,4400,0.372571,0.474182,70,0.259220,0.485923
pass,more_than_mean,patient,4450,0.353429,0.474017,70,0.240117,0.466740
pass,more_than_mean,patient,4500,0.354000,0.472322,70,0.241093,0.466907
pass,more_than_mean,patient,4550,0.379429,0.483633,70,0.263818,0.495039
pass,more_than_mean,patient,4600,0.390286,0.479139,70,0.275750,0.504822
pass,more_than_mean,patient,4650,0.342286,0.472153,70,0.229420,0.455152
pass,more_than_mean,patient,4700,0.324857,0.455300,70,0.216020,0.433695
pass,more_than_mean,patient,4750,0.360571,0.466588,70,0.249036,0.472107
pass,more_than_mean,patient,4800,0.409429,0.482971,70,0.293977,0.524881
