participant,image,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,rt,matched_accuracy,matched_by,vf_acc,vn_acc,pn_acc,is_error_form,error_fields,excluded_from_graphs
К06,boil-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,5213.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2336.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,3400.000000,yes,participant_image,1,1,1,no,,no
К06,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1051.000000,yes,participant_image,1,1,1,no,,no
К06,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,1832.000000,yes,participant_image,1,1,1,no,,no
К06,hit-1-2-l.png,direct,animate,animate patient,1,2,animate,1635.000000,yes,participant_image,1,1,1,no,,no
К06,saw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1831.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,3485.000000,yes,participant_image,1,1,1,no,,no
К06,eat-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1874.000000,yes,participant_image,1,1,1,no,,no
К06,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,1895.000000,yes,participant_image,1,1,1,no,,no
К06,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,1599.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1551.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,call-1-2-l.png,direct,animate,animate patient,1,2,animate,1494.000000,yes,participant_image,1,1,1,no,,no
К06,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,2771.000000,yes,participant_image,1,1,1,no,,no
К06,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1422.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К06,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,1863.000000,yes,participant_image,1,1,1,no,,no
К06,makelaugh-2-2-r.png,inverse,animate,animate patient,2,2,animate,2162.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2938.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1851.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,dress-1-1-r.png,direct,animate,animate patient,1,1,animate,1512.000000,yes,participant_image,1,1,1,no,,no
К06,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,1487.000000,yes,participant_image,1,1,1,no,,no
К06,burn-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2018.000000,yes,participant_image,1,1,1,no,,no
К06,saw-1-1-r.png,inverse,inanimate,inanimate patient,1,1,inanimate,1987.000000,yes,participant_image,0,1,0,yes,vf_acc+pn_acc,yes
К06,shoot-1-2-l.png,direct,animate,animate patient,1,2,animate,1741.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2362.000000,yes,participant_image,1,1,1,no,,no
К06,treat-1-1-r.png,direct,animate,animate patient,1,1,animate,2485.000000,yes,participant_image,1,1,1,no,,no
К06,throw-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1167.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2640.000000,yes,participant_image,1,1,1,no,,no
К06,hit-2-2-r.png,inverse,animate,animate patient,2,2,animate,1956.000000,yes,participant_image,1,1,1,no,,no
К10,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,3591.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,carry-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,4931.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К10,dress-1-2-l.png,direct,animate,animate patient,1,2,animate,3184.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К10,cut_hair-2-2-r.png,inverse,animate,animate patient,2,2,animate,2916.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,3676.000000,yes,participant_image,1,1,1,no,,no
К10,water-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4211.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К10,push-2-2-r.png,inverse,animate,animate patient,2,2,animate,3539.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,carry-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1981.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,5601.000000,yes,participant_image,1,1,1,no,,no
К10,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,3689.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,3514.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,5228.000000,yes,participant_image,1,1,1,no,,no
К10,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,4518.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К10,teach-2-1-l.png,inverse,animate,animate patient,2,1,animate,4767.000000,yes,participant_image,1,1,1,no,,no
К10,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3572.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К10,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,5276.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К10,dress-2-1-l.png,inverse,animate,animate patient,2,1,animate,5488.000000,yes,participant_image,1,1,1,no,,no
К10,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,3105.000000,yes,participant_image,1,1,1,no,,no
К10,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,3311.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К10,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,4213.000000,yes,participant_image,1,1,1,no,,no
К10,clean-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,3957.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К10,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,2545.000000,yes,participant_image,1,1,1,no,,no
К10,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,4003.000000,yes,participant_image,1,1,1,no,,no
К10,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2688.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К14,call-1-1-r.png,direct,animate,animate patient,1,1,animate,4201.000000,yes,participant_image,1,1,1,no,,no
К14,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1722.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К14,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,1858.000000,yes,participant_image,1,1,1,no,,no
К14,pick-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3852.000000,yes,participant_image,1,1,1,no,,no
К14,teach-1-1-r.png,direct,animate,animate patient,1,1,animate,5680.000000,yes,participant_image,1,1,1,no,,no
К14,cut_hair-2-2-r.png,inverse,animate,animate patient,2,2,animate,2556.000000,yes,participant_image,1,1,1,no,,no
К14,hang-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3773.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К14,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,5539.000000,yes,participant_image,1,1,1,no,,no
К14,tie-1-1-r.png,direct,animate,animate patient,1,1,animate,1863.000000,yes,participant_image,1,1,1,no,,no
К14,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,4326.000000,yes,participant_image,1,1,1,no,,no
К14,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,1420.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К14,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,4648.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К14,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,3115.000000,yes,participant_image,1,1,1,no,,no
К14,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1560.000000,yes,participant_image,1,1,1,no,,no
К14,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2442.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К14,dress-2-2-r.png,inverse,animate,animate patient,2,2,animate,2217.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К14,pull-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3366.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К14,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1368.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К14,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,3078.000000,yes,participant_image,1,1,1,no,,no
К14,cover-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2409.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К14,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3504.000000,yes,participant_image,1,1,1,no,,no
К14,break-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4835.000000,yes,participant_image,1,1,1,no,,no
К14,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2668.000000,yes,participant_image,1,1,1,no,,no
К14,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4789.000000,yes,participant_image,1,1,1,no,,no
К17,call-1-1-r.png,direct,animate,animate patient,1,1,animate,3098.000000,yes,participant_image,1,1,1,no,,no
К17,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1827.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,4030.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К17,pick-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3488.000000,yes,participant_image,1,1,1,no,,no
К17,makelaugh-2-1-l.png,inverse,animate,animate patient,2,1,animate,3449.000000,yes,participant_image,1,1,1,no,,no
К17,cover-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2073.000000,yes,participant_image,1,1,1,no,,no
К17,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,3643.000000,yes,participant_image,1,1,1,no,,no
К17,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,3919.000000,yes,participant_image,1,1,1,no,,no
К17,clean-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1607.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,push-1-2-l.png,direct,animate,animate patient,1,2,animate,3380.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,water-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,5066.000000,yes,participant_image,1,1,1,no,,no
К17,pour-2-2-r.png,inverse,animate,animate patient,2,2,animate,3315.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,plant-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2468.000000,yes,participant_image,1,1,1,no,,no
К17,tie-2-1-l.png,inverse,animate,animate patient,1,2,animate,1980.000000,yes,participant_image,1,1,1,no,,no
К17,boil-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3426.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,hang-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1911.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К17,treat-1-2-l.png,direct,animate,animate patient,1,2,animate,3122.000000,yes,participant_image,1,1,1,no,,no
К17,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,1903.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К17,hit-2-1-l.png,inverse,animate,animate patient,2,1,animate,1316.000000,yes,participant_image,1,1,1,no,,no
К17,push-2-2-r.png,inverse,animate,animate patient,2,2,animate,1812.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,pick-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2034.000000,yes,participant_image,1,1,1,no,,no
К17,carry-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1683.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1181.000000,yes,participant_image,1,1,1,no,,no
К17,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1234.000000,yes,participant_image,1,1,1,no,,no
К17,makelaugh-1-1-r.png,direct,animate,animate patient,1,1,animate,2464.000000,yes,participant_image,1,1,1,no,,no
К17,boil-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1913.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,teach-2-1-l.png,inverse,animate,animate patient,2,1,animate,1598.000000,yes,participant_image,1,1,1,no,,no
К17,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,2934.000000,yes,participant_image,1,1,1,no,,no
К17,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1474.000000,yes,participant_image,1,1,1,no,,no
К17,treat-2-2-r.png,direct,animate,animate patient,2,2,animate,2477.000000,yes,participant_image,0,0,1,yes,vf_acc+vn_acc,yes
К17,throw-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,2763.000000,yes,participant_image,1,1,1,no,,no
К17,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,2654.000000,yes,participant_image,1,1,1,no,,no
К17,eat-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3038.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2508.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,3343.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,2729.000000,yes,participant_image,1,1,1,no,,no
К17,cover-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3633.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,2213.000000,yes,participant_image,1,1,1,no,,no
К17,push-2-1-l.png,inverse,animate,animate patient,2,1,animate,2727.000000,yes,participant_image,1,1,1,no,,no
К17,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,2128.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,3241.000000,yes,participant_image,1,1,1,no,,no
К17,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,5439.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,hit-1-2-l.png,direct,animate,animate patient,1,2,animate,2742.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,pick-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2545.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,1876.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,call-1-2-l.png,direct,animate,animate patient,1,2,animate,1520.000000,yes,participant_image,1,1,1,no,,no
К17,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,2031.000000,yes,participant_image,1,1,1,no,,no
К17,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1592.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3089.000000,yes,participant_image,1,1,1,no,,no
К17,dress-1-1-r.png,direct,animate,animate patient,1,1,animate,1515.000000,yes,participant_image,1,1,1,no,,no
К17,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,2120.000000,yes,participant_image,1,1,1,no,,no
К17,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1516.000000,yes,participant_image,1,1,1,no,,no
К17,throw-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1362.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К17,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2835.000000,yes,participant_image,1,1,1,no,,no
К20,call-1-1-r.png,direct,animate,animate patient,1,1,animate,1422.000000,yes,participant_image,1,1,1,no,,no
К20,wake-2-2-r.png,direct,animate,animate patient,2,2,animate,2857.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К20,throw-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,1692.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К20,clean-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2267.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,plant-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3419.000000,yes,participant_image,1,1,1,no,,no
К20,hit-2-1-l.png,inverse,animate,animate patient,2,1,animate,2521.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,saw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,4459.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,pick-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2258.000000,yes,participant_image,1,1,1,no,,no
К20,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2049.000000,yes,participant_image,1,1,1,no,,no
К20,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,5519.000000,yes,participant_image,1,1,1,no,,no
К20,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,2388.000000,yes,participant_image,1,1,1,no,,no
К20,saw-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2622.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1990.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,carry-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4134.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К20,dress-2-1-l.png,direct,animate,animate patient,2,1,animate,5359.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К20,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2081.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,wash-1-2-l.png,inverse,animate,animate patient,1,2,animate,2550.000000,yes,participant_image,0,1,0,yes,vf_acc+pn_acc,yes
К20,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1404.000000,yes,participant_image,1,1,1,no,,no
К20,give_water-2-2-r.png,inverse,animate,animate patient,2,2,animate,3530.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1780.000000,yes,participant_image,1,1,1,no,,no
К20,plant-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3686.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,1861.000000,yes,participant_image,1,1,NA,no,,no
К20,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1903.000000,yes,participant_image,1,1,1,no,,no
К20,call-1-2-l.png,direct,animate,animate patient,1,2,animate,2505.000000,yes,participant_image,1,1,1,no,,no
К20,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,1859.000000,yes,participant_image,1,1,1,no,,no
К20,treat-1-1-r.png,direct,animate,animate patient,1,1,animate,4049.000000,yes,participant_image,1,1,1,no,,no
К20,scold-2-1-l.png,direct,animate,animate patient,2,1,animate,1803.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К20,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1434.000000,yes,participant_image,1,1,1,no,,no
К22,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2019.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,4258.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,carry-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2333.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,teach-1-1-r.png,direct,animate,animate patient,1,1,animate,4294.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1991.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,clean-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1808.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,push-1-2-l.png,direct,animate,animate patient,1,2,animate,2456.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,scold-2-2-r.png,direct,animate,animate patient,2,2,animate,4204.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К22,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3596.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,pick-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3468.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,carry-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1832.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,1740.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,2401.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2932.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,3230.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,dress-2-2-r.png,inverse,animate,animate patient,2,2,animate,2734.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,pull-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2091.000000,yes,participant_image,1,1,1,no,,no
К22,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1592.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,1970.000000,yes,participant_image,1,1,1,no,,no
К22,treat-2-2-r.png,inverse,animate,animate patient,2,2,animate,2337.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,paint-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3094.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,feed-2-1-l.png,direct,animate,animate patient,2,1,animate,2803.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К22,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1928.000000,yes,participant_image,1,1,1,no,,no
К22,pour-1-1-r.png,direct,animate,animate patient,1,1,animate,2934.000000,yes,participant_image,1,1,1,no,,no
К22,boil-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,3018.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К22,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,5754.000000,yes,participant_image,1,1,1,no,,no
К22,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,3569.000000,yes,participant_image,1,1,1,no,,no
К22,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2213.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,break-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3131.000000,yes,participant_image,1,1,1,no,,no
К22,push-1-1-r.png,direct,animate,animate patient,1,1,animate,1817.000000,yes,participant_image,1,1,1,no,,no
К22,pick-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3140.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,clean-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3313.000000,yes,participant_image,1,1,1,no,,no
К22,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2075.000000,yes,participant_image,1,1,1,no,,no
К22,pull-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1768.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,2416.000000,yes,participant_image,1,1,1,no,,no
К25,call-1-1-r.png,direct,animate,animate patient,1,1,animate,2488.000000,yes,participant_image,1,1,1,no,,no
К25,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,1733.000000,yes,participant_image,1,1,1,no,,no
К25,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,2083.000000,yes,participant_image,1,1,1,no,,no
К25,carry-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1538.000000,yes,participant_image,1,1,1,no,,no
К25,teach-1-1-r.png,direct,animate,animate patient,1,1,animate,2201.000000,yes,participant_image,1,1,1,no,,no
К25,dress-1-2-l.png,direct,animate,animate patient,1,2,animate,2255.000000,yes,participant_image,1,1,1,no,,no
К25,cut_hair-2-2-r.png,inverse,animate,animate patient,2,2,animate,1922.000000,yes,participant_image,1,1,1,no,,no
К25,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,2580.000000,yes,participant_image,1,1,1,no,,no
К25,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1514.000000,yes,participant_image,1,1,1,no,,no
К25,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,2429.000000,yes,participant_image,1,1,1,no,,no
К25,tie-2-1-l.png,inverse,animate,animate patient,1,2,animate,1717.000000,yes,participant_image,1,1,1,no,,no
К25,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,1552.000000,yes,participant_image,1,1,1,no,,no
К25,hit-2-1-l.png,inverse,animate,animate patient,2,1,animate,2266.000000,yes,participant_image,1,1,1,no,,no
К25,give_water-2-1-l.png,inverse,animate,animate patient,2,1,animate,2369.000000,yes,participant_image,1,1,1,no,,no
К25,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1800.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,1951.000000,yes,participant_image,1,1,1,no,,no
К25,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,2253.000000,yes,participant_image,1,1,1,no,,no
К25,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,1430.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К25,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,1842.000000,yes,participant_image,1,1,1,no,,no
К25,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1380.000000,yes,participant_image,1,1,1,no,,no
