participant,image,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,rt,matched_accuracy,matched_by,vf_acc,vn_acc,pn_acc,is_error_form,error_fields,excluded_from_graphs
К04,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,3464.000000,yes,participant_image,1,1,1,no,,no
К04,pour-2-2-r.png,inverse,animate,animate patient,2,2,animate,4714.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К04,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,3219.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К04,hit-2-1-l.png,inverse,animate,animate patient,2,1,animate,2138.000000,yes,participant_image,1,1,1,no,,no
К04,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3263.000000,yes,participant_image,1,1,NA,no,,no
К04,push-2-2-r.png,direct,animate,animate patient,2,2,animate,3163.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К04,eat-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,1964.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К04,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,2519.000000,yes,participant_image,1,1,1,no,,no
К04,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,2914.000000,yes,participant_image,1,1,1,no,,no
К04,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1629.000000,yes,participant_image,1,1,1,no,,no
К04,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,2620.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4163.000000,yes,participant_image,1,1,1,no,,no
К04,boil-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2478.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2895.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1902.000000,yes,participant_image,1,1,1,no,,no
К04,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2137.000000,yes,participant_image,1,1,1,no,,no
К04,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2557.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,3358.000000,yes,participant_image,1,1,1,no,,no
К04,cover-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2434.000000,yes,participant_image,1,1,1,no,,no
К04,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,2251.000000,yes,participant_image,1,1,1,no,,no
К04,feed-2-1-l.png,direct,animate,animate patient,2,1,animate,3435.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К04,eat-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2867.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,3980.000000,yes,participant_image,1,1,1,no,,no
К04,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2596.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,3899.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К04,open-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1669.000000,yes,participant_image,1,1,1,no,,no
К04,dress-2-1-l.png,inverse,animate,animate patient,2,1,animate,4034.000000,yes,participant_image,1,1,1,no,,no
К04,cover-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2270.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,2820.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1943.000000,yes,participant_image,1,1,1,no,,no
К04,give_water-2-2-r.png,inverse,animate,animate patient,2,2,animate,4416.000000,yes,participant_image,1,0,NA,yes,vn_acc,yes
К04,pour-1-1-r.png,direct,animate,animate patient,1,1,animate,2719.000000,yes,participant_image,1,1,1,no,,no
К04,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,3201.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3259.000000,yes,participant_image,1,1,1,no,,no
К04,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,4540.000000,yes,participant_image,1,1,1,no,,no
К04,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,2575.000000,yes,participant_image,1,1,1,no,,no
К04,hit-1-2-l.png,direct,animate,animate patient,1,2,animate,2316.000000,yes,participant_image,1,1,1,no,,no
К04,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,2927.000000,yes,participant_image,1,1,1,no,,no
К04,push-1-1-r.png,direct,animate,animate patient,1,1,animate,2590.000000,yes,participant_image,1,1,1,no,,no
К04,eat-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2618.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,2581.000000,yes,participant_image,1,1,1,no,,no
К04,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1599.000000,yes,participant_image,1,1,1,no,,no
К04,call-1-2-l.png,direct,animate,animate patient,1,2,animate,1876.000000,yes,participant_image,1,1,1,no,,no
К04,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,3717.000000,yes,participant_image,1,1,1,no,,no
К04,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1529.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,2828.000000,yes,participant_image,1,1,1,no,,no
К04,plant-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1426.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3061.000000,yes,participant_image,1,1,1,no,,no
К04,teach-1-2-l.png,direct,animate,animate patient,1,2,animate,2368.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3765.000000,yes,participant_image,1,1,1,no,,no
К04,pull-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2306.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,2168.000000,yes,participant_image,1,1,1,no,,no
К04,burn-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2088.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,saw-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2857.000000,yes,participant_image,1,1,1,no,,no
К04,shoot-1-2-l.png,direct,animate,animate patient,1,2,animate,2397.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1954.000000,yes,participant_image,1,1,1,no,,no
К04,treat-1-1-r.png,direct,animate,animate patient,1,1,animate,2604.000000,yes,participant_image,1,1,1,no,,no
К04,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,2703.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2056.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К04,hit-2-2-r.png,inverse,animate,animate patient,2,2,animate,2711.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К04,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2773.000000,yes,participant_image,1,1,1,no,,no
К05,call-1-1-r.png,direct,animate,animate patient,1,1,animate,2227.000000,yes,participant_image,1,1,1,no,,no
К05,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2654.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,2204.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,eat-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3371.000000,yes,participant_image,1,1,1,no,,no
К05,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,3403.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,pick-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2781.000000,yes,participant_image,1,1,1,no,,no
К05,makelaugh-2-1-l.png,direct,animate,animate patient,2,1,animate,3053.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,teach-1-1-r.png,direct,animate,animate patient,1,1,animate,4393.000000,yes,participant_image,1,1,1,no,,no
К05,cut_hair-2-2-r.png,inverse,animate,animate patient,2,2,animate,4423.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,cover-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2179.000000,yes,participant_image,1,1,1,no,,no
К05,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,1878.000000,yes,participant_image,1,1,1,no,,no
К05,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1693.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,3274.000000,yes,participant_image,1,1,1,no,,no
К05,plant-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3166.000000,yes,participant_image,1,1,1,no,,no
К05,shoot-1-1-r.png,direct,animate,animate patient,2,2,animate,4009.000000,yes,participant_image,1,1,1,no,,no
К05,treat-1-2-l.png,direct,animate,animate patient,1,2,animate,2932.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,1745.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,saw-1-2-l.png,inverse,inanimate,inanimate patient,1,2,inanimate,1479.000000,yes,participant_image,0,1,0,yes,vf_acc+pn_acc,yes
К05,give_water-2-1-l.png,inverse,animate,animate patient,2,1,animate,3480.000000,yes,participant_image,1,1,1,no,,no
К05,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1680.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,eat-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,2426.000000,yes,participant_image,1,1,1,no,,no
К05,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,2502.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,pick-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1709.000000,yes,participant_image,1,1,1,no,,no
К05,carry-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2555.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,5810.000000,yes,participant_image,1,1,1,no,,no
К05,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,3780.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3145.000000,yes,participant_image,1,1,1,no,,no
К05,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,2076.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1926.000000,yes,participant_image,1,1,1,no,,no
К05,makelaugh-1-1-r.png,direct,animate,animate patient,1,1,animate,4518.000000,yes,participant_image,1,1,1,no,,no
К05,boil-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2008.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1684.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,dress-2-2-r.png,inverse,animate,animate patient,2,2,animate,1913.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1526.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2055.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,1975.000000,yes,participant_image,1,1,1,no,,no
К05,saw-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1548.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,shoot-2-1-l.png,inverse,animate,animate patient,2,1,animate,2057.000000,yes,participant_image,1,1,1,no,,no
К05,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1539.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,treat-2-2-r.png,inverse,animate,animate patient,2,2,animate,3489.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,throw-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,1734.000000,yes,participant_image,1,1,1,no,,no
К05,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,1674.000000,yes,participant_image,1,1,1,no,,no
К05,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,2003.000000,yes,participant_image,1,1,1,no,,no
К05,call-2-2-r.png,inverse,animate,animate patient,2,2,animate,1970.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1818.000000,yes,participant_image,1,1,1,no,,no
К05,feed-2-1-l.png,inverse,animate,animate patient,2,1,animate,1887.000000,yes,participant_image,1,1,1,no,,no
К05,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,2069.000000,yes,participant_image,1,1,1,no,,no
К05,pick-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,3131.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К05,open-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1810.000000,yes,participant_image,1,1,1,no,,no
К05,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1709.000000,yes,participant_image,1,1,1,no,,no
К05,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,1737.000000,yes,participant_image,1,1,1,no,,no
К05,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,2328.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1471.000000,yes,participant_image,1,1,1,no,,no
К05,give_water-2-2-r.png,inverse,animate,animate patient,2,2,animate,3574.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,2979.000000,yes,participant_image,1,1,1,no,,no
К05,water-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1447.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,pour-1-1-r.png,direct,animate,animate patient,1,1,animate,2523.000000,yes,participant_image,1,1,1,no,,no
К05,plant-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2656.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,tie-1-2-l.png,inverse,animate,animate patient,1,2,animate,1503.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К05,boil-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1959.000000,yes,participant_image,1,1,1,no,,no
К05,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2095.000000,yes,participant_image,1,1,1,no,,no
К05,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,3241.000000,yes,participant_image,1,1,1,no,,no
К05,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2458.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,1893.000000,yes,participant_image,1,1,1,no,,no
К05,burn-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1834.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,saw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2012.000000,yes,participant_image,1,1,1,no,,no
К05,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,3147.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,break-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1633.000000,yes,participant_image,1,1,1,no,,no
К05,push-1-1-r.png,direct,animate,animate patient,1,1,animate,1941.000000,yes,participant_image,1,1,1,no,,no
К05,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,1459.000000,yes,participant_image,1,1,1,no,,no
К05,pick-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1583.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,1231.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3434.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,call-1-2-l.png,inverse,animate,animate patient,1,2,animate,2038.000000,yes,participant_image,0,1,0,yes,vf_acc+pn_acc,yes
К05,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,1324.000000,yes,participant_image,1,1,1,no,,no
К05,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1253.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,1452.000000,yes,participant_image,1,1,1,no,,no
К05,plant-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1461.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2122.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,teach-1-2-l.png,inverse,animate,animate patient,1,2,animate,3610.000000,yes,participant_image,0,1,0,yes,vf_acc+pn_acc,yes
К05,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2323.000000,yes,participant_image,1,1,1,no,,no
К05,dress-1-1-r.png,direct,animate,animate patient,1,1,animate,1572.000000,yes,participant_image,1,1,1,no,,no
К05,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,1498.000000,yes,participant_image,1,1,1,no,,no
К05,burn-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1488.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,wash-2-2-r.png,inverse,animate,animate patient,2,2,animate,1280.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,saw-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1573.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,shoot-1-2-l.png,direct,animate,animate patient,1,2,animate,1211.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1658.000000,yes,participant_image,1,1,1,no,,no
К05,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,1625.000000,yes,participant_image,1,1,1,no,,no
К05,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2053.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К05,hit-2-2-r.png,inverse,animate,animate patient,2,2,animate,2569.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К05,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2316.000000,yes,participant_image,1,1,1,no,,no
К06,call-1-1-r.png,direct,animate,animate patient,1,1,animate,3286.000000,yes,participant_image,1,1,1,no,,no
К06,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1459.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,2517.000000,yes,participant_image,1,1,1,no,,no
К06,eat-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3587.000000,yes,participant_image,1,1,1,no,,no
К06,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,3311.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,pick-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1601.000000,yes,participant_image,1,1,1,no,,no
К06,makelaugh-2-1-l.png,inverse,animate,animate patient,2,1,animate,2364.000000,yes,participant_image,1,1,1,no,,no
К06,teach-1-1-r.png,direct,animate,animate patient,1,1,animate,2887.000000,yes,participant_image,1,1,1,no,,no
К06,throw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1394.000000,yes,participant_image,1,1,1,no,,no
К06,cut_hair-2-2-r.png,inverse,animate,animate patient,2,2,animate,2173.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,cover-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1378.000000,yes,participant_image,1,1,1,no,,no
К06,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,1524.000000,yes,participant_image,1,1,1,no,,no
К06,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1196.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,2782.000000,yes,participant_image,1,1,1,no,,no
К06,pour-2-2-r.png,inverse,animate,animate patient,2,2,animate,1867.000000,yes,participant_image,1,1,1,no,,no
К06,plant-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1502.000000,yes,participant_image,1,1,1,no,,no
К06,tie-2-1-l.png,inverse,animate,animate patient,1,2,animate,1735.000000,yes,participant_image,1,1,1,no,,no
К06,boil-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3721.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,shoot-1-1-r.png,direct,animate,animate patient,2,2,animate,1735.000000,yes,participant_image,1,1,1,no,,no
К06,treat-1-2-l.png,direct,animate,animate patient,1,2,animate,1884.000000,yes,participant_image,1,1,1,no,,no
К06,pull-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1289.000000,yes,participant_image,1,1,1,no,,no
К06,scold-2-2-r.png,inverse,animate,animate patient,2,2,animate,1233.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,burn-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2451.000000,yes,participant_image,1,1,1,no,,no
К06,saw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2644.000000,yes,participant_image,1,1,1,no,,no
К06,eat-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,2408.000000,yes,participant_image,1,1,1,no,,no
К06,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,1485.000000,yes,participant_image,1,1,1,no,,no
К06,pick-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1144.000000,yes,participant_image,1,1,1,no,,no
К06,tie-1-1-r.png,direct,animate,animate patient,1,1,animate,1502.000000,yes,participant_image,1,1,1,no,,no
К06,carry-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2049.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К06,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,1649.000000,yes,participant_image,1,1,1,no,,no
К06,feed-2-2-r.png,inverse,animate,animate patient,2,2,animate,2619.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2401.000000,yes,participant_image,1,1,1,no,,no
К06,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,1468.000000,yes,participant_image,1,1,1,no,,no
К06,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2125.000000,yes,participant_image,1,1,1,no,,no
К06,makelaugh-1-1-r.png,direct,animate,animate patient,1,1,animate,2305.000000,yes,participant_image,1,1,1,no,,no
К06,teach-2-1-l.png,inverse,animate,animate patient,2,1,animate,3318.000000,yes,participant_image,1,1,1,no,,no
К06,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1369.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,dress-2-2-r.png,inverse,animate,animate patient,2,2,animate,2719.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1273.000000,yes,participant_image,1,1,1,no,,no
К06,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3435.000000,yes,participant_image,1,1,1,no,,no
К06,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,1877.000000,yes,participant_image,1,1,1,no,,no
К06,saw-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3175.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2132.000000,yes,participant_image,1,1,1,no,,no
К06,treat-2-2-r.png,inverse,animate,animate patient,2,2,animate,3450.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,throw-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,1029.000000,yes,participant_image,1,1,1,no,,no
К06,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,1366.000000,yes,participant_image,1,1,1,no,,no
К06,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,1743.000000,yes,participant_image,1,1,1,no,,no
К06,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1599.000000,yes,participant_image,1,1,1,no,,no
К06,eat-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1801.000000,yes,participant_image,1,1,1,no,,no
К06,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,1618.000000,yes,participant_image,1,1,1,no,,no
К06,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1260.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,makelaugh-1-2-l.png,direct,animate,animate patient,1,2,animate,4377.000000,yes,participant_image,1,1,1,no,,no
К06,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,3305.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,open-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1370.000000,yes,participant_image,1,1,1,no,,no
К06,dress-2-1-l.png,inverse,animate,animate patient,2,1,animate,2854.000000,yes,participant_image,1,1,1,no,,no
К06,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2003.000000,yes,participant_image,1,1,1,no,,no
К06,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,1623.000000,yes,participant_image,1,1,1,no,,no
К06,cover-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2135.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К06,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,3056.000000,yes,participant_image,1,1,1,no,,no
К06,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1244.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К06,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,2389.000000,yes,participant_image,1,1,1,no,,no
К06,pour-1-1-r.png,direct,animate,animate patient,1,1,animate,2103.000000,yes,participant_image,1,1,1,no,,no
К06,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,1364.000000,yes,participant_image,1,1,1,no,,no
