participant's id,list,number,trial_num,image,ans,agens,patiens,age,cond,agens_gender,patiens_gender,agens_num,patiens_num,patiens_animacy,practice,translation,transcription,reaction time,fluency,sentence type,word order,comments,
К06,2,31,28,pull-1-2-l.png,pull-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик везёт двое санок,К'айыкмин'а  каг'аг'ан'нин.. уетыкит,1051,yes,direct,AVP,,
К06,2,32,29,scold-1-1-r.png,scold-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка ругает мальчика ,Н'авыткатпэляка  кокытг'айн'ан'ан  к'айыкмин'ын,1832,yes,direct,AVP,,
К06,2,33,30,burn-2-2-r.png,burn-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,n,2,2,0,0,Два дедушки сжигают две книги ,"Ынпыӄлаволат  нэкун,ын,нит кали.. калит",3083,false start,inverse,AVP,,
К06,2,34,31,hit-1-2-l.png,hit-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка бьет двух мальчиков,Н'авыткатпэляка  койкыплын'нын  к'айыкмин'ат,1635,yes,direct,AVP,,
К06,2,35,32,saw-2-1-l.png,saw-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки пилят бревно,Ынпыӄлаволат нэкучг'ынин  уттыт,1831,yes,inverse,AVP,,
К06,2,36,1,give_water-1-2-l.png,give_water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,m,1,2,1,0,Женщина поит двух мужчин,Эльг'ана  куникв'ычевын'нын  г'олят,3485,yes,direct,AVP,,
К06,2,37,2,break-2-1-l.png,break-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки ломают домик,Н'авыткатпэляка  нэ.. нэкунчимав'ын'нин  яяпиль,1958,false start,inverse,AVP,,
К06,2,38,3,push-1-1-r.png,push-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка толкает мальчика,"Н'авыткатпэляка купыл.. купылнг'аланг'л... купынг'ылынын к'айыкмин'ын, вспомнила",1310,false start,direct,AVVPX,,
К06,2,39,4,eat-2-2-r.png,eat-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Два мужчины едят два яблока,Г’олята  нэкунув'ныт  яблокат,1874,yes,inverse,AVP,,
К06,2,40,5,pour-2-1-l.png,pour-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,m,2,1,1,0,Две женщины обливают мужчину ,Эльг’а..та нэкунылэв'ын'нын .. г'оля,1895,yes,inverse,AVP,,
К06,2,41,6,pick-1-2-l.png,pick-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка срывает два цветка,"Н'ав...Н'авытк'атпэляк'а кунмэйн,эв,н,ынин так,лэн,тогыйн,о",1273,false start,direct,AVP,,
К06,2,42,7,tie-2-2-r.png,tie-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки связывают двух мальчиков,Н'авытк'атпэляк'ыт нэкукылтын'нив'   к'айыкмин'ат,1599,yes,inverse,AVP,,
К06,2,43,8,carry-1-1-r.png,carry-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина несёт ведро,Г’оляна кунн'ин'ныв' мэмлыёчгын,1551,yes,direct,AVP,,
К06,2,44,9,call-1-2-l.png,call-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,f,1,2,1,0,Дедушка зовет двух бабушек ,Ынпыӄлавола ког'айн'ив'ын'нин  ынпыӈэв’ыт,1494,yes,direct,AVP,,
К06,2,45,10,clean-2-1-l.png,clean-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки чистят пальто ,"Ынпыӄлаволат кон,айк'ытв'ан'...нав'... након,айк'ытв'ан'нэн пальто",1688,false start,direct,AVP,,
К06,2,46,11,feed-1-1-r.png,feed-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,m,1,1,1,0,Бабушка кормит дедушку,"Ынпыӈэв’э  кунейкув,итэйнын  ынпыӄлавол",2771,yes,direct,AVP,,
К06,2,47,12,water-2-2-r.png,water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки поливают два цветка ,"Н'авытк'атпэляка  нэкунв,илэв,н,ыныв' так,лэн,тогыйн,о",1422,yes,inverse,AVP,,AVPX?
К06,2,48,13,wake-2-1-l.png,wake-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины будят женщину ,Г'олят нэкуныкъевын'нин  эльг'а,1863,yes,inverse,AVP,,
К06,2,49,14,plant-1-2-l.png,plant-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина сажает два дерева ,Г’оляна  кунмэйн'эв'ин  утт.. уттыут,3122,false start,direct,AVP,,
К06,2,50,15,makelaugh-2-2-r.png,makelaugh-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки смешат двух бабушек,Ынпыӄлавола  наконачачгав'ын'нэв'.. ынпыӈэв’эт,2162,yes,inverse,AVP,,
К06,2,51,16,boil-1-1-r.png,boil-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,n,1,1,0,0,Женщина варит курицу,"Эльг,ата кукупаньн,ынин г,итутг,улу",2938,yes,direct,AVP,,
К06,2,52,17,teach-1-2-l.png,teach-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,f,1,2,1,0,Мужчина учит двух женщин ,Г'оляна куныкъев'л... куныкъевын'нин   эльг'ат,2565,false start,direct,AVP,,
К06,2,53,18,hang-2-1-l.png,hang-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки вешают картину,Ынпыӄлаволат  нэкунпаньн'ын  калитг'о,1851,yes,inverse,AVP,,
К06,2,54,19,dress-1-1-r.png,dress-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,f,1,1,1,0,Дедушка одевает бабушку,"Ыпыӄлавола кокеметг'айпын,нын  ынпыӈэв’э",1512,yes,direct,AVP,,
К06,2,55,20,pull-2-2-r.png,pull-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки везут двое санок ,Н'авытк'атпиляк'ыт накунг'аг'ан'нэв'... накунг'аг'ан'нат  уетыкит,1714,false start,inverse,AVP,,
К06,2,56,21,cut_hair-2-1-l.png,cut_hair-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,m,2,1,1,0,Две девочки стригут мальчика,Н'авыткатпиляк'а  накопаев'н'ын  к'айыкмин'ын,1487,yes,inverse,AVP,,
К06,2,57,22,burn-1-2-l.png,burn-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,n,1,2,0,0,Бабушка сжигает две книги,"Ынпыӈэв’э кукенгев'н,ын'ын калит",2018,yes,direct,AVP,,
К06,2,58,23,wash-2-2-r.png,wash-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки моют двух бабушек,Ынпыӄлавола нэку.. нэкунмыткын'нин.. нит ынпыӈэв’эт,1818,false start,inverse,AVP,,
К06,2,59,24,saw-1-1-r.png,saw-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина пилит бревно,Г’оляна нэкучг'ынин  уттыт,1987,yes,inverse,AVP,,
К06,2,60,25,shoot-1-2-l.png,shoot-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка стреляет в двух мальчиков ,Н'авытк'атпиляк'а  кулк'эйнэвын'нит к'айыкмин'ат,1741,yes,direct,AVP,,
К06,2,61,26,open-2-1-l.png,open-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки открывают дверь,Ынпыӈэв’э  нэкунв'эн'энын'нин   тыпеллын,2362,yes,inverse,AVP,,
К06,2,62,27,treat-1-1-r.png,treat-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина лечит мужчину ,Эльг'ана  кунмэлэв'ын'нин  г'оля,2485,yes,direct,AVP,,
К06,2,63,28,throw-2-2-r.png,throw-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки бросают два мяча,Н'авытк'атпэлякыт нэкунын'лын'нив'  к'апылат,1167,yes,inverse,AVP,,
К06,2,64,29,scold-2-1-l.png,scold-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика ругают девочку,К'айыкмин'ыт  накокыг'а.. накокытг'айн'ан'..нэн  н'авытк'атпиль,1306,false start,inverse,AVP,,
К06,2,65,30,cover-1-2-l.png,cover-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина накрывает два цветка ,"Г,олята кайпын,нин тык,лэн,тогыйн,ыт",2640,yes,direct,AVP,,
К06,2,66,31,hit-2-2-r.png,hit-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика бьют двух девочек,К'айыкмин'а  накойкыплын'..нэт н'авытк'атпиляк'ат,1956,yes,inverse,AVP,,
К06,2,67,32,paint-1-1-r.png,paint-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мальчик красит доску,"К'айыкмин'а  кэняйкэчен,нын  уттыут",,yes,direct,AVP,,
К08,2,1,0,cut_apple.png,tr1.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Бабушка режет яблоко,--,-,-,-,-,,
К08,2,2,0,drag-2-2-e.png,tr2.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Две девочки везут двух мальчиков,--,-,-,-,-,,
К08,2,3,0,dogs_bite.png,tr3.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Собаки кусают мужчину,--,-,-,-,-,,
К08,2,4,1,call-2-2-r.png,call-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,f,m,2,2,1,0,Две бабушки зовут двух дедушек,ПРОПУСК,-,-,-,-,,
К08,2,5,2,break-1-1-r.png,break-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,n,1,1,0,0,Мальчик ломает домик,Кокунчимав'н'ынан  яяна,1595,yes,direct,AV,,
К08,2,6,3,feed-2-1-l.png,feed-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,f,2,1,1,0,Два дедушки кормят бабушку,Ынпынэйык ынпыӈэв’ нэкунэв’ъеньӈын,6785,false start,inverse,APV,,
К08,2,7,4,eat-1-2-l.png,eat-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,n,1,2,0,0,Женщина ест два яблока,аа.. н'ыччек яблока кунув'ныт [смеется],8123,yes,direct,PV,,
К08,2,8,5,wake-1-1-r.png,wake-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина будит мужчину,ПРОПУСК,-,-,-,-,,
К08,2,9,6,pick-2-2-r.png,pick-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,n,2,2,0,0,Два мальчика срывают два цветка,ааа.. К'айыкмин'ыйык нэг'ын'ныт н'ыччек' в'ытв'ытыт,5542,yes,inverse,AVP,,
К08,2,10,7,makelaugh-1-2-l.png,makelaugh-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка смешит двух дедушек,"[звонит телефон, отвечает]  Коначачгав'ын'нэн  ынпыӄлаволат",51170,false start,direct,VP,,
К08,2,11,8,carry-2-1-l.png,carry-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,n,2,1,0,0,Две женщины несут ведро,ПРОПУСК,-,-,-,-,,
К08,2,12,9,teach-2-2-r.png,teach-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,m,2,2,1,0,Две женщины учат двух мужчин,ПРОПУСК,-,-,-,-,,
К08,2,13,10,open-1-1-r.png,open-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,n,1,1,0,0,Дедушка открывает дверь,"Тыллытыл куенв,эн,эньн,ынин ключита",3718,yes,direct,PVX,,
К08,2,14,11,dress-2-1-l.png,dress-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,m,2,1,1,0,Две бабушки одевают дедушку,ПРОПУСК,-,-,-,-,,
К08,2,15,12,throw-1-2-l.png,throw-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик бросает два мяча,ПРОПУСК,-,-,-,-,,
К08,2,16,13,cut_hair-1-1-r.png,cut_hair-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,f,1,1,1,0,Мальчик стрижет девочку,копа.. Эльг'а копаев'н'ын,5241,false start,direct,PV,,
К08,2,17,14,cover-2-2-r.png,cover-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины накрывают два цветка,"эх... эээ что за колокольчики у них? в'ытв'ыт эльг'айык нака.. нако.. накойатып'н,ыт",14730,false start,inverse,PAV,,
К08,2,18,15,wash-1-2-l.png,wash-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка моет двух дедушек,ээ.. Ынпыӈэв’э  кунмытынн'ын ааа...  ынпыӄлаволо,5099,pause,direct,AVP,,
К08,2,19,16,paint-2-1-l.png,paint-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки красят доску,Кокрасинын'нын.... ээ.. стена... эльг'ана кокрасинын'нын стена,3549,pause; false start,direct,VPAVP,,VXPAP
К08,2,20,17,give_water-2-2-r.png,give_water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,f,2,2,1,0,Два мужчины поят двух женщин,эээ.. нэкуникв'ычевын'ныт ын.. Ынпынэтэ куникв'ычевын'нын ынпынэв'э,7125,false start,inverse; direct,VAVP,,
К08,2,21,18,clean-1-1-r.png,clean-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,2,2,0,0,Бабушка чистит пальто,"вижу, вижу....  кучистинын'нын  пальто.. ынпыӈэв’э",2825,pause,direct,VPA,,
К08,2,22,19,push-2-1-l.png,push-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика толкают девочку,"нэв'... ныпынг'ылынын эльг'апэляка... Эльг'апель ныпынг'ылынын... ныпынг'ылынын ой, не знаю",3018,false start,inverse,VAAVV,,
К08,2,23,20,water-1-2-l.png,water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик поливает два цветка,куполиванин'нын...   Г'олята куполиванин'нын в'ытв'ыто,3646,false start,direct,VAVP,,
К08,2,24,21,pour-1-1-r.png,pour-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,f,1,1,1,0,Мужчина обливает женщину,эээ... К'лавола  кимлытг'ын'ын...  н'авычӈэн,5098,pause,direct,AVP,,
К08,2,25,22,plant-2-2-r.png,plant-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины сажают два дерева,...наконтван'ныныв' уттыто... нантван'ныт в'ытв'ыто,8683,false start,inverse,VPVP,,
К08,2,26,23,tie-1-2-l.png,tie-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,f,1,2,1,0,Мальчик связывает двух девочек,К'ымин'а кукылтын'нин...нав'.. н'авычн'эт,2757,false start,direct,AVP,,
К08,2,27,24,boil-2-1-l.png,boil-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки варят курицу,"э.... куку... ку... кукуквайнин... кулк'эйн,ын... кукуквайнин ынпыӈэв’эт",3338,false start,direct,VA,,
К08,2,28,25,shoot-2-2-r.png,shoot-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика стреляют в двух девочек ,ПРОПУСК,-,-,-,-,,
К08,2,29,26,hang-1-1-r.png,hang-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,1,1,0,0,Бабушка вешает картину,ког'апаньн'ын... картина ког'апаньн'ын ынпыӈэв’э,3120,false start,direct,VPVA,,
К08,2,30,27,treat-2-1-l.png,treat-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины лечат женщину ,ой... Доктор нэкув'мэчг'эв'ын'нин чаканчок,8502,yes,inverse,AVP,,
К08,2,31,28,pull-1-2-l.png,pull-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик везёт двое санок,"ыннин йылк,ыл актыка каг'аг'ан'нин к'айыкмин'а ",1465,yes,other,XPVVA,эти санки не может увезти мальчик,
К08,2,32,29,scold-1-1-r.png,scold-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка ругает мальчика ,кокытг'айн'ан'ан  к'айыкмин'ын... кокытг'айн'ан'ан  к'айыкмин'ын,1907,false start,direct,VPVP,,
К08,2,33,30,burn-2-2-r.png,burn-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,n,2,2,0,0,Два дедушки сжигают две книги ,Калитал нэкунгын'ев'ын'ын ынпыӄлаволайик,3254,yes,inverse,AVP,,
К08,2,34,31,hit-1-2-l.png,hit-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка бьет двух мальчиков,ээ.. коткэ.. ком... котаг'ыйин'чен н'авычн'э как сказать можно? комайннын койвыплын'нын  к'айыкмин'ат,2815,false start; russian,direct,VAVVP,,
К08,2,35,32,saw-2-1-l.png,saw-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки пилят бревно,Инэчвинэн' кучг'ытунин  утту,4723,yes,direct,XVP,,
К08,2,36,1,give_water-1-2-l.png,give_water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,m,1,2,1,0,Женщина поит двух мужчин,"Копанэтатвын,э: в,отынно к,ылпыгыткы мимыл, к,ылпыгыткы",2663,yes,other,VXVPV,"говорят: вот выпей воду, выпей",
К08,2,37,2,break-2-1-l.png,break-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки ломают домик,э... это что такое? нэк... нэкунчимав'ын'нин  яяна... Н'авычӈэйык нэкунчимав'ын'нин  яяна,13627,false start,inverse,VPAVP,,
К08,2,38,3,push-1-1-r.png,push-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка толкает мальчика,"кукын'ычын'нын... кой... кукын'ычын'нын кто же это, дерутся что ли они? а, купынг'ылынын... ну все, толкает... Н'авычӈэ купынг'ылынын к'айыкмин'ын",2302,false start; russian,direct,VVXVXAVP,,
К08,2,39,4,eat-2-2-r.png,eat-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Два мужчины едят два яблока,"тут они хотят съесть что ли? а, ычгынан яблокат нэкунв,ыт",12262,yes,inverse,APV,,
К08,2,40,5,pour-2-1-l.png,pour-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,m,2,1,1,0,Две женщины обливают мужчину ,нэкимлытг'ын'нин г'оля обливают его? нэкимлытг'ын'нин г'оля мимылэ,3196,false start; russian,inverse,VPXVPX,,
К08,2,41,6,pick-1-2-l.png,pick-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка срывает два цветка,Н'авык'к'алюта кунынгэв'ын'нын в'ытв'ыто,6498,yes,direct,AVP,,
К08,2,42,7,tie-2-2-r.png,tie-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки связывают двух мальчиков,"дерутся что ли? нэкукылтын'нит  к'айыкмин'ат... а, Эльгата нэкукылтын'нит к'айыкмин'ат",7242,false start,inverse,VPXVP,,
К08,2,43,8,carry-1-1-r.png,carry-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина несёт ведро,ээ... ведро кимтин'нын,12335,yes,direct,PV,,
К08,2,44,9,call-1-2-l.png,call-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,f,1,2,1,0,Дедушка зовет двух бабушек ,ПРОПУСК,-,-,-,-,,
К08,2,45,10,clean-2-1-l.png,clean-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки чистят пальто ,э... пальто нак.. нак.. накомиг'ав'ан'нэн ынпыӄлаволайик,4828,false start,inverse,PVA,,
К08,2,46,11,feed-1-1-r.png,feed-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,m,1,1,1,0,Бабушка кормит дедушку,а... кунэуйэнын'нын ынпыӄлавол чачамйа,2266,yes,direct,VPA,,
К08,2,47,12,water-2-2-r.png,water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки поливают два цветка ,накимлытг'ын'нит н'авык'к'алюйик....н 'авык'к'алюйык накимлытг'ын'нит в'ытв'ыто,5247,pause,inverse,VAAVP,,
К08,2,48,13,wake-2-1-l.png,wake-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины будят женщину ,"Тог,ок к,ыкъевики! Чемоч эйылк,эткэ",2795,yes,other,VVV,просыпайся! хватит спать :),
К08,2,49,14,plant-1-2-l.png,plant-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина сажает два дерева ,ээ.. в'ытв'ыт... в'ытв'ыто контван'нынын... г'олята контван'нынын в'ытв'ыто,3387,false start,direct,PVAVP,,
К08,2,50,15,makelaugh-2-2-r.png,makelaugh-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки смешат двух бабушек,"[смеется] Ынпыӈэйык наконачачгав'.. нак... ой, как же переводить-то? ынпыӈэйык на... наконачачгав'ын'нэн  чачамйыт",8119,false start; russian,inverse,AVXAVP,,
К08,2,51,16,boil-1-1-r.png,boil-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,n,1,1,0,0,Женщина варит курицу,э... Н'авычэӈак.. Н'авычэӈак... Н'авычэӈак пичгын копаньн'ынин,6788,false start,direct,AAPV,,
К08,2,52,17,teach-1-2-l.png,teach-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,f,1,2,1,0,Мужчина учит двух женщин ,"э... Инэнгылэвычг,э н'а..н'авык'к'алют куне..кунгыюлэв,н,ынин",5846,false start,direct,APV,,
К08,2,53,18,hang-2-1-l.png,hang-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки вешают картину,"Митг,айин картина кыг,ылк,апн,ынин",5578,yes,direct,XPV,красивую картину прибивают; гылкапнын - гвоздь,
К08,2,54,19,dress-1-1-r.png,dress-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,f,1,1,1,0,Дедушка одевает бабушку,Коничг'ы... ынпыӈэтэ коничг'ыпав'нын  чачамэ,3321,false start,direct,VAVP,,
К08,2,55,20,pull-2-2-r.png,pull-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки везут двое санок ,ПРОПУСК,-,-,-,-,,
К08,2,56,21,cut_hair-2-1-l.png,cut_hair-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,m,2,1,1,0,Две девочки стригут мальчика,э...   Н'авык'к'алюйык к'айыкмин'ын  накопаев'н'ын,6600,yes,inverse,APV,,
К08,2,57,22,burn-1-2-l.png,burn-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,n,1,2,0,0,Бабушка сжигает две книги,Калитал кумэлыв'ын'нын чачамйа,5660,yes,direct,PVA,,
К08,2,58,23,wash-2-2-r.png,wash-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки моют двух бабушек,"Чачамйыт ынпын,эвыйык наконмытн,ынат",3866,yes,inverse,PAV,,
К08,2,59,24,saw-1-1-r.png,saw-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина пилит бревно,"Инэчвинэн,э ку.. ку.. утту купилиньнин",4580,false start,direct,XPV,,
К08,2,60,25,shoot-1-2-l.png,shoot-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка стреляет в двух мальчиков ,ПРОПУСК,-,-,-,-,,
К08,2,61,26,open-2-1-l.png,open-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки открывают дверь,э... Чачамйык  на.. нэкунв'эн'энын'нин   тыллытыл,5081,false start,inverse,AVP,,
К08,2,62,27,treat-1-1-r.png,treat-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина лечит мужчину ,"э... Докт... инэнмечгэвылг,э кунмэлэв,н,ынин... кл...г'оля",7871,false start; pause,direct,AAVP,,
К08,2,63,28,throw-2-2-r.png,throw-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки бросают два мяча,"э...  Н'авык'к'алют кук,апляткув'",4007,yes,incorporation,AV,,
К08,2,64,29,scold-2-1-l.png,scold-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика ругают девочку,Голяйык накокытг'айн'ан'нэн ӈавык'к'алю,3597,yes,inverse,AVP,,
К08,2,65,30,cover-1-2-l.png,cover-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина накрывает два цветка ,э... э...  куйимл... ын.. Ынпыӈэчэ куйимлэтг'ан'нынын в'итв'вито,8459,false start,direct,VAVP,,
К08,2,66,31,hit-2-2-r.png,hit-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика бьют двух девочек,Г'оляйык  накойкыплын'нэт  н'авычн'эт,6125,yes,inverse,AVP,,
К08,2,67,32,paint-1-1-r.png,paint-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мальчик красит доску,"кэняйкэчен,нын тыллытыл... г'олята",4284,pause,direct,VPA,,
К09,1,1,0,cut_apple.png,tr1.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Бабушка режет яблоко,--,-,-,-,-,,
К09,1,2,0,drag-2-2-e.png,tr2.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Две девочки везут двух мальчиков,--,-,-,-,-,,
