participant's id,list,number,trial_num,image,ans,agens,patiens,age,cond,agens_gender,patiens_gender,agens_num,patiens_num,patiens_animacy,practice,translation,transcription,reaction time,fluency,sentence type,word order,comments,
К11,2,5,2,break-1-1-r.png,break-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,n,1,1,0,0,Мальчик ломает домик,э.. К'ымин'ын.. куйилын'нын игрушкав',4449,pause,direct,AVP,,
К11,2,6,3,feed-2-1-l.png,feed-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,f,2,1,1,0,Два дедушки кормят бабушку,ПРОПУСК,-,-,-,-,,
К11,2,7,4,eat-1-2-l.png,eat-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,n,1,2,0,0,Женщина ест два яблока,Н'авычӈэн кулляпын яблокан,4107,yes,intransitive,AVP,,direct? (если ын != йын)
К11,2,8,5,wake-1-1-r.png,wake-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина будит мужчину,Н'авычӈэн куныкъевын'нин г’уемтэв’илг’ын,3692,yes,direct,AVP,,
К11,2,9,6,pick-2-2-r.png,pick-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,n,2,2,0,0,Два мальчика срывают два цветка,"м...  К'ымин'у  нэкуепыйг'ын'нав'  тывыйыв'.. ой, вытвыйв'",9769,false start,inverse,AVPP,,
К11,2,10,7,makelaugh-1-2-l.png,makelaugh-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка смешит двух дедушек,Н'авычӈэн  коначачгав'ын'нэн г’уемтэв’илг’у,4488,yes,direct,AVP,,
К11,2,11,8,carry-2-1-l.png,carry-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,n,2,1,0,0,Две женщины несут ведро,"Н'авычӈу каймылан,",2876,yes,intransitive,AV,идут за водой,
К11,2,12,9,teach-2-2-r.png,teach-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,m,2,2,1,0,Две женщины учат двух мужчин,"Н'авычӈу... м... наконынгыев'лан.. наконынгыев'лан... э, мужчин.. г'оляв'",3881,false start; pause,intransitive,AVVXP,,
К11,2,13,10,open-1-1-r.png,open-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,n,1,1,0,0,Дедушка открывает дверь,Ынпыӄлавол  куенынв'эн'эньнин   тыллытыл,6815,yes,direct,AVP,,
К11,2,14,11,dress-2-1-l.png,dress-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,m,2,1,1,0,Две бабушки одевают дедушку,Н'авычӈу.. нэкуелыннын пальтон.. г'оляна,4896,pause,inverse,AVPX,,
К11,2,15,12,throw-1-2-l.png,throw-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик бросает два мяча,"К'ымин'ын куйичвитын'нын мячиката.. ой, есть корякское имя мячик..  к'апылата",2969,russian,direct,AVPXP,,
К11,2,16,13,cut_hair-1-1-r.png,cut_hair-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,f,1,1,1,0,Мальчик стрижет девочку,"э... э... это.. мальчишка, да что ж такое.. а К'айыкмин'ын  копаев'н'ын  н'авычн'э",18029,yes,direct,AVP,,AVPX?
К11,2,17,14,cover-2-2-r.png,cover-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины накрывают два цветка,ПРОПУСК,-,-,-,-,,
К11,2,18,15,wash-1-2-l.png,wash-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка моет двух дедушек,м... Анянак конкуплявын'нынын апав' пусть будет так,9274,yes,direct,AVP,,
К11,2,19,16,paint-2-1-l.png,paint-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки красят доску,Н'авычӈу... вот кокраскалын.. накокраскалын доску,7329,pause; false start,intransitive; inverse,AXVVP,,
К11,2,20,17,give_water-2-2-r.png,give_water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,f,2,2,1,0,Два мужчины поят двух женщин,Г’уемтэв’илг’у нэкуйёлгын'нын чыкмимыл н'авычӈэн,5854,yes,inverse,AVXP,,
К11,2,21,18,clean-1-1-r.png,clean-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,2,2,0,0,Бабушка чистит пальто,м.. Анянак кучистин'нынын пальтон,6529,yes,direct,AVP,,
К11,2,22,19,push-2-1-l.png,push-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика толкают девочку,м.. э... г'оляв'... м... это нехорошо.. конайкупынг'ылын н'авычӈэн,11214,pause; russian,other,AXVP,глагол странный,direct\inverse?
К11,2,23,20,water-1-2-l.png,water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик поливает два цветка,ПРОПУСК,-,-,-,-,,
К11,2,24,21,pour-1-1-r.png,pour-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,f,1,1,1,0,Мужчина обливает женщину,ПРОПУСК,-,-,-,-,,
К11,2,25,22,plant-2-2-r.png,plant-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины сажают два дерева,ПРОПУСК,-,-,-,-,,
К11,2,26,23,tie-1-2-l.png,tie-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,f,1,2,1,0,Мальчик связывает двух девочек,э... Г'оля кукылг'ычын'нин.. н'авычӈу,9781,pause,direct,AVP,,
К11,2,27,24,boil-2-1-l.png,boil-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки варят курицу,м... пусть будет Чачамйа накопаньн'ынин..ав'.. накопаньн'ынав'..  м... мясо?..,12427,false start,inverse,AVVP,,
К11,2,28,25,shoot-2-2-r.png,shoot-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика стреляют в двух девочек ,"Г'оляв'.. м... м... ну, г'оляв' куйчивилан'",10837,pause,intransitive,AXAV,,
К11,2,29,26,hang-1-1-r.png,hang-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,1,1,0,0,Бабушка вешает картину,м... говорила же.. не помню.. Анянак куквортэ..куквортэплын картину в общем,15261,false start,other,AVPX,нет такого слова :),
К11,2,30,27,treat-2-1-l.png,treat-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины лечат женщину ,"Н'авычӈэн.. тыг,ылн,ывой",5992,pause,other,AV,заболела,
К11,2,31,28,pull-1-2-l.png,pull-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик везёт двое санок,"м... Г'оля... кулкытын ялеколан' ну, пошел кататься",9058,pause,other,AVV,,
К11,2,32,29,scold-1-1-r.png,scold-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка ругает мальчика ,Н'авычӈэн..  кутыг'айн'ын'ын г'оляпель,8182,pause,direct,AVP,,
К11,2,33,30,burn-2-2-r.png,burn-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,n,2,2,0,0,Два дедушки сжигают две книги ,так...э... Г’уемтэв’илг’о куйилан' топят в общем,9343,yes,intransitive,AV,,
К11,2,34,31,hit-1-2-l.png,hit-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка бьет двух мальчиков,Н'авычӈэн... койкыплычэтын.. дерется,6284,pause,intransitive,AV,,
К11,2,35,32,saw-2-1-l.png,saw-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки пилят бревно,Г’уемтэв’илг’о купиляткулан,4672,yes,intransitive,AV,,
К11,2,36,1,give_water-1-2-l.png,give_water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,m,1,2,1,0,Женщина поит двух мужчин,"Н'авычӈэн... н'авычӈэ куйёлгыннын чыкмимыл пусть будет.. ну в общем, холодную воду",8178,false start,direct,AVP,,
К11,2,37,2,break-2-1-l.png,break-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки ломают домик,м... Н'авычӈу  нэкунчимав'ын'нин  яяпиль,8407,yes,inverse,AVP,,
К11,2,38,3,push-1-1-r.png,push-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка толкает мальчика,ПРОПУСК,-,-,-,-,,
К11,2,39,4,eat-2-2-r.png,eat-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Два мужчины едят два яблока,толкает...ммм..  Тумгу кулляплан яблокан,8828,yes,intransitive,AVP,,
К11,2,40,5,pour-2-1-l.png,pour-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,m,2,1,1,0,Две женщины обливают мужчину ,ПРОПУСК,-,-,-,-,,
К11,2,41,6,pick-1-2-l.png,pick-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка срывает два цветка,э... Н'авычӈэн куепыйг'ын'нын.. вытвыйв',5884,pause,direct,AVP,,
К11,2,42,7,tie-2-2-r.png,tie-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки связывают двух мальчиков,Н'авычӈу.. кукылтыткулан э..  г'оляв',2855,pause,intransitive,AVP,,
К11,2,43,8,carry-1-1-r.png,carry-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина несёт ведро,Г’уемтэв’илг’ын каймылан,2568,yes,intransitive,AV,,
К11,2,44,9,call-1-2-l.png,call-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,f,1,2,1,0,Дедушка зовет двух бабушек ,м... зовет никак... Г’уемтэв’илг’ын кокомачэйин н'авычӈэн,8125,yes,intransitive,AVP,,
К11,2,45,10,clean-2-1-l.png,clean-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки чистят пальто ,Г'оляв'... тоже забыла кучистилын что ли пальтон,5991,russian,intransitive,AXVXP,,
К11,2,46,11,feed-1-1-r.png,feed-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,m,1,1,1,0,Бабушка кормит дедушку,ПРОПУСК,-,-,-,-,,
К11,2,47,12,water-2-2-r.png,water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки поливают два цветка ,"Н'авычӈу.. ну тогда да куполивалан в'ытв'ыйв' ой, ну как же это...",6399,russian,intransitive,AXVP,,
К11,2,48,13,wake-2-1-l.png,wake-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины будят женщину ,Г’уемтэв’илг’у нэкуныкг'евын'нин н'авычӈэн,5023,yes,inverse,AVP,,
К11,2,49,14,plant-1-2-l.png,plant-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина сажает два дерева ,ПРОПУСК,-,-,-,-,,
К11,2,50,15,makelaugh-2-2-r.png,makelaugh-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки смешат двух бабушек,ну теперь... Апапо наконачачгав'ын'нав' э.. чакоку,8886,pause,inverse,AVP,,
К11,2,51,16,boil-1-1-r.png,boil-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,n,1,1,0,0,Женщина варит курицу,э.. Н'авычӈэн копаваньн'эн кинун'и,7403,yes,direct,AVP,,
К11,2,52,17,teach-1-2-l.png,teach-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,f,1,2,1,0,Мужчина учит двух женщин ,ПРОПУСК,-,-,-,-,,
К11,2,53,18,hang-2-1-l.png,hang-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки вешают картину,Г’уемтэв’илг’у накуквортэн'ын картина,11318,yes,inverse,AVP,,
К11,2,54,19,dress-1-1-r.png,dress-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,f,1,1,1,0,Дедушка одевает бабушку,угу... Г’уемтэв’илг’ын куелыннынын н'авычӈэн пальтон,6946,yes,direct,AVXP,,
К11,2,55,20,pull-2-2-r.png,pull-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки везут двое санок ,Н'авычӈу кулкылан' ялеколан',3337,yes,other,AVV,,
К11,2,56,21,cut_hair-2-1-l.png,cut_hair-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,m,2,1,1,0,Две девочки стригут мальчика,Н'авычӈу..  копаев'лын  г'оляпель,2177,pause,intransitive,AVP,,
К11,2,57,22,burn-1-2-l.png,burn-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,n,1,2,0,0,Бабушка сжигает две книги,м... э... Ыннэ куйилан.. топит,14612,yes,intransitive,AV,,
К11,2,58,23,wash-2-2-r.png,wash-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,f,2,2,1,0,Два дедушки моют двух бабушек,"э... Апонак конкулявын'нын ынэв'.. ну, чакоку",6330,false start; russian,direct,AVPXP,,
К11,2,59,24,saw-1-1-r.png,saw-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина пилит бревно,Г’уемтэв’илг’ын купиляткун,2650,yes,intransitive,AV,,
К11,2,60,25,shoot-1-2-l.png,shoot-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка стреляет в двух мальчиков ,ПРОПУСК,-,-,-,-,,
К11,2,61,26,open-2-1-l.png,open-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки открывают дверь,э.. Чакоку.. куеныл..нв'эн'энын'нин   тыллытыл,4879,false start,other,AVP,"тоже не очень понятно, что за форма",
К11,2,62,27,treat-1-1-r.png,treat-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина лечит мужчину ,"угу.. ну а здесь пусть Г’уемтэв’илг’ын тыг,ылн,ывой ну, заболел",9197,yes,other,AV,,
К11,2,63,28,throw-2-2-r.png,throw-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,n,2,2,0,0,Две девочки бросают два мяча,м.. Н'авычӈу э... куйичвилын к'апылата,3693,pause,intransitive,AVP,,
К11,2,64,29,scold-2-1-l.png,scold-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика ругают девочку,м.. Г'оляв' кукумачэлян н'авычӈэн,5251,yes,intransitive,AVP,,
К11,2,65,30,cover-1-2-l.png,cover-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,n,1,2,0,0,Мужчина накрывает два цветка ,ПРОПУСК,-,-,-,-,,
К11,2,66,31,hit-2-2-r.png,hit-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика бьют двух девочек,угу.. Голяв койкыплычэлан.. н'авычӈу,3256,pause,intransitive,AVP,,
К11,2,67,32,paint-1-1-r.png,paint-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мальчик красит доску,Г'оля конкокраскан'ынын доскав',2943,yes,direct,AVP,,
К14,1,1,0,cut_apple.png,tr1.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Бабушка режет яблоко,--,-,-,-,-,,
К14,1,2,0,drag-2-2-e.png,tr2.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Две девочки везут двух мальчиков,--,-,-,-,-,,
К14,1,3,0,dogs_bite.png,tr3.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Собаки кусают мужчину,--,-,-,-,-,,
К14,1,4,1,call-1-1-r.png,call-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,m,1,1,1,0,Бабушка зовёт дедушку,он зовет? Чачамйа  кэйн'ив'н'ынын  ынпын',4201,yes,direct,AVP,,
К14,1,5,2,break-2-2-r.png,break-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,n,2,2,0,0,Два мальчика ломают два домика,К'айыкмин'а  накончимав'н'ын  яян'а,1722,yes,inverse,AVP,,
К14,1,6,3,feed-1-2-l.png,feed-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,f,1,2,1,0,Дедушка кормит двух бабушек,"Ынпын'ытэ кунынев,инын чачамйыт",1858,yes,direct,AVP,,
К14,1,7,4,eat-2-1-l.png,eat-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,n,2,1,0,0,Две женщины едят одно яблоко,вдвоем одно яблоко?..  Н'авык'к'алют кояблоконын,3402,yes,incorporation,AV,,
К14,1,8,5,wake-2-2-r.png,wake-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,m,2,2,1,0,Две женщины будят двух мужчин,"Н'авычӈэ ку.. зовут? ага... Н'авычӈэ  нэкуныг'эйнев,ныт  к'лаволат",2175,yes,inverse,AXAVP,,
К14,1,9,6,pick-1-1-r.png,pick-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,n,1,1,0,0,Мальчик срывает цветок,рвет? К'айыкмин'а  купыйг'ын'нын так'лэн'ытын ,3852,yes,direct,AVP,,
К14,1,10,7,makelaugh-2-1-l.png,makelaugh-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,m,2,1,1,0,Две бабушки смешат дедушку,"девочки дразнят, да? Чачамйат койэлячачгав'нынын",5457,yes,direct,AV,,
К14,1,11,8,carry-1-2-l.png,carry-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,n,1,2,0,0,Женщина несёт два ведра,Н'авык'к'алю гэв'элиныт,3301,yes,past,AV,,
К14,1,12,9,teach-1-1-r.png,teach-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина учит мужчину,че делает? учит.. ага.. Н'авычӈэ кунгыелыв'н'нын  г'оля,5680,yes,direct,AVP,,
К14,1,13,10,open-2-2-r.png,open-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,n,1,1,0,0,Двое дедушек открывают две двери,Ынпын'ы.. Ынпын'ыйк тыллы..тыллыт нэкунв'эн'энын,2912,false start,inverse,APV,,
К14,1,14,11,dress-1-2-l.png,dress-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка одевает двух дедушек,Чачамйа ынпын'эт конпальтов'нын,4789,yes,direct,APV,,
К14,1,15,12,throw-2-1-l.png,throw-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,n,2,1,0,0,Два мальчика бросают мяч,"К'айыкмин'ыт кок,апляткуннын",1364,yes,incorporation,AV,,
К14,1,16,13,cut_hair-2-2-r.png,cut_hair-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика стригут двух девочек,К'айыкмин'у накопаев'нат ӈавык'к'алют,2556,yes,inverse,AVP,,
К14,1,17,14,cover-1-1-r.png,cover-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,n,1,1,0,0,Женщина накрывает один цветок,Н'авык'к'алюта так'лэн'ытын к'айпын'нин,1724,yes,direct,APV,,
К14,1,18,15,wash-2-1-l.png,wash-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,m,2,1,1,0,Две бабушки моют одного дедушку,Чачамйык ынпын' наконмытын'нын,1863,yes,inverse,APV,,
К14,1,19,16,paint-1-2-l.png,paint-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка красит две доски,Н'авык'к'алюта доскат кокраскан'нын,1413,yes,direct,APV,,
К14,1,20,17,give_water-1-1-r.png,give_water-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,f,1,1,1,0,Мужчина поит женщину,Г'олята н'авычӈэн куникв'ычевын'нын,2029,yes,direct,APV,,
К14,1,21,18,clean-2-2-r.png,clean-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,f,n,2,2,0,0,Две бабушки чистят два пальто,Чачамйа..чачамйык  пальтот накучистин'нынын,2962,false start,inverse,APV,,
К14,1,22,19,push-1-2-l.png,push-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,f,1,2,1,0,Мальчик толкает двух девочек,бьет их? а.. К'айыкмин'у..н'а ӈавык'к'алют купынг'ылынин,4929,false start,direct,APV,,
К14,1,23,20,water-2-1-l.png,water-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,n,2,1,0,0,Два мальчика поливают один цветок,К'айыкмин'ат так'лэн'ыт накимлытг'ын'ын  ,3205,yes,inverse,APV,,
К14,1,24,21,pour-2-2-r.png,pour-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,f,2,2,1,0,Двое мужчин обливают двух женщин,Г'оляйык ӈавычӈэт накимлытг'ын'ын,3370,yes,inverse,APV,,
К14,1,25,22,plant-1-1-r.png,plant-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,n,1,1,0,0,Женщина сажает одно дерево,"че делает? ага...  Н'авык'к'алюта так'лэн'ытын контвайнын,нын",4793,yes,direct,APV,,
К14,1,26,23,tie-2-1-l.png,tie-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,1,2,1,0,Два мальчика связывают девочку,К'айыкмин'ыйык ӈавык'к'алю накукылг'ытын'нин,1657,yes,inverse,APV,,
К14,1,27,24,boil-1-2-l.png,boil-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,n,1,2,0,0,Бабушка варит две курицы,Чачамйа кумэн..кукейван курицата,4862,false start,direct,AVP,,
К14,1,28,25,shoot-1-1-r.png,shoot-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,f,2,2,1,0,Мальчик стреляет в девочку,К'айыкмин'а  ӈавык'к'алю кулк'эйкв'ын'нин ,3726,yes,direct,APV,,
К14,1,29,26,hang-2-2-r.png,hang-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,f,n,2,2,0,0,Две бабушки вешают две картины,че это? ага.. Чачамйык  наконнёпаньн'ын  картинкат,3773,yes,inverse,AVP,,
К14,1,30,27,treat-1-2-l.png,treat-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,m,f,1,2,1,0,Мужчина лечит двух женщин ,че делает? ага... К'лавола н'авычӈэт кунмэлэв'ын'нин,5786,yes,direct,APV,,
К14,1,31,28,pull-2-1-l.png,pull-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,n,2,1,0,0,Два мальчика везут санки,К'айыкмин'а  нэкуг'аг'ан'нин  як'алынав',6218,yes,inverse,AVP,,
К14,1,32,29,scold-2-2-r.png,scold-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки ругают двух мальчиков,че ругают? девочки.. Н'авык'к'алюйык накокытг'айн'ан'ат  к'айыкмин'ат,5539,yes,inverse,AVP,,
К14,1,33,30,burn-1-1-r.png,burn-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,n,1,1,0,0,Дедушка сжигает книгу,"....Ынпын'этэ книжка кун,ынэв'ын,нин",8592,yes,direct,APV,,
К14,1,34,31,hit-2-1-l.png,hit-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,m,2,1,1,0,Две девочки бьют мальчика,Н'авык'к'алюйык к'айыкмин'ын накойкыплын'нын,2160,yes,inverse,APV,,
К14,1,35,32,saw-1-2-l.png,saw-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,n,1,2,0,0,Дедушка пилит два бревна,Ынпыӄлавола купилитын,4284,yes,intransitive,AV,,
К14,1,36,1,give_water-2-1-l.png,give_water-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,m,2,1,1,0,Две женщины поят мужчину ,Н'авычӈэ г'оля нэкуникв'ычевын'нын ,3576,yes,inverse,APV,,
К14,1,37,2,break-1-2-l.png,break-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка ломает два домика,Н'авык'к'алюта яян'а кончимав'н'ын..  яяв' кончимав'н'ын,1360,false start,direct,APVPV,,
К14,1,38,3,push-2-2-r.png,push-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки толкают двух мальчиков,че делает? Н'авык'к'алюйик..йык к'айыкмин'ат нэкупынг'ылынат,4677,false start,inverse,APV,,
К14,1,39,4,eat-1-1-r.png,eat-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,2,1,0,0,Мужчина ест яблоко,Г'оля.. кояблокон,2160,pause,incorporation,AV,,
К14,1,40,5,pour-1-2-l.png,pour-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,m,1,2,1,0,Женщина обливает двух мужчин,Н'авычӈэ г'олят кимлытг'ын'нин,2410,yes,direct,APV,,
К14,1,41,6,pick-2-1-l.png,pick-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки срывают один цветок,выдирают? Н'авык'к'алюта.. Н'авык'к'алю купыйг'ын'нын так'лэн'ытын,5794,false start,direct,AVP,,
К14,1,42,7,tie-1-1-r.png,tie-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка связывает мальчика,Н'авык'к'алюта кукылтын'нин к'айыкмин'ын,1863,yes,direct,AVP,,
К14,1,43,8,carry-2-2-r.png,carry-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Двое мужчин несут два ведра,...Г'олят.. Г'олята гэв'элиныт,7482,false start,past,AV,,
К14,1,44,9,call-2-1-l.png,call-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,f,2,1,1,0,Двое дедушек зовут бабушку,зовут? Ынпын'эйык нэкуг'айн'ив'ын'нин чачамэ,4326,yes,inverse,AVP,,
К14,1,45,10,clean-1-2-l.png,clean-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,m,n,2,2,0,0,Дедушка чистит два пальто,Ынпын'этэ кучистин'нынын пальтот,1420,yes,direct,AVP,,
К14,1,46,11,feed-2-2-r.png,feed-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,f,m,2,2,1,0,Две бабушки кормят двух дедушек,"Чачамйа нэкунынев,инын ынпын'эт",4648,yes,inverse,AVP,,
К14,1,47,12,water-1-1-r.png,water-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,n,1,1,0,0,Девочка поливает цветок,Н'авык'к'алюта..н'авык'к'алюта  кимлытг'ын'нин  так'лэн'ытын,3601,pause,direct,AVP,,
