contrast_id,comparison,model,max_rhat,min_bulk_ess,min_tail_ess,worst_bulk_variable,worst_tail_variable
direct_1_1_inanimate_vs_direct_1_2_inanimate,direct 1-1 inanimate patient vs direct 1-2 inanimate patient,agent_looks,1.0574292458444523,47.4019188731049,24.54359202757956,sd_participant_condition__polytimedegreeEQ32,"r_participant_condition[К24.direct_1_agent_1_patient_inanimate_patient,polytimedegreeEQ32]"
direct_1_1_inanimate_vs_direct_1_2_inanimate,direct 1-1 inanimate patient vs direct 1-2 inanimate patient,patient_looks,1.0338687953939052,84.4406596944985,22.212829948851912,"r_participant_condition[К15.direct_1_agent_1_patient_inanimate_patient,polytimedegreeEQ32]","r_participant_condition[К13.direct_1_agent_1_patient_inanimate_patient,polytimedegreeEQ32]"
