window_key,window,participant,asc_file,block,image,sentence_type,patient_animacy,agent_num,patient_num,condition_key,condition,filename_suffix,rt,time_bin50,time_rel,agent_prop,patient_prop,n_samples,item,time,N,agent.sum,pat.sum,log.agent,wts.agent,log.pat,wts.pat,contrast_code,participant_condition
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,0,0,0.734694,0,49,boil-2-1-l.png,0,49,36,0,0.994622575144062,0.10147133434804667,-4.59511985013459,2.0202020202020203,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,1,0.05,0,0,50,boil-2-1-l.png,0.05,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,2,0.1,0,0,50,boil-2-1-l.png,0.1,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,3,0.15,0.16,0,50,boil-2-1-l.png,0.15,50,8,0,-1.6094379124341003,0.1411764705882353,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,4,0.2,1,0,50,boil-2-1-l.png,0.2,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,5,0.25,1,0,50,boil-2-1-l.png,0.25,50,50,0,4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,6,0.3,0.16,0.32,50,boil-2-1-l.png,0.3,50,8,16,-1.6094379124341003,0.1411764705882353,-0.7375989431307791,0.08959156785243742,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,7,0.35,0,0,50,boil-2-1-l.png,0.35,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,8,0.4,0,0,50,boil-2-1-l.png,0.4,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
linguistic_encoding_3,Linguistic encoding III,К01,k01_2.asc,27,boil-2-1-l.png,inverse,inanimate,2,1,inverse_2_agents_1_patient,"2 agents, 1 patient",2_agents_1_patient,2225,9,0.45,0,0,50,boil-2-1-l.png,0.45,50,0,0,-4.61512051684126,2.01980198019802,-4.61512051684126,2.01980198019802,1,К01.inverse_2_agents_1_patient
